Exchange Date,Open,OpenEURUSD,OpenUSDCHF,OpenUSDJPY,OpenNZDCAD
5-Dec-17,1.3478,1.1864,0.9848,112.39,0.8685
4-Dec-17,1.3478,1.188,0.9782,112.39,0.873
1-Dec-17,1.3523,1.1902,0.9834,112.52,0.8807
30-Nov-17,1.3408,1.1845,0.9846,111.91,0.8848
29-Nov-17,1.3338,1.184,0.9841,111.47,0.8838
28-Nov-17,1.331,1.1896,0.9813,111.08,0.8822
27-Nov-17,1.3335,1.1931,0.9792,111.41,0.8741
24-Nov-17,1.3306,1.185,0.9814,111.2,0.8757
23-Nov-17,1.3323,1.182,0.9816,111.2,0.8735
22-Nov-17,1.3237,1.1736,0.9912,112.44,0.8723
21-Nov-17,1.3233,1.1731,0.9934,112.61,0.8726
20-Nov-17,1.3216,1.1789,0.9889,112.08,0.8677
17-Nov-17,1.3193,1.1769,0.994,113.03,0.8736
16-Nov-17,1.3169,1.1791,0.9881,112.86,0.8774
15-Nov-17,1.3164,1.1796,0.9892,113.45,0.875
14-Nov-17,1.3114,1.1665,0.9961,113.61,0.8786
13-Nov-17,1.3181,1.1664,0.996,113.5,0.8799
10-Nov-17,1.3145,1.164,0.9937,113.46,0.8808
9-Nov-17,1.3113,1.1594,0.9999,113.84,0.886
8-Nov-17,1.3164,1.1585,0.9998,113.98,0.8811
7-Nov-17,1.3168,1.1608,0.9973,113.69,0.8819
6-Nov-17,1.3083,1.1608,0.9995,113.98,0.8807
3-Nov-17,1.3057,1.1658,0.9991,114.07,0.8852
2-Nov-17,1.3243,1.1617,1.0031,114.16,0.8854
1-Nov-17,1.328,1.1644,0.9974,113.62,0.8821
31-Oct-17,1.3206,1.1649,0.9942,113.16,0.8818
30-Oct-17,1.3111,1.1601,0.9974,113.72,0.8783
27-Oct-17,1.3159,1.1648,0.9974,113.97,0.8788
26-Oct-17,1.3262,1.1811,0.9895,113.74,0.8809
25-Oct-17,1.313,1.1759,0.9909,113.9,0.8744
24-Oct-17,1.3197,1.1747,0.9848,113.42,0.8809
23-Oct-17,1.3185,1.1771,0.9845,113.67,0.8785
20-Oct-17,1.3157,1.1851,0.9761,112.52,0.8775
19-Oct-17,1.3204,1.1786,0.9814,112.92,0.891
18-Oct-17,1.3189,1.1764,0.9782,112.19,0.8977
17-Oct-17,1.3248,1.1796,0.9752,112.18,0.8974
16-Oct-17,1.3307,1.1824,0.9742,111.84,0.8939
13-Oct-17,1.326,1.1828,0.9754,112.27,0.8889
12-Oct-17,1.3222,1.186,0.9733,112.49,0.8822
11-Oct-17,1.3203,1.1806,0.9749,112.44,0.8843
10-Oct-17,1.3139,1.1738,0.9795,112.66,0.8862
9-Oct-17,1.3067,1.1727,0.9779,112.68,0.885
6-Oct-17,1.3117,1.1709,0.9781,112.8,0.8936
5-Oct-17,1.3245,1.1757,0.9749,112.74,0.894
4-Oct-17,1.3234,1.1742,0.9735,112.84,0.8935
3-Oct-17,1.3274,1.1731,0.9745,112.73,0.8995
2-Oct-17,1.3387,1.1816,0.968,112.54,0.8995
29-Sep-17,1.344,1.1785,0.97,112.33,0.899
28-Sep-17,1.3384,1.1744,0.9718,112.84,0.8979
27-Sep-17,1.3456,1.1791,0.9687,112.23,0.8898
26-Sep-17,1.3465,1.1846,0.9664,111.72,0.8982
25-Sep-17,1.3491,1.1951,0.9706,111.97,0.9051
22-Sep-17,1.3579,1.194,0.9706,112.46,0.9003
21-Sep-17,1.3491,1.1892,0.9697,112.2,0.9064
20-Sep-17,1.3508,1.1992,0.9623,111.57,0.8993
19-Sep-17,1.3493,1.1953,0.9614,111.55,0.8926
18-Sep-17,1.3574,1.1947,0.961,110.87,0.8886
15-Sep-17,1.3396,1.1917,0.9629,110.22,0.8781
14-Sep-17,1.3209,1.1883,0.9642,110.47,0.8808
13-Sep-17,1.3282,1.1966,0.9599,110.17,0.8878
12-Sep-17,1.3161,1.1951,0.9561,109.4,0.878
11-Sep-17,1.3202,1.2039,0.9465,108.19,0.8857
8-Sep-17,1.3099,1.2022,0.9504,108.44,0.8757
7-Sep-17,1.3041,1.1915,0.9563,109.22,0.8799
6-Sep-17,1.303,1.1912,0.9552,108.79,0.8947
5-Sep-17,1.2925,1.1894,0.958,109.72,0.889
4-Sep-17,1.2958,1.1857,0.9617,109.38,0.8854
1-Sep-17,1.2929,1.1909,0.9584,109.96,0.8958
31-Aug-17,1.2926,1.1882,0.9634,110.23,0.9086
30-Aug-17,1.2917,1.1972,0.9554,109.74,0.9076
29-Aug-17,1.293,1.1977,0.9551,109.25,0.907
28-Aug-17,1.29,1.1924,0.954,109.25,0.9024
25-Aug-17,1.2797,1.1797,0.9652,109.55,0.9029
24-Aug-17,1.2795,1.1805,0.9647,109.04,0.907
23-Aug-17,1.2822,1.176,0.9675,109.54,0.9141
22-Aug-17,1.2896,1.1813,0.9618,108.96,0.9195
21-Aug-17,1.2868,1.1748,0.9647,109.33,0.9197
18-Aug-17,1.2864,1.1721,0.9627,109.55,0.9231
17-Aug-17,1.2889,1.1766,0.9654,110.19,0.9222
16-Aug-17,1.2868,1.1732,0.9724,110.65,0.9228
15-Aug-17,1.2963,1.1778,0.9717,109.62,0.9265
14-Aug-17,1.2992,1.1804,0.962,109.05,0.9267
11-Aug-17,1.2975,1.1771,0.9624,109.19,0.9267
10-Aug-17,1.2999,1.1757,0.9635,110.06,0.9314
9-Aug-17,1.2988,1.175,0.974,110.29,0.9278
8-Aug-17,1.3033,1.1793,0.9727,110.72,0.933
7-Aug-17,1.3025,1.1766,0.9726,110.6,0.9358
4-Aug-17,1.3134,1.1867,0.9683,110.02,0.9354
3-Aug-17,1.3219,1.1854,0.9706,110.69,0.9332
2-Aug-17,1.3201,1.18,0.9656,110.34,0.9358
1-Aug-17,1.3212,1.184,0.9667,110.24,0.9374
31-Jul-17,1.3129,1.1735,0.9688,110.63,0.9324
28-Jul-17,1.3063,1.1675,0.9647,111.26,0.9401
27-Jul-17,1.3119,1.1733,0.9507,111.15,0.9357
26-Jul-17,1.3019,1.1646,0.9524,111.87,0.9274
25-Jul-17,1.3027,1.1638,0.9463,111.07,0.9301
24-Jul-17,1.2983,1.1658,0.9448,111.05,0.9325
21-Jul-17,1.2972,1.1632,0.951,111.9,0.9314
20-Jul-17,1.302,1.1511,0.9553,111.96,0.927
19-Jul-17,1.3036,1.1552,0.9548,112.06,0.9276
18-Jul-17,1.3055,1.1477,0.9624,112.61,0.9289
17-Jul-17,1.3099,1.1462,0.9634,112.49,0.928
14-Jul-17,1.2934,1.1398,0.967,113.26,0.9308
13-Jul-17,1.2882,1.1409,0.9652,113.15,0.9252
12-Jul-17,1.2845,1.1465,0.9636,113.92,0.9327
11-Jul-17,1.288,1.1397,0.9655,114.03,0.9371
10-Jul-17,1.2882,1.139,0.9634,113.96,0.9371
7-Jul-17,1.2966,1.1422,0.9602,113.18,0.9439
6-Jul-17,1.2934,1.135,0.9638,113.25,0.9439
5-Jul-17,1.2916,1.1344,0.9653,113.26,0.9426
4-Jul-17,1.2936,1.1363,0.9635,113.36,0.9485
3-Jul-17,1.301,1.1418,0.9583,112.12,0.9483
30-Jun-17,1.3003,1.1439,0.9557,112.16,0.9488
29-Jun-17,1.2921,1.1375,0.9593,112.29,0.9522
28-Jun-17,1.2815,1.1337,0.9602,112.34,0.9592
27-Jun-17,1.2721,1.1181,0.9721,111.86,0.9649
26-Jun-17,1.2728,1.1199,0.9691,111.1,0.9649
23-Jun-17,1.2679,1.115,0.9718,111.32,0.9606
22-Jun-17,1.2669,1.1165,0.9723,111.34,0.9635
21-Jun-17,1.2627,1.1131,0.9749,111.44,0.9603
20-Jun-17,1.2731,1.1147,0.9754,111.5,0.9555
19-Jun-17,1.2783,1.1198,0.973,110.82,0.9581
16-Jun-17,1.2752,1.1142,0.9753,110.9,0.956
15-Jun-17,1.2749,1.1217,0.9708,109.54,0.9621
14-Jun-17,1.2754,1.1209,0.9686,110.05,0.9558
13-Jun-17,1.2657,1.1202,0.9686,109.93,0.9587
12-Jun-17,1.2729,1.1193,0.9689,110.35,0.9694
9-Jun-17,1.2953,1.1213,0.9672,109.99,0.9745
8-Jun-17,1.2959,1.1255,0.9649,109.8,0.9716
7-Jun-17,1.291,1.1275,0.9618,109.41,0.9663
6-Jun-17,1.2901,1.1251,0.9648,110.44,0.9614
5-Jun-17,1.2848,1.1277,0.9629,110.34,0.9618
2-Jun-17,1.2877,1.1211,0.9715,111.33,0.9537
1-Jun-17,1.2887,1.124,0.9675,110.75,0.956
31-May-17,1.2857,1.1184,0.9744,110.83,0.9546
30-May-17,1.2836,1.1163,0.9775,111.24,0.949
29-May-17,1.2804,1.1177,0.9749,111.3,0.9477
26-May-17,1.2941,1.121,0.9726,111.82,0.9466
25-May-17,1.2968,1.1217,0.973,111.47,0.944
24-May-17,1.296,1.1182,0.9759,111.75,0.9472
23-May-17,1.2997,1.1235,0.9732,111.29,0.9443
22-May-17,1.3005,1.12,0.9735,111.3,0.9357
19-May-17,1.2935,1.11,0.9798,111.47,0.9381
18-May-17,1.2965,1.1158,0.9788,110.81,0.9439
17-May-17,1.2915,1.1082,0.9858,113.11,0.936
16-May-17,1.2895,1.0975,0.9963,113.77,0.9375
15-May-17,1.2887,1.0924,1.0003,113.18,0.9385
12-May-17,1.2885,1.086,1.0076,113.84,0.9376
11-May-17,1.2937,1.0868,1.0088,114.28,0.9477
10-May-17,1.2931,1.0872,1.0074,113.97,0.9459
9-May-17,1.2942,1.0922,0.9987,113.24,0.9452
8-May-17,1.2979,1.0996,0.9887,112.97,0.9423
5-May-17,1.2918,1.0988,0.9861,112.44,0.944
4-May-17,1.2863,1.0884,0.9945,112.73,0.9439
3-May-17,1.2936,1.0927,0.9914,111.98,0.9503
2-May-17,1.2884,1.0898,0.9962,111.83,0.9445
1-May-17,1.295,1.0905,0.9938,111.29,0.9377
28-Apr-17,1.2903,1.0875,0.9938,111.23,0.9367
27-Apr-17,1.2844,1.0902,0.993,111.05,0.9378
26-Apr-17,1.2839,1.0924,0.9935,111.08,0.943
25-Apr-17,1.2794,1.0867,0.9955,109.75,0.947
24-Apr-17,1.2841,1.0889,0.9866,110.24,0.9495
21-Apr-17,1.2812,1.0717,0.9986,109.31,0.9441
20-Apr-17,1.2777,1.0708,0.9983,108.84,0.9441
19-Apr-17,1.2837,1.0728,0.996,108.4,0.9419
18-Apr-17,1.2564,1.0642,1.0043,108.89,0.9324
17-Apr-17,1.2528,1.0612,1.0035,108.66,0.9311
14-Apr-17,1.2501,1.0613,1.006,109.06,0.9324
13-Apr-17,1.2536,1.0662,1.0027,109,0.9232
12-Apr-17,1.2489,1.0604,1.0073,109.6,0.927
11-Apr-17,1.2409,1.0594,1.0084,110.92,0.9274
10-Apr-17,1.2379,1.059,1.0084,111.09,0.93
7-Apr-17,1.2466,1.0642,1.0047,110.79,0.9345
6-Apr-17,1.2482,1.0661,1.0047,110.68,0.9351
5-Apr-17,1.2437,1.0671,1.0017,110.74,0.9342
4-Apr-17,1.2486,1.0667,1.0013,110.87,0.9381
3-Apr-17,1.2539,1.0658,1.0021,111.38,0.934
31-Mar-17,1.2467,1.0672,1.001,111.9,0.9329
30-Mar-17,1.2429,1.0764,0.9963,111.03,0.9369
29-Mar-17,1.2445,1.081,0.9921,111.12,0.9382
28-Mar-17,1.2557,1.0863,0.9854,110.65,0.9419
27-Mar-17,1.2483,1.0796,0.9895,111.22,0.9387
24-Mar-17,1.2519,1.0782,0.9933,110.93,0.938
23-Mar-17,1.2482,1.0794,0.9913,111.15,0.9383
22-Mar-17,1.2475,1.0808,0.9936,111.69,0.9398
21-Mar-17,1.2356,1.0737,0.9985,112.53,0.9414
20-Mar-17,1.2398,1.0738,0.9969,112.69,0.9367
17-Mar-17,1.2357,1.0763,0.9963,113.3,0.9298
16-Mar-17,1.2287,1.0732,1.0001,113.35,0.9371
15-Mar-17,1.2152,1.0602,1.01,114.72,0.9323
14-Mar-17,1.2217,1.0653,1.007,114.86,0.9305
13-Mar-17,1.2161,1.0671,1.0107,114.8,0.9318
10-Mar-17,1.2166,1.0574,1.0115,114.93,0.9319
9-Mar-17,1.2165,1.0539,1.0142,114.34,0.9324
8-Mar-17,1.2197,1.0564,1.0132,113.96,0.9319
7-Mar-17,1.2234,1.0582,1.0119,113.87,0.9377
6-Mar-17,1.2293,1.0614,1.0081,114,0.9397
3-Mar-17,1.2265,1.0505,1.0131,114.39,0.9455
2-Mar-17,1.2288,1.0546,1.0087,113.72,0.9517
1-Mar-17,1.238,1.0573,1.0056,112.76,0.9562
28-Feb-17,1.2442,1.0585,1.009,112.69,0.9474
27-Feb-17,1.2465,1.056,1.0066,112.07,0.9423
24-Feb-17,1.2552,1.058,1.0056,112.6,0.9471
23-Feb-17,1.244,1.0555,1.0105,113.28,0.9461
22-Feb-17,1.2469,1.0533,1.0093,113.69,0.9401
21-Feb-17,1.2457,1.0609,1.0026,113.06,0.9418
20-Feb-17,1.2409,1.0614,1.0016,112.83,0.9409
17-Feb-17,1.2488,1.0672,0.9971,113.22,0.9421
16-Feb-17,1.2458,1.0598,1.0052,114.14,0.9443
15-Feb-17,1.247,1.0574,1.0061,114.22,0.937
14-Feb-17,1.2523,1.0596,1.006,113.72,0.9371
13-Feb-17,1.2473,1.0632,1.0019,113.31,0.9396
10-Feb-17,1.2496,1.0655,1.0016,113.22,0.9441
9-Feb-17,1.2539,1.0697,0.9946,111.93,0.9546
8-Feb-17,1.2505,1.0681,0.9976,112.35,0.9621
7-Feb-17,1.2463,1.0749,0.9911,111.73,0.9572
6-Feb-17,1.2491,1.078,0.9928,112.39,0.9519
3-Feb-17,1.2522,1.0756,0.9926,112.77,0.949
2-Feb-17,1.2656,1.0766,0.9927,113.24,0.9496
1-Feb-17,1.258,1.0796,0.9886,112.79,0.9523
31-Jan-17,1.2483,1.0692,0.9948,113.73,0.9551
30-Jan-17,1.2548,1.0689,0.9985,115.08,0.9553
27-Jan-17,1.259,1.068,0.9995,114.51,0.9481
26-Jan-17,1.2631,1.0744,0.9992,113.26,0.9535
25-Jan-17,1.252,1.073,1.0008,113.77,0.9532
24-Jan-17,1.2534,1.0762,0.9961,112.69,0.9572
23-Jan-17,1.2358,1.0683,1.0026,114.35,0.9533
20-Jan-17,1.2341,1.0663,1.0059,114.85,0.9572
19-Jan-17,1.2256,1.0628,1.0072,114.62,0.9445
18-Jan-17,1.2412,1.0712,1.0016,112.6,0.9406
17-Jan-17,1.2043,1.0598,1.0108,114.18,0.9349
16-Jan-17,1.2058,1.0615,1.0092,114.53,0.933
13-Jan-17,1.2155,1.0609,1.0104,114.7,0.9321
12-Jan-17,1.2206,1.058,1.014,115.4,0.9295
11-Jan-17,1.2175,1.0554,1.0167,115.77,0.9244
10-Jan-17,1.2161,1.0571,1.0151,116.01,0.9268
9-Jan-17,1.2266,1.0537,1.0165,116.89,0.9196
6-Jan-17,1.2417,1.0603,1.0096,115.34,0.9287
5-Jan-17,1.2321,1.0489,1.02,117.24,0.9266
4-Jan-17,1.2232,1.0403,1.0267,117.74,0.9286
3-Jan-17,1.2272,1.0453,1.0232,117.53,0.9296
2-Jan-17,1.2344,1.0529,1.0196,116.91,0.932
30-Dec-16,1.226,1.0489,1.0222,116.53,0.9399
29-Dec-16,1.2222,1.0416,1.0276,117.23,0.9379
28-Dec-16,1.2267,1.0454,1.0273,117.39,0.9349
27-Dec-16,1.2283,1.0451,1.0266,117.06,0.9311
26-Dec-16,1.2262,1.0451,1.0263,117.36,0.9303
23-Dec-16,1.228,1.0435,1.0255,117.51,0.9305
22-Dec-16,1.2349,1.0421,1.0267,117.55,0.925
21-Dec-16,1.2362,1.0388,1.0282,117.83,0.9238
20-Dec-16,1.2399,1.0403,1.027,117.07,0.9286
19-Dec-16,1.2491,1.0442,1.0265,117.87,0.9276
16-Dec-16,1.2417,1.0415,1.0296,118.17,0.9382
15-Dec-16,1.2556,1.0534,1.0197,117.03,0.9451
14-Dec-16,1.2658,1.0625,1.0118,115.16,0.9453
13-Dec-16,1.2673,1.0633,1.013,115.01,0.9454
12-Dec-16,1.257,1.055,1.0171,115.22,0.9376
9-Dec-16,1.2586,1.0615,1.0161,114,0.9458
8-Dec-16,1.2624,1.0753,1.007,113.71,0.9473
7-Dec-16,1.2676,1.0719,1.0096,113.99,0.945
6-Dec-16,1.2727,1.0762,1.0068,113.84,0.9473
5-Dec-16,1.2725,1.0672,1.0091,113.52,0.9463
2-Dec-16,1.259,1.066,1.0102,114.06,0.9435
1-Dec-16,1.2504,1.0588,1.0167,114.44,0.9515
30-Nov-16,1.249,1.0646,1.0116,112.38,0.9568
29-Nov-16,1.2412,1.0612,1.0127,111.91,0.9484
28-Nov-16,1.2468,1.0594,1.0123,113.03,0.9503
25-Nov-16,1.2448,1.0548,1.0167,113.32,0.944
24-Nov-16,1.2437,1.0552,1.0165,112.48,0.9454
23-Nov-16,1.2423,1.0626,1.0108,111.09,0.9491
22-Nov-16,1.2495,1.0625,1.0079,110.8,0.9476
21-Nov-16,1.2344,1.0581,1.0094,110.89,0.947
18-Nov-16,1.2416,1.0622,1.007,110.09,0.9496
17-Nov-16,1.2441,1.0689,1.0019,109.04,0.9497
16-Nov-16,1.2454,1.072,1.0013,109.17,0.9545
15-Nov-16,1.2485,1.0734,0.9978,108.4,0.9642
14-Nov-16,1.2591,1.0847,0.9869,106.53,0.9599
11-Nov-16,1.2552,1.0891,0.9862,106.81,0.971
10-Nov-16,1.2404,1.0907,0.9843,105.65,0.9764
9-Nov-16,1.2371,1.1023,0.9772,105.12,0.9811
8-Nov-16,1.239,1.1039,0.9741,104.44,0.9808
7-Nov-16,1.2511,1.1134,0.9682,103.12,0.9804
4-Nov-16,1.246,1.1102,0.9735,102.96,0.9826
3-Nov-16,1.23,1.1096,0.9731,103.29,0.9754
2-Nov-16,1.2237,1.1053,0.9752,104.12,0.9614
1-Nov-16,1.2235,1.0979,0.9883,104.81,0.9582
31-Oct-16,1.2177,1.0984,0.9865,104.68,0.9575
28-Oct-16,1.2159,1.0895,0.9931,105.27,0.953
27-Oct-16,1.2247,1.0906,0.9931,104.45,0.9564
26-Oct-16,1.2187,1.0887,0.9941,104.21,0.9561
25-Oct-16,1.2235,1.088,0.9933,104.17,0.948
24-Oct-16,1.222,1.0876,0.9935,103.84,0.9533
21-Oct-16,1.2252,1.0927,0.9923,103.92,0.9508
20-Oct-16,1.2283,1.0972,0.9884,103.43,0.9477
19-Oct-16,1.2292,1.0979,0.9896,103.84,0.942
18-Oct-16,1.2179,1.0998,0.9888,103.87,0.9356
17-Oct-16,1.2186,1.0972,0.9882,104.05,0.9302
14-Oct-16,1.2257,1.1054,0.9857,103.69,0.935
13-Oct-16,1.2206,1.1004,0.9906,104.21,0.9372
12-Oct-16,1.212,1.1051,0.9884,103.49,0.9352
11-Oct-16,1.2361,1.1135,0.9825,103.59,0.9395
10-Oct-16,1.243,1.1195,0.9775,103.07,0.9513
7-Oct-16,1.2614,1.1149,0.9807,103.92,0.9467
6-Oct-16,1.2744,1.1203,0.9738,103.48,0.9449
5-Oct-16,1.2727,1.1202,0.9787,102.87,0.9507
4-Oct-16,1.284,1.1208,0.9733,101.62,0.9542
3-Oct-16,1.2938,1.1233,0.9717,101.35,0.9558
30-Sep-16,1.2967,1.1222,0.9656,101.02,0.953
29-Sep-16,1.3014,1.1215,0.9705,100.67,0.9523
28-Sep-16,1.3021,1.1212,0.9705,100.41,0.9629
27-Sep-16,1.2973,1.1251,0.9691,100.31,0.9618
26-Sep-16,1.2951,1.1221,0.9694,101.03,0.9545
23-Sep-16,1.3069,1.1205,0.9686,100.73,0.9527
22-Sep-16,1.3031,1.1192,0.9738,100.31,0.9632
21-Sep-16,1.2987,1.1148,0.979,101.7,0.9641
20-Sep-16,1.3028,1.1176,0.9799,101.93,0.9624
19-Sep-16,1.2993,1.116,0.9796,102.21,0.9597
16-Sep-16,1.3235,1.1242,0.9713,102.07,0.9624
15-Sep-16,1.3231,1.1246,0.9731,102.41,0.9606
14-Sep-16,1.3189,1.1215,0.9756,102.54,0.9553
13-Sep-16,1.3335,1.1233,0.9713,101.85,0.9583
12-Sep-16,1.3268,1.123,0.9755,102.67,0.9547
9-Sep-16,1.3294,1.1259,0.9724,102.47,0.9563
8-Sep-16,1.3338,1.1237,0.9692,101.73,0.9596
7-Sep-16,1.3437,1.1253,0.9694,102,0.9518
6-Sep-16,1.3301,1.1144,0.9797,103.41,0.944
5-Sep-16,1.3295,1.1149,0.98,103.94,0.9478
2-Sep-16,1.3267,1.1194,0.9796,103.22,0.9535
1-Sep-16,1.3138,1.1155,0.9838,103.41,0.9498
31-Aug-16,1.3076,1.1141,0.9832,102.95,0.9451
30-Aug-16,1.3108,1.1187,0.9778,101.9,0.9425
29-Aug-16,1.3132,1.1191,0.9768,101.81,0.9382
26-Aug-16,1.3189,1.1281,0.9672,100.51,0.9434
25-Aug-16,1.3231,1.1262,0.9665,100.42,0.9444
24-Aug-16,1.3191,1.1303,0.9631,100.23,0.9404
23-Aug-16,1.3132,1.1318,0.962,100.31,0.9403
22-Aug-16,1.3058,1.1302,0.9585,100.41,0.9342
19-Aug-16,1.3171,1.135,0.9538,99.87,0.932
18-Aug-16,1.3041,1.1291,0.9614,100.26,0.9309
17-Aug-16,1.3043,1.1276,0.961,100.3,0.9359
16-Aug-16,1.2877,1.118,0.9723,101.24,0.9307
15-Aug-16,1.2919,1.1161,0.9747,101.2,0.9318
12-Aug-16,1.2955,1.1136,0.9753,101.93,0.9355
11-Aug-16,1.3005,1.1173,0.9746,101.27,0.9391
10-Aug-16,1.3003,1.1115,0.9811,101.87,0.9394
9-Aug-16,1.3038,1.1087,0.9822,102.44,0.9382
8-Aug-16,1.3055,1.1085,0.9792,101.71,0.9402
5-Aug-16,1.3105,1.1127,0.9737,101.21,0.9333
4-Aug-16,1.3324,1.1147,0.9726,101.23,0.9351
3-Aug-16,1.3355,1.1222,0.9637,100.88,0.9492
2-Aug-16,1.3179,1.116,0.9679,102.38,0.9409
1-Aug-16,1.3229,1.1173,0.9693,102.05,0.9378
29-Jul-16,1.3164,1.1075,0.9807,105.24,0.9301
28-Jul-16,1.3218,1.1056,0.9857,105.38,0.9327
27-Jul-16,1.3131,1.0982,0.9919,104.64,0.9295
26-Jul-16,1.3135,1.0995,0.9854,105.79,0.9243
25-Jul-16,1.3111,1.0968,0.9873,106.19,0.9183
22-Jul-16,1.3231,1.1027,0.9857,105.8,0.915
21-Jul-16,1.3206,1.1011,0.9868,106.84,0.9172
20-Jul-16,1.3109,1.1018,0.9851,106.11,0.9176
19-Jul-16,1.3254,1.1072,0.9819,106.14,0.9202
18-Jul-16,1.3167,1.104,0.9821,105.12,0.9229
15-Jul-16,1.3341,1.1116,0.9808,105.33,0.9273
14-Jul-16,1.3141,1.1087,0.9851,104.48,0.9436
13-Jul-16,1.3246,1.1059,0.9884,104.67,0.9513
12-Jul-16,1.2989,1.1056,0.9827,102.79,0.9467
11-Jul-16,1.2949,1.105,0.9826,100.43,0.9523
8-Jul-16,1.2907,1.106,0.9777,100.76,0.9388
7-Jul-16,1.2929,1.1097,0.9747,101.31,0.9239
6-Jul-16,1.3018,1.1074,0.9766,101.72,0.9282
5-Jul-16,1.3287,1.1153,0.971,102.55,0.9278
4-Jul-16,1.3246,1.114,0.9726,102.51,0.9225
1-Jul-16,1.3306,1.1103,0.9757,103.25,0.9217
30-Jun-16,1.3428,1.1123,0.9792,102.8,0.9193
29-Jun-16,1.334,1.1063,0.982,102.75,0.9172
28-Jun-16,1.3223,1.1024,0.9783,101.98,0.9141
27-Jun-16,1.3563,1.1068,0.9734,102.09,0.9213
24-Jun-16,1.487,1.139,0.9577,106.13,0.9249
23-Jun-16,1.4705,1.1294,0.9586,104.39,0.9196
22-Jun-16,1.4644,1.124,0.9616,104.73,0.9119
21-Jun-16,1.4698,1.131,0.9618,103.93,0.9107
20-Jun-16,1.4349,1.1281,0.9602,104.33,0.9083
17-Jun-16,1.4202,1.1223,0.9648,104.25,0.913
16-Jun-16,1.4203,1.1257,0.9611,106,0.9079
15-Jun-16,1.4112,1.1203,0.9628,106.1,0.8999
14-Jun-16,1.4271,1.1291,0.964,106.25,0.9054
13-Jun-16,1.4256,1.1251,0.9639,106.9,0.9017
10-Jun-16,1.4458,1.1315,0.9644,107.06,0.9028
9-Jun-16,1.4499,1.1397,0.9587,106.96,0.8888
8-Jun-16,1.454,1.1356,0.9647,107.33,0.8879
7-Jun-16,1.4439,1.1353,0.9702,107.55,0.8864
6-Jun-16,1.4513,1.1349,0.9756,106.43,0.8994
3-Jun-16,1.4418,1.115,0.9899,108.86,0.8916
2-Jun-16,1.4414,1.1187,0.9875,109.52,0.8911
1-Jun-16,1.4477,1.113,0.9934,110.68,0.8846
31-May-16,1.4638,1.1135,0.9921,111.1,0.8734
30-May-16,1.4623,1.1114,0.9933,110.4,0.8706
27-May-16,1.4666,1.1192,0.9891,109.75,0.8744
26-May-16,1.4694,1.1152,0.9907,110.17,0.8772
25-May-16,1.4634,1.1139,0.9931,109.98,0.8837
24-May-16,1.4482,1.1218,0.9892,109.22,0.8886
23-May-16,1.4503,1.1215,0.9905,110.08,0.8856
20-May-16,1.461,1.1202,0.9905,109.95,0.8827
19-May-16,1.4595,1.1215,0.9874,110.18,0.8781
18-May-16,1.4458,1.1311,0.98,109.12,0.8782
17-May-16,1.4396,1.1318,0.9772,109.01,0.8752
16-May-16,1.4347,1.1307,0.9742,108.55,0.8755
13-May-16,1.4449,1.1375,0.9702,109,0.8749
12-May-16,1.4445,1.1424,0.9704,108.41,0.8758
11-May-16,1.4436,1.1371,0.9754,109.25,0.8723
10-May-16,1.4406,1.1381,0.971,108.33,0.8769
9-May-16,1.4428,1.1399,0.9705,107.1,0.8794
6-May-16,1.4481,1.1405,0.9673,107.25,0.8843
5-May-16,1.4494,1.1485,0.9573,106.99,0.8847
4-May-16,1.4535,1.1494,0.9541,106.6,0.8791
3-May-16,1.4672,1.1531,0.9536,106.4,0.879
2-May-16,1.4609,1.1444,0.9577,106.27,0.8747
29-Apr-16,1.4607,1.1352,0.9664,108.09,0.8732
28-Apr-16,1.4539,1.1318,0.9707,111.47,0.8609
27-Apr-16,1.458,1.1295,0.9731,111.3,0.8693
26-Apr-16,1.4481,1.1264,0.9745,111.19,0.8689
25-Apr-16,1.4412,1.1228,0.9773,111.54,0.8683
22-Apr-16,1.4321,1.1287,0.9748,109.45,0.8798
21-Apr-16,1.4331,1.1295,0.9716,109.86,0.8822
20-Apr-16,1.4391,1.1354,0.9614,109.19,0.8919
19-Apr-16,1.4275,1.1312,0.9638,108.8,0.888
18-Apr-16,1.422,1.1295,0.9657,108.22,0.8945
15-Apr-16,1.4154,1.1268,0.9667,109.37,0.8786
14-Apr-16,1.4202,1.1272,0.9664,109.33,0.8865
13-Apr-16,1.4273,1.1383,0.9545,108.53,0.8828
12-Apr-16,1.4238,1.1406,0.9538,107.93,0.884
11-Apr-16,1.4122,1.1405,0.9527,108.05,0.8831
8-Apr-16,1.4055,1.1376,0.9551,108.2,0.8906
7-Apr-16,1.4117,1.1396,0.9552,109.78,0.8925
6-Apr-16,1.4159,1.1382,0.9556,110.32,0.8936
5-Apr-16,1.4261,1.1387,0.9584,111.32,0.8941
4-Apr-16,1.4218,1.1391,0.9577,111.68,0.8968
1-Apr-16,1.4359,1.1378,0.9614,112.56,0.8979
31-Mar-16,1.4376,1.1336,0.9645,112.39,0.8968
30-Mar-16,1.4378,1.1288,0.9662,112.69,0.895
29-Mar-16,1.4252,1.1196,0.9733,113.42,0.8858
28-Mar-16,1.4127,1.1161,0.976,113.08,0.8869
25-Mar-16,1.4152,1.1173,0.9755,112.91,0.8874
24-Mar-16,1.4113,1.1178,0.9748,112.37,0.8845
