Exchange Date,Close,CloseNDAQO,CloseDIA,CloseUSO,CloseGLD
15-Mar-94,28.027424,,,,
16-Mar-94,28.251652,,,,
17-Mar-94,28.251652,,,,
18-Mar-94,28.245491,,,,
21-Mar-94,28.170305,,,,
22-Mar-94,28.245491,,,,
23-Mar-94,28.226702,,,,
24-Mar-94,27.888433,,,,
25-Mar-94,27.625347,,,,
28-Mar-94,27.662918,,,,
29-Mar-94,27.117939,,,,
30-Mar-94,26.742073,,,,
31-Mar-94,26.817238,,,,
4-Apr-94,26.403797,,,,
5-Apr-94,26.948793,,,,
6-Apr-94,26.948793,,,,
7-Apr-94,27.080347,,,,
8-Apr-94,26.873631,,,,
11-Apr-94,26.98637,,,,
12-Apr-94,26.948793,,,,
13-Apr-94,26.807856,,,,
14-Apr-94,26.817238,,,,
15-Apr-94,26.817238,,,,
18-Apr-94,26.638708,,,,
19-Apr-94,26.676287,,,,
20-Apr-94,26.648111,,,,
21-Apr-94,27.005165,,,,
22-Apr-94,26.976986,,,,
25-Apr-94,27.258877,,,,
26-Apr-94,27.230694,,,,
28-Apr-94,27.03335,,,,
29-Apr-94,27.117939,,,,
2-May-94,27.287052,,,,
3-May-94,27.258877,,,,
4-May-94,27.211891,,,,
5-May-94,27.174303,,,,
6-May-94,26.911215,,,,
9-May-94,26.676287,,,,
10-May-94,26.883017,,,,
11-May-94,26.638708,,,,
12-May-94,26.770264,,,,
13-May-94,26.770264,,,,
16-May-94,26.779655,,,,
17-May-94,27.174303,,,,
18-May-94,27.37163,,,,
19-May-94,27.503164,,,,
20-May-94,27.399815,,,,
23-May-94,27.352819,,,,
24-May-94,27.465591,,,,
25-May-94,27.540768,,,,
26-May-94,27.559549,,,,
27-May-94,27.587746,,,,
31-May-94,27.550159,,,,
1-Jun-94,27.672306,,,,
2-Jun-94,27.644135,,,,
3-Jun-94,27.803862,,,,
6-Jun-94,27.794453,,,,
7-Jun-94,27.756886,,,,
8-Jun-94,27.531361,,,,
9-Jun-94,27.681726,,,,
10-Jun-94,27.728691,,,,
13-Jun-94,27.76626,,,,
14-Jun-94,27.982395,,,,
15-Jun-94,27.869631,,,,
16-Jun-94,27.92602,,,,
17-Jun-94,27.770138,,,,
20-Jun-94,27.533674,,,,
21-Jun-94,27.29722,,,,
22-Jun-94,27.401262,,,,
23-Jun-94,27.240465,,,,
24-Jun-94,26.672949,,,,
27-Jun-94,27.136419,,,,
28-Jun-94,27.003988,,,,
29-Jun-94,27.089136,,,,
30-Jun-94,26.918869,,,,
1-Jul-94,26.975626,,,,
5-Jul-94,27.117504,,,,
6-Jul-94,27.079679,,,,
7-Jul-94,27.193178,,,,
8-Jul-94,27.183714,,,,
11-Jul-94,27.089136,,,,
12-Jul-94,27.126965,,,,
13-Jul-94,27.174253,,,,
14-Jul-94,27.467464,,,,
15-Jul-94,27.476912,,,,
18-Jul-94,27.524225,,,,
19-Jul-94,27.467464,,,,
20-Jul-94,27.3445,,,,
21-Jul-94,27.401262,,,,
22-Jul-94,27.448559,,,,
25-Jul-94,27.486376,,,,
26-Jul-94,27.458006,,,,
27-Jul-94,27.458006,,,,
28-Jul-94,27.514761,,,,
29-Jul-94,27.789064,,,,
1-Aug-94,27.921469,,,,
2-Aug-94,27.959311,,,,
3-Aug-94,27.968769,,,,
4-Aug-94,27.80798,,,,
5-Aug-94,27.713385,,,,
8-Aug-94,27.779606,,,,
9-Aug-94,27.826895,,,,
10-Aug-94,27.930927,,,,
11-Aug-94,27.826895,,,,
12-Aug-94,28.044447,,,,
15-Aug-94,28.034969,,,,
16-Aug-94,28.233593,,,,
17-Aug-94,28.214699,,,,
18-Aug-94,28.12009,,,,
19-Aug-94,28.101183,,,,
22-Aug-94,28.072807,,,,
23-Aug-94,28.233593,,,,
24-Aug-94,28.53628,,,,
25-Aug-94,28.460604,,,,
26-Aug-94,28.867317,,,,
29-Aug-94,28.8484,,,,
30-Aug-94,28.924078,,,,
31-Aug-94,28.8484,,,,
1-Sep-94,28.753836,,,,
2-Sep-94,28.630861,,,,
6-Sep-94,28.640333,,,,
7-Sep-94,28.611946,,,,
8-Sep-94,28.753836,,,,
9-Sep-94,28.451141,,,,
12-Sep-94,28.366028,,,,
13-Sep-94,28.451141,,,,
14-Sep-94,28.479515,,,,
15-Sep-94,28.838953,,,,
16-Sep-94,28.633705,,,,
19-Sep-94,28.662254,,,,
20-Sep-94,28.119835,,,,
21-Sep-94,28.119835,,,,
22-Sep-94,28.053215,,,,
23-Sep-94,27.958082,,,,
26-Sep-94,28.100792,,,,
27-Sep-94,28.081797,,,,
28-Sep-94,28.300653,,,,
29-Sep-94,28.157904,,,,
30-Sep-94,28.119835,,,,
3-Oct-94,28.053215,,,,
4-Oct-94,27.634523,,,,
5-Oct-94,27.644037,,,,
6-Oct-94,27.558397,,,,
7-Oct-94,27.6821,,,,
10-Oct-94,27.977102,,,,
11-Oct-94,28.395802,,,,
12-Oct-94,28.433865,,,,
13-Oct-94,28.529036,,,,
14-Oct-94,28.652739,,,,
17-Oct-94,28.595631,,,,
18-Oct-94,28.529036,,,,
19-Oct-94,28.662254,,,,
20-Oct-94,28.471931,,,,
21-Oct-94,28.357765,,,,
24-Oct-94,28.119835,,,,
25-Oct-94,28.14838,,,,
26-Oct-94,28.253065,,,,
27-Oct-94,28.424356,,,,
28-Oct-94,29.023859,,,,
31-Oct-94,28.919188,,,,
1-Nov-94,28.595631,,,,
2-Nov-94,28.433865,,,,
3-Nov-94,28.586128,,,,
4-Nov-94,28.215014,,,,
7-Nov-94,28.300653,,,,
8-Nov-94,28.519537,,,,
9-Nov-94,28.567093,,,,
10-Nov-94,28.367245,,,,
11-Nov-94,28.262587,,,,
14-Nov-94,28.529036,,,,
15-Nov-94,28.433865,,,,
16-Nov-94,28.529036,,,,
17-Nov-94,28.338707,,,,
18-Nov-94,28.300653,,,,
21-Nov-94,28.015163,,,,
22-Nov-94,27.406141,,,,
23-Nov-94,27.558397,,,,
25-Nov-94,27.691628,,,,
28-Nov-94,27.815327,,,,
29-Nov-94,27.805817,,,,
30-Nov-94,27.767738,,,,
1-Dec-94,27.491785,,,,
2-Dec-94,27.748711,,,,
5-Dec-94,27.77726,,,,
6-Dec-94,27.796293,,,,
7-Dec-94,27.596455,,,,
8-Dec-94,27.330008,,,,
9-Dec-94,27.434689,,,,
12-Dec-94,27.615503,,,,
13-Dec-94,27.720165,,,,
14-Dec-94,27.862915,,,,
15-Dec-94,27.948557,,,,
16-Dec-94,28.085066,,,,
19-Dec-94,28.123421,,,,
20-Dec-94,28.037109,,,,
21-Dec-94,28.334457,,,,
22-Dec-94,28.248117,,,,
23-Dec-94,28.27688,,,,
27-Dec-94,28.43037,,,,
28-Dec-94,28.286503,,,,
29-Dec-94,28.305691,,,,
30-Dec-94,27.969963,,,,
3-Jan-95,28.10425,,,,
4-Jan-95,28.238529,,,,
5-Jan-95,28.238529,,,,
6-Jan-95,28.267303,,,,
9-Jan-95,28.296085,,,,
10-Jan-95,28.324848,,,,
11-Jan-95,28.344048,,,,
12-Jan-95,28.353636,,,,
13-Jan-95,28.689367,,,,
16-Jan-95,28.86199,,,,
17-Jan-95,28.871626,,,,
18-Jan-95,28.84284,,,,
19-Jan-95,28.679766,,,,
20-Jan-95,28.574253,,,,
23-Jan-95,28.66058,,,,
24-Jan-95,28.698946,,,,
25-Jan-95,28.775677,,,,
26-Jan-95,28.804457,,,,
27-Jan-95,28.919558,,,,
30-Jan-95,28.79487,,,,
31-Jan-95,28.909973,,,,
1-Feb-95,28.900368,,,,
2-Feb-95,29.073034,,,,
3-Feb-95,29.485479,,,,
6-Feb-95,29.610167,,,,
7-Feb-95,29.64854,,,,
8-Feb-95,29.64854,,,,
9-Feb-95,29.64854,,,,
10-Feb-95,29.686909,,,,
13-Feb-95,29.696501,,,,
14-Feb-95,29.734871,,,,
15-Feb-95,29.897924,,,,
16-Feb-95,29.859573,,,,
17-Feb-95,29.744461,,,,
21-Feb-95,29.734871,,,,
22-Feb-95,29.955475,,,,
23-Feb-95,30.003441,,,,
24-Feb-95,30.080175,,,,
27-Feb-95,29.840385,,,,
28-Feb-95,30.089777,,,,
1-Mar-95,29.897924,,,,
2-Mar-95,29.9363,,,,
3-Mar-95,29.945902,,,,
6-Mar-95,29.965075,,,,
7-Mar-95,29.734871,,,,
8-Mar-95,29.811602,,,,
9-Mar-95,29.802027,,,,
10-Mar-95,30.243265,,,,
13-Mar-95,30.214464,,,,
14-Mar-95,30.435087,,,,
15-Mar-95,30.377529,,,,
16-Mar-95,30.559784,,,,
17-Mar-95,30.59016,,,,
20-Mar-95,30.59016,,,,
21-Mar-95,30.51302,,,,
22-Mar-95,30.541948,,,,
23-Mar-95,30.561241,,,,
24-Mar-95,30.995209,,,,
27-Mar-95,31.120584,,,,
28-Mar-95,31.120584,,,,
29-Mar-95,31.110935,,,,
30-Mar-95,31.053078,,,,
31-Mar-95,30.927706,,,,
3-Apr-95,31.004854,,,,
4-Apr-95,31.207382,,,,
5-Apr-95,31.207382,,,,
6-Apr-95,31.323103,,,,
7-Apr-95,31.294182,,,,
10-Apr-95,31.352039,,,,
11-Apr-95,31.245932,,,,
12-Apr-95,31.352039,,,,
13-Apr-95,31.525633,,,,
17-Apr-95,31.342386,,,,
18-Apr-95,31.236315,,,,
19-Apr-95,31.207382,,,,
20-Apr-95,31.25559,,,,
21-Apr-95,31.409901,,,,
24-Apr-95,31.776361,,,,
25-Apr-95,31.689568,,,,
26-Apr-95,31.718491,,,,
27-Apr-95,31.795668,,,,
28-Apr-95,31.843853,,,,
1-May-95,31.757086,,,,
2-May-95,31.824574,,,,
3-May-95,32.268208,,,,
4-May-95,32.248898,,,,
5-May-95,32.210335,,,,
8-May-95,32.441776,,,,
9-May-95,32.412861,,,,
10-May-95,32.451424,,,,
11-May-95,32.538223,,,,
12-May-95,32.557529,,,,
15-May-95,32.711807,,,,
16-May-95,32.731098,,,,
17-May-95,32.605732,,,,
18-May-95,32.133198,,,,
19-May-95,32.152466,,,,
22-May-95,32.509296,,,,
23-May-95,32.808243,,,,
24-May-95,32.788975,,,,
25-May-95,32.817898,,,,
26-May-95,32.441776,,,,
30-May-95,32.43214,,,,
31-May-95,33.107227,,,,
1-Jun-95,33.020432,,,,
2-Jun-95,33.049343,,,,
5-Jun-95,33.25185,,,,
6-Jun-95,33.193996,,,,
7-Jun-95,33.020432,,,,
8-Jun-95,32.943249,,,,
9-Jun-95,32.750397,,,,
12-Jun-95,32.93362,,,,
13-Jun-95,33.290432,,,,
14-Jun-95,33.261505,,,,
15-Jun-95,33.406151,,,,
16-Jun-95,33.505329,,,,
19-Jun-95,33.883648,,,,
20-Jun-95,33.79636,,,,
21-Jun-95,33.776958,,,,
22-Jun-95,34.223175,,,,
23-Jun-95,34.15527,,,,
26-Jun-95,33.747868,,,,
27-Jun-95,33.679935,,,,
28-Jun-95,33.854546,,,,
29-Jun-95,33.79636,,,,
30-Jun-95,33.776958,,,,
3-Jul-95,33.903072,,,,
5-Jul-95,34.029171,,,,
6-Jul-95,34.465668,,,,
7-Jul-95,34.620892,,,,
10-Jul-95,34.640289,,,,
11-Jul-95,34.475384,,,,
12-Jul-95,34.90221,,,,
13-Jul-95,34.824615,,,,
14-Jul-95,34.795494,,,,
17-Jul-95,34.989513,,,,
18-Jul-95,34.688786,,,,
19-Jul-95,34.310482,,,,
20-Jul-95,34.436596,,,,
21-Jul-95,34.397774,,,,
24-Jul-95,34.64999,,,,
25-Jul-95,34.911896,,,,
26-Jul-95,34.882805,,,,
27-Jul-95,35.173824,,,,
28-Jul-95,34.95071,,,,
31-Jul-95,34.863407,,,,
1-Aug-95,34.805199,,,,
2-Aug-95,34.727596,,,,
3-Aug-95,34.717903,,,,
4-Aug-95,34.756706,,,,
7-Aug-95,34.834301,,,,
8-Aug-95,34.834301,,,,
9-Aug-95,34.824615,,,,
10-Aug-95,34.747005,,,,
11-Aug-95,34.552998,,,,
14-Aug-95,34.863407,,,,
15-Aug-95,34.795494,,,,
16-Aug-95,34.89249,,,,
17-Aug-95,34.834301,,,,
18-Aug-95,34.873085,,,,
21-Aug-95,34.776096,,,,
22-Aug-95,34.843987,,,,
23-Aug-95,34.717903,,,,
24-Aug-95,34.756706,,,,
25-Aug-95,34.95071,,,,
28-Aug-95,34.824615,,,,
29-Aug-95,34.911896,,,,
30-Aug-95,34.989513,,,,
31-Aug-95,35.0186,,,,
1-Sep-95,35.173824,,,,
5-Sep-95,35.503639,,,,
6-Sep-95,35.571526,,,,
7-Sep-95,35.590954,,,,
8-Sep-95,35.726742,,,,
11-Sep-95,35.823746,,,,
12-Sep-95,35.988636,,,,
13-Sep-95,36.153561,,,,
14-Sep-95,36.483391,,,,
15-Sep-95,36.473305,,,,
18-Sep-95,36.336788,,,,
19-Sep-95,36.512318,,,,
20-Sep-95,36.687859,,,,
21-Sep-95,36.385551,,,,
22-Sep-95,36.395309,,,,
25-Sep-95,36.336788,,,,
26-Sep-95,36.327015,,,,
27-Sep-95,36.297783,,,,
28-Sep-95,36.570843,,,,
29-Sep-95,36.502563,,,,
2-Oct-95,36.317295,,,,
3-Oct-95,36.356304,,,,
4-Oct-95,36.317295,,,,
5-Oct-95,36.424545,,,,
6-Oct-95,36.453827,,,,
9-Oct-95,36.151493,,,,
10-Oct-95,36.131996,,,,
11-Oct-95,36.24902,,,,
12-Oct-95,36.473305,,,,
13-Oct-95,36.590332,,,,
16-Oct-95,36.414791,,,,
17-Oct-95,36.658619,,,,
18-Oct-95,36.7659,,,,
19-Oct-95,36.941414,,,,
20-Oct-95,36.717129,,,,
23-Oct-95,36.639099,,,,
24-Oct-95,36.67812,,,,
25-Oct-95,36.375793,,,,
26-Oct-95,36.044224,,,,
27-Oct-95,36.317295,,,,
30-Oct-95,36.551319,,,,
31-Oct-95,36.395309,,,,
1-Nov-95,36.687859,,,,
2-Nov-95,36.921925,,,,
3-Nov-95,36.970695,,,,
6-Nov-95,36.843884,,,,
7-Nov-95,36.707375,,,,
8-Nov-95,37.03894,,,,
9-Nov-95,37.17548,,,,
10-Nov-95,37.155968,,,,
13-Nov-95,37.116962,,,,
14-Nov-95,36.873158,,,,
15-Nov-95,37.243736,,,,
16-Nov-95,37.448544,,,,
17-Nov-95,37.565563,,,,
20-Nov-95,37.370518,,,,
21-Nov-95,37.67284,,,,
22-Nov-95,37.555828,,,,
24-Nov-95,37.653343,,,,
27-Nov-95,37.663078,,,,
28-Nov-95,38.062927,,,,
29-Nov-95,38.101933,,,,
30-Nov-95,38.014164,,,,
1-Dec-95,38.062927,,,,
4-Dec-95,38.531048,,,,
5-Dec-95,38.784584,,,,
6-Dec-95,38.872356,,,,
7-Dec-95,38.667564,,,,
8-Dec-95,38.794342,,,,
11-Dec-95,38.960129,,,,
12-Dec-95,38.84309,,,,
13-Dec-95,39.086918,,,,
14-Dec-95,38.804092,,,,
15-Dec-95,38.818317,,,,
18-Dec-95,38.072552,,,,
19-Dec-95,38.474873,,,,
20-Dec-95,38.101997,,,,
21-Dec-95,38.29826,,,,
22-Dec-95,38.435616,,,,
26-Dec-95,38.622055,,,,
27-Dec-95,38.602432,,,,
28-Dec-95,38.563179,,,,
29-Dec-95,38.612244,,,,
2-Jan-96,39.024361,,,,
3-Jan-96,39.132301,,,,
4-Jan-96,38.759438,,,,
5-Jan-96,38.680939,,,,
8-Jan-96,38.82811,,,,
9-Jan-96,38.160866,,,,
10-Jan-96,37.660427,,,,
11-Jan-96,37.886112,,,,
12-Jan-96,37.827244,,,,
15-Jan-96,37.748749,,,,
16-Jan-96,38.209934,,,,
17-Jan-96,38.092175,,,,
18-Jan-96,38.219746,,,,
19-Jan-96,38.474873,,,,
22-Jan-96,38.484669,,,,
23-Jan-96,38.57299,,,,
24-Jan-96,38.886997,,,,
25-Jan-96,38.749607,,,,
26-Jan-96,39.083237,,,,
29-Jan-96,39.240242,,,,
30-Jan-96,39.57386,,,,
31-Jan-96,39.986012,,,,
1-Feb-96,40.133179,,,,
2-Feb-96,39.966377,,,,
5-Feb-96,40.290184,,,,
6-Feb-96,40.672863,,,,
7-Feb-96,40.908375,,,,
8-Feb-96,41.349934,,,,
9-Feb-96,41.340111,,,,
12-Feb-96,41.654129,,,,
13-Feb-96,41.565811,,,,
14-Feb-96,41.202747,,,,
15-Feb-96,40.947624,,,,
16-Feb-96,40.7808,,,,
20-Feb-96,40.378498,,,,
21-Feb-96,40.878941,,,,
22-Feb-96,41.526566,,,,
23-Feb-96,41.408798,,,,
26-Feb-96,40.820068,,,,
27-Feb-96,40.692493,,,,
28-Feb-96,40.50605,,,,
29-Feb-96,40.113541,,,,
1-Mar-96,40.751362,,,,
4-Mar-96,40.986862,,,,
5-Mar-96,41.369583,,,,
6-Mar-96,41.006504,,,,
7-Mar-96,41.212563,,,,
8-Mar-96,39.878059,,,,
11-Mar-96,40.339245,,,,
12-Mar-96,40.025242,,,,
13-Mar-96,40.299988,,,,
14-Mar-96,40.47662,,,,
15-Mar-96,40.449417,,,,
18-Mar-96,41.228069,,,,
19-Mar-96,41.139328,,,,
20-Mar-96,41.090073,,,,
21-Mar-96,40.991524,,,,
22-Mar-96,41.099915,,,,
25-Mar-96,41.02108,,,,
26-Mar-96,41.218174,,,,
27-Mar-96,40.843666,,,,
28-Mar-96,41.001369,,,,
29-Mar-96,40.804249,,,,
1-Apr-96,41.27734,,,,
2-Apr-96,41.356171,,,,
3-Apr-96,41.356171,,,,
4-Apr-96,41.32663,,,,
8-Apr-96,40.61697,,,,
9-Apr-96,40.459278,,,,
10-Apr-96,39.73978,,,,
11-Apr-96,39.690498,,,,
12-Apr-96,40.19315,,,,
15-Apr-96,40.528271,,,,
16-Apr-96,40.646526,,,,
17-Apr-96,40.547977,,,,
18-Apr-96,40.607109,,,,
19-Apr-96,40.705677,,,,
22-Apr-96,41.02108,,,,
23-Apr-96,41.1492,,,,
24-Apr-96,41.001369,,,,
25-Apr-96,41.188625,,,,
26-Apr-96,41.27734,,,,
29-Apr-96,41.27734,,,,
30-Apr-96,41.247761,,,,
1-May-96,41.336464,,,,
2-May-96,40.626831,,,,
3-May-96,40.567688,,,,
6-May-96,40.528271,,,,
