Episode,NumStateVars,TradeCost,TimeCost,EpsilonSteps,TrainAgent,TrainMarket,TrainDifference,Holds,Buys,Shorts,Strategy Wins (%)
62,13,0.001,0.0001,250,0.8264266642664745,0.9352807182098354,-0.1088540539433609,87,79,86,
63,13,0.001,0.0001,250,0.9218600671902663,1.0013773242346464,-0.07951725704438017,82,75,95,
64,13,0.001,0.0001,250,0.7569770430344543,1.1308572414189615,-0.37388019838450715,93,73,86,
65,13,0.001,0.0001,250,0.832887565370243,1.0430163592517772,-0.21012879388153416,99,74,79,
66,13,0.001,0.0001,250,0.8364084706756943,0.9292578902473688,-0.09284941957167447,86,84,82,
67,13,0.001,0.0001,250,0.9619323880739671,0.8871838590508672,0.07474852902309992,86,80,86,
68,13,0.001,0.0001,250,0.9127900413197285,1.0817618270799338,-0.16897178576020533,86,86,80,
69,13,0.001,0.0001,250,0.8174564881576358,1.128151986183075,-0.3106954980254393,87,94,71,
70,13,0.001,0.0001,250,0.7965955023285097,1.0950886142175134,-0.2984931118890036,89,91,72,
71,13,0.001,0.0001,250,0.9927909054402762,0.7458399271088086,0.2469509783314675,83,85,84,
72,13,0.001,0.0001,250,0.6966065953509336,0.9806846646256617,-0.2840780692747281,79,91,82,
73,13,0.001,0.0001,250,0.8508540696193427,0.9839090640684961,-0.13305499444915336,93,76,83,
74,13,0.001,0.0001,250,0.9034046077558854,1.040038400722838,-0.13663379296695266,84,77,91,
75,13,0.001,0.0001,250,0.8616116221215672,0.9336932783305033,-0.07208165620893614,75,92,85,
76,13,0.001,0.0001,250,0.8415223029973751,0.9021866917470031,-0.060664388749627984,72,75,105,
77,13,0.001,0.0001,250,0.7926638149343671,1.125770582473929,-0.3331067675395619,76,93,83,
78,13,0.001,0.0001,250,0.9618911348481973,1.0692187311905625,-0.10732759634236522,83,87,82,
79,13,0.001,0.0001,250,0.814986815088928,1.0258110956861533,-0.21082428059722524,95,89,68,
80,13,0.001,0.0001,250,1.0375216789470323,1.108585503166783,-0.07106382421975077,78,77,97,
81,13,0.001,0.0001,250,0.7833964610528624,1.0837625372729716,-0.30036607622010913,91,87,74,
82,13,0.001,0.0001,250,0.8822331937419989,1.0196117939418383,-0.13737860019983938,72,85,95,
83,13,0.001,0.0001,250,0.7219776007608316,1.0568034678826779,-0.33482586712184625,76,85,91,
84,13,0.001,0.0001,250,0.902514700493493,0.9862746332556811,-0.08375993276218807,82,74,96,
85,13,0.001,0.0001,250,0.8383768131196706,0.9258005109012071,-0.08742369778153647,68,81,103,
86,13,0.001,0.0001,250,0.8427577103807311,1.0549199084668197,-0.2121621980860886,91,76,85,
87,13,0.001,0.0001,250,0.6876603277384884,1.115222249813757,-0.42756192207526855,77,88,87,
88,13,0.001,0.0001,250,0.80986187829347,0.9136515658254807,-0.10378968753201068,69,85,98,
89,13,0.001,0.0001,250,0.8802397978555272,0.9461001517450703,-0.06586035388954314,76,92,84,
90,13,0.001,0.0001,250,0.79020231775556,1.0108215685055044,-0.22061925074994437,75,86,91,
91,13,0.001,0.0001,250,0.874221528184649,1.0936955063715608,-0.21947397818691172,79,69,104,
92,13,0.001,0.0001,250,0.8361748153126544,1.1340261124433797,-0.29785129713072533,80,95,77,
93,13,0.001,0.0001,250,0.8522431096975993,1.0734419942473612,-0.2211988845497619,80,86,86,
94,13,0.001,0.0001,250,0.8444946663179694,1.1011243519827647,-0.25662968566479527,82,80,90,
95,13,0.001,0.0001,250,0.7976036254465932,0.9738282478766904,-0.17622462243009718,74,105,73,
96,13,0.001,0.0001,250,0.8479612234674433,0.9852270090494246,-0.13726578558198133,65,93,94,
97,13,0.001,0.0001,250,0.8904092997143669,1.023677309887398,-0.13326801017303103,70,88,94,
98,13,0.001,0.0001,250,0.834927461176212,1.0490005444504942,-0.2140730832742822,72,85,95,
99,13,0.001,0.0001,250,0.9553535036365599,0.9972772816379882,-0.041923778001428325,91,74,87,
100,13,0.001,0.0001,250,0.9117457251881526,0.8403235673985456,0.07142215778960692,77,85,90,7.0
101,13,0.001,0.0001,250,1.0921791390953215,0.8323238763149516,0.25985526278036986,73,84,95,8.0
102,13,0.001,0.0001,250,0.8275274230186757,0.8887570300810081,-0.06122960706233249,87,84,81,8.0
103,13,0.001,0.0001,250,0.7773706321056075,1.0386376830290884,-0.2612670509234809,67,93,92,8.0
104,13,0.001,0.0001,250,0.9810536424417987,0.8452739726027402,0.13577966983905854,74,89,89,9.0
105,13,0.001,0.0001,250,0.7632505864527022,1.0029746014796728,-0.2397240150269706,87,82,83,9.0
106,13,0.001,0.0001,250,1.0049091817133358,1.0581089954038083,-0.05319981369047255,75,85,92,9.0
107,13,0.001,0.0001,250,1.001778039563463,1.0827554921910438,-0.08097745262758083,69,92,91,9.0
108,13,0.001,0.0001,250,0.7421953600764274,1.0862754646538448,-0.34408010457741744,75,90,87,8.0
109,13,0.001,0.0001,250,0.8928836568630425,1.0355070635721513,-0.14262340670910878,86,70,96,8.0
110,13,0.001,0.0001,250,0.9261304743949985,1.1490215445397864,-0.22289107014478793,87,83,82,8.0
111,13,0.001,0.0001,250,0.8900305661802027,0.8888126623217526,0.001217903858450109,105,60,87,9.0
112,13,0.001,0.0001,250,0.998804477147014,1.087764780271894,-0.0889603031248799,87,90,75,9.0
113,13,0.001,0.0001,250,1.059781387551244,0.7206179321486273,0.3391634554026167,77,86,89,10.0
114,13,0.001,0.0001,250,0.8179699770307817,1.0830936401406177,-0.26512366310983604,91,81,80,10.0
115,13,0.001,0.0001,250,1.0757966491397466,1.0136192961242292,0.06217735301551741,86,77,89,11.0
116,13,0.001,0.0001,250,0.8554352535280003,1.121087778582348,-0.2656525250543478,85,82,85,11.0
117,13,0.001,0.0001,250,0.8469166387560713,0.9971976066045591,-0.15028096784848788,76,84,92,11.0
118,13,0.001,0.0001,250,1.0834376652880424,0.8876554174067502,0.19578224788129217,83,75,94,12.0
119,13,0.001,0.0001,250,0.8168087527433279,0.9765325971010839,-0.159723844357756,78,91,83,12.0
120,13,0.001,0.0001,250,0.901708090371058,1.036835443037975,-0.1351273526669169,85,80,87,12.0
121,13,0.001,0.0001,250,1.1130708477542737,0.9543698252069928,0.1587010225472809,73,84,95,13.0
122,13,0.001,0.0001,250,0.8129280344824754,1.0433024030454419,-0.23037436856296645,82,93,77,12.0
123,13,0.001,0.0001,250,0.9172613122450106,1.1071202864967316,-0.18985897425172094,114,59,79,12.0
124,13,0.001,0.0001,250,0.8975105138444639,1.0911004939671243,-0.19358998012266038,89,79,84,12.0
125,13,0.001,0.0001,250,0.9587755616072839,0.9784504550050546,-0.01967489339777062,78,86,88,12.0
126,13,0.001,0.0001,250,0.9989320027988703,0.8648794354048228,0.13405256739404747,85,68,99,13.0
127,13,0.001,0.0001,250,0.9538054100818576,1.0343193750800357,-0.08051396499817809,71,92,89,13.0
128,13,0.001,0.0001,250,0.9408773565315329,1.1001786846504131,-0.1593013281188802,69,82,101,13.0
129,13,0.001,0.0001,250,0.8885565425664796,0.97413260896407,-0.0855760663975903,80,74,98,13.0
130,13,0.001,0.0001,250,0.8171207092114957,0.9944966750745241,-0.1773759658630284,72,91,89,13.0
131,13,0.001,0.0001,250,0.9673661723408141,0.9871591209955004,-0.019792948654686282,69,73,110,13.0
132,13,0.001,0.0001,250,0.9463731831394451,1.0069526351728844,-0.060579452033439285,75,66,111,13.0
133,13,0.001,0.0001,250,1.207205440545636,1.086051976776334,0.12115346376930214,73,68,111,14.0
134,13,0.001,0.0001,250,0.9322547378652445,0.9608204655450546,-0.028565727679810138,66,111,75,14.0
135,13,0.001,0.0001,250,1.0207389920668737,0.983948946045252,0.036790046021621725,77,90,85,14.0
136,13,0.001,0.0001,250,0.8742990857719507,1.0901365282808584,-0.21583744250890768,74,79,99,14.0
137,13,0.001,0.0001,250,0.8613152194418396,0.9201075779148874,-0.05879235847304776,71,86,95,14.0
138,13,0.001,0.0001,250,1.0733305657749488,0.9276664088989369,0.14566415687601186,65,69,118,15.0
139,13,0.001,0.0001,250,0.9645841225845098,1.10083895377529,-0.1362548311907803,64,89,99,15.0
140,13,0.001,0.0001,250,1.0717730491162314,0.9771093080018495,0.09466374111438192,63,90,99,16.0
141,13,0.001,0.0001,250,1.9940135004796817,0.839027126249235,1.1549863742304467,62,87,103,17.0
142,13,0.001,0.0001,250,1.3384353357448475,0.8075390344286935,0.5308963013161541,62,77,113,18.0
143,13,0.001,0.0001,250,0.9655888754196363,0.9347644693923983,0.030824406027238016,77,90,85,19.0
144,13,0.001,0.0001,250,0.9295856168804187,1.1039379880049796,-0.1743523711245608,71,91,90,19.0
145,13,0.001,0.0001,250,0.966241595351915,1.0113673060776336,-0.04512571072571858,70,73,109,19.0
146,13,0.001,0.0001,250,0.8757424428211761,1.0992659909122677,-0.22352354809109165,66,89,97,19.0
147,13,0.001,0.0001,250,1.206619462390121,1.0228491021173947,0.1837703602727263,65,79,108,20.0
148,13,0.001,0.0001,250,0.9524208507596675,0.9533313548004146,-0.0009105040407471066,72,91,89,20.0
149,13,0.001,0.0001,250,1.4131761628522288,0.7782037519807797,0.6349724108714491,83,79,90,21.0
150,13,0.001,0.0001,250,0.9041205227433659,1.011097536143352,-0.10697701339998622,99,64,89,21.0
151,13,0.001,0.0001,250,0.9071959468949775,0.9891846921796981,-0.08198874528472055,68,94,90,21.0
152,13,0.001,0.0001,250,1.0624815803588026,1.1103375107751472,-0.047855930416344616,69,73,110,21.0
153,13,0.001,0.0001,250,1.1363795364035136,0.9229180192409854,0.21346151716252826,74,79,99,22.0
154,13,0.001,0.0001,250,1.0111903375373041,0.9501100975149409,0.06108024002236323,79,84,89,23.0
155,13,0.001,0.0001,250,1.089977494225581,1.1119760479041934,-0.021998553678612254,69,62,121,23.0
156,13,0.001,0.0001,250,0.982052088833537,0.9946137760598162,-0.01256168722627915,78,72,102,23.0
157,13,0.001,0.0001,250,1.1223186763077602,1.055183287347259,0.06713538896050109,72,75,105,24.0
158,13,0.001,0.0001,250,0.9735360364730797,0.9445647131591157,0.028971323313964015,64,93,95,25.0
159,13,0.001,0.0001,250,0.9830286038666719,0.9612996061799454,0.021728997686726537,51,106,95,26.0
160,13,0.001,0.0001,250,1.4804653936743903,0.7673944687045129,0.7130709249698775,69,86,97,26.0
161,13,0.001,0.0001,250,1.0508358831823332,1.1799782927919291,-0.1291424096095959,71,84,97,26.0
162,13,0.001,0.0001,250,1.0524547931154824,1.1197662316868142,-0.06731143857133182,60,111,81,26.0
163,13,0.001,0.0001,250,1.0723129860114955,0.9403841738731147,0.1319288121383808,63,99,90,27.0
164,13,0.001,0.0001,250,1.3134838985196118,0.8403235673985456,0.47316033112106615,64,91,97,28.0
165,13,0.001,0.0001,250,1.2661376942958187,0.965159108749473,0.3009785855463457,61,84,107,29.0
166,13,0.001,0.0001,250,1.097897612117485,1.0087730214036827,0.0891245907138023,60,81,111,30.0
167,13,0.001,0.0001,250,0.9589035934368839,1.0920330402344796,-0.13312944679759564,98,78,76,29.0
168,13,0.001,0.0001,250,1.028835883707818,0.9979229989868269,0.030912884720991074,110,61,81,30.0
169,13,0.001,0.0001,250,1.0452800562102433,1.0057882414151913,0.03949181479505204,60,100,92,31.0
170,13,0.001,0.0001,250,1.1166002379636322,1.047188820279493,0.06941141768413917,64,95,93,32.0
171,13,0.001,0.0001,250,0.9607660354748893,1.0830904591696444,-0.12232442369475516,85,97,70,31.0
172,13,0.001,0.0001,250,0.9856573961547936,1.0743350604490474,-0.08867766429425372,63,102,87,31.0
173,13,0.001,0.0001,250,1.0569220490867497,0.9749373433583941,0.08198470572835559,69,78,105,32.0
174,13,0.001,0.0001,250,1.2671841989650896,0.898888561030786,0.36829563793430364,74,95,83,33.0
175,13,0.001,0.0001,250,1.4258773262259719,0.959581579598912,0.46629574662705986,52,80,120,34.0
176,13,0.001,0.0001,250,2.522733366853886,0.8175675675675665,1.7051657992863194,52,84,116,35.0
177,13,0.001,0.0001,250,0.8960640148224065,0.9602310732745534,-0.06416705845214687,73,92,87,35.0
178,13,0.001,0.0001,250,1.020693740513839,0.9232374023750933,0.09745633813874566,54,91,107,36.0
179,13,0.001,0.0001,250,1.0760985742023148,1.1101387673459167,-0.03404019314360185,59,76,117,36.0
180,13,0.001,0.0001,250,1.1065718440534427,0.9367746038475818,0.16979724020586084,54,110,88,37.0
181,13,0.001,0.0001,250,1.0343313526057012,1.0720232802522023,-0.03769192764650109,54,112,86,37.0
182,13,0.001,0.0001,250,1.5918510940370425,1.0750605326876503,0.5167905613493922,44,105,103,38.0
183,13,0.001,0.0001,250,1.064928645913887,1.138904438224713,-0.07397579231082618,43,93,116,38.0
184,13,0.001,0.0001,250,1.5331530554082784,0.8471346312037299,0.6860184242045485,70,94,88,39.0
185,13,0.001,0.0001,250,1.1781532987798649,1.0076731129132883,0.17048018586657654,49,89,114,40.0
186,13,0.001,0.0001,250,2.434426542666818,0.7158418303904511,1.7185847122763667,45,87,120,41.0
187,13,0.001,0.0001,250,1.1665957131418963,1.1060269762677144,0.06056873687418185,67,85,100,42.0
188,13,0.001,0.0001,250,1.1468040528982109,1.0089366662349428,0.13786738666326803,59,76,117,43.0
189,13,0.001,0.0001,250,1.1629895830567012,1.0418365637044091,0.12115301935229206,59,87,106,44.0
190,13,0.001,0.0001,250,1.149371007594355,0.9245875883739193,0.22478341922043577,60,89,103,45.0
191,13,0.001,0.0001,250,1.3437662328905806,1.0567946058091278,0.28697162708145285,45,102,105,46.0
192,13,0.001,0.0001,250,1.065243050553727,0.9345794392523369,0.13066361130139004,58,85,109,47.0
193,13,0.001,0.0001,250,1.3308277856736763,0.9430208019294558,0.3878069837442205,47,99,106,48.0
194,13,0.001,0.0001,250,1.0094677326539179,1.0846498792687134,-0.0751821466147955,52,96,104,48.0
195,13,0.001,0.0001,250,1.113721635303475,1.0157450076804935,0.09797662762298143,58,90,104,49.0
196,13,0.001,0.0001,250,1.1860573823762415,0.9854109255957209,0.20064645678052062,51,93,108,50.0
197,13,0.001,0.0001,250,1.5919181245027554,0.9702668050552543,0.6216513194475011,51,99,102,51.0
198,13,0.001,0.0001,250,1.1300415321605,0.9736225530950033,0.15641897906549662,55,107,90,52.0
199,13,0.001,0.0001,250,2.1515049445455037,1.1238335263265453,1.0276714182189584,49,95,108,53.0
200,13,0.001,0.0001,250,1.0780157728358932,1.0949433122348176,-0.01692753939892433,57,92,103,52.0
201,13,0.001,0.0001,250,1.0541789986252106,1.044984567901234,0.009194430723976632,65,70,117,52.0
202,13,0.001,0.0001,250,1.0749664299786512,1.08727535012322,-0.012308920144568747,45,79,128,52.0
203,13,0.001,0.0001,250,1.0402287053237715,0.9055652278321433,0.13466347749162821,81,75,96,53.0
204,13,0.001,0.0001,250,1.1916790545299998,1.0741430222108088,0.11753603231919096,46,102,104,53.0
205,13,0.001,0.0001,250,1.2506026658338982,0.9621774667450189,0.2884251990888793,58,100,94,54.0
206,13,0.001,0.0001,250,1.1939038675855962,1.0229428351704684,0.17096103241512783,48,92,112,55.0
207,13,0.001,0.0001,250,1.1846970437041395,0.9676549865229097,0.21704205718122982,51,73,128,56.0
208,13,0.001,0.0001,250,1.7848464053568924,0.8242266734279924,0.9606197319289,57,75,120,57.0
209,13,0.001,0.0001,250,1.396419955756427,0.9645367614463941,0.43188319431003286,37,104,111,58.0
210,13,0.001,0.0001,250,3.3657306821416015,0.9003749035174768,2.465355778624125,41,108,103,59.0
211,13,0.001,0.0001,250,1.7510694367369373,0.9536915943407457,0.7973778423961916,49,86,117,59.0
212,13,0.001,0.0001,250,2.3493671224470294,0.7499106093885686,1.5994565130584608,55,80,117,60.0
213,13,0.001,0.0001,250,1.1120090416196426,1.089792488202209,0.02221655341743367,52,87,113,60.0
214,13,0.001,0.0001,250,1.3799981249263518,0.9280723123277143,0.4519258125986375,49,73,130,61.0
215,13,0.001,0.0001,250,1.7843383436329836,1.064478388040298,0.7198599555926857,31,109,112,61.0
216,13,0.001,0.0001,250,1.6045336138576936,1.1315156926035295,0.4730179212541641,48,104,100,62.0
217,13,0.001,0.0001,250,1.3238026386415513,1.1485154690618746,0.17528716957967672,42,96,114,63.0
218,13,0.001,0.0001,250,1.8865314639222521,0.8249124892675519,1.0616189746547002,45,103,104,63.0
219,13,0.001,0.0001,250,1.1429227128276591,0.9178384130120839,0.2250842998155752,70,91,91,64.0
220,13,0.001,0.0001,250,1.1735452460188627,0.8863798856053393,0.28716536041352336,53,98,101,65.0
221,13,0.001,0.0001,250,2.4298329356489194,1.146980337078652,1.2828525985702675,41,99,112,65.0
222,13,0.001,0.0001,250,1.3552374680782167,0.9866040495804133,0.3686334184978034,65,89,98,66.0
223,13,0.001,0.0001,250,1.2279167805996734,0.9253816116435915,0.3025351689560819,62,106,84,67.0
224,13,0.001,0.0001,250,1.18463246423986,1.1087863749154077,0.07584608932445236,58,105,89,68.0
225,13,0.001,0.0001,250,1.0469438937276647,1.0296194685769435,0.01732442515072119,88,87,77,69.0
226,13,0.001,0.0001,250,3.568063630963116,0.9960918417195899,2.571971789243526,24,106,122,69.0
227,13,0.001,0.0001,250,3.555349317677969,0.9960918417195899,2.559257475958379,30,106,116,70.0
228,13,0.001,0.0001,250,1.1254623176432257,1.0068833652007645,0.1185789524424612,29,121,102,71.0
229,13,0.001,0.0001,250,2.704434411513319,1.100368016058882,1.604066395454437,39,97,116,72.0
230,13,0.001,0.0001,250,1.2762484656212347,1.0177843041279169,0.25846416149331786,53,97,102,73.0
231,13,0.001,0.0001,250,1.3050380560117902,0.966577456899234,0.3384605991125562,41,82,129,74.0
232,13,0.001,0.0001,250,1.2735891272693365,0.9396705412536541,0.33391858601568236,72,95,85,75.0
233,13,0.001,0.0001,250,1.4379446195489212,0.9164791901012354,0.5214654294476858,67,87,98,75.0
234,13,0.001,0.0001,250,2.0696699048957115,1.1233276401935681,0.9463422647021433,41,81,130,76.0
235,13,0.001,0.0001,250,1.3290065088168421,1.0928430728824698,0.23616343593437228,34,98,120,76.0
236,13,0.001,0.0001,250,1.2476825902345916,1.113769199401927,0.13391339083266462,31,136,85,77.0
237,13,0.001,0.0001,250,1.2535473807592874,0.9614542268944374,0.29209315386485,54,116,82,78.0
238,13,0.001,0.0001,250,2.0079359251726614,0.9488293507120458,1.0591065744606156,29,92,131,78.0
239,13,0.001,0.0001,250,4.501878705527636,0.9223163039154402,3.5795624016121956,32,96,124,79.0
240,13,0.001,0.0001,250,1.090038572031364,0.9967916456970313,0.09324692633433262,32,100,120,79.0
241,13,0.001,0.0001,250,1.3038209175908757,1.0293530044567372,0.27446791313413854,61,88,103,79.0
242,13,0.001,0.0001,250,0.9889744567613233,0.9079129753510523,0.08106148141027103,52,124,76,79.0
243,13,0.001,0.0001,250,1.5147728021289744,0.9426406259626651,0.5721321761663093,33,109,110,79.0
244,13,0.001,0.0001,250,1.1335896004447883,1.0214645167916208,0.11212508365316753,64,114,74,80.0
245,13,0.001,0.0001,250,1.3939255231177825,1.1087506659563116,0.28517485716147095,32,125,95,81.0
246,13,0.001,0.0001,250,1.0673723430488542,0.9171371334911668,0.15023520955768743,54,105,93,82.0
247,13,0.001,0.0001,250,1.2624745988357504,1.077333539556107,0.18514105927964342,52,99,101,82.0
248,13,0.001,0.0001,250,1.5240248510566248,1.0516367776828923,0.47238807337373245,58,103,91,83.0
249,13,0.001,0.0001,250,1.101936237390161,1.0296194685769435,0.07231676881321758,83,95,74,83.0
250,13,0.001,0.0001,250,1.4822383404959392,1.1466128029832194,0.33562553751271973,37,87,128,84.0
251,13,0.001,0.0001,250,1.1285261868963707,1.015009734346542,0.11351645254982867,58,101,93,85.0
252,13,0.001,0.0001,250,1.0817872355104592,1.0226953075054317,0.059091928005027494,32,99,121,86.0
253,13,0.001,0.0001,250,1.198224046075896,0.9943834406159291,0.20384060545996685,35,110,107,86.0
254,13,0.001,0.0001,250,1.8689872838299175,0.8955419279266861,0.9734453559032314,67,90,95,86.0
255,13,0.001,0.0001,250,1.3581922224273704,0.9777282850779516,0.38046393734941875,36,84,132,87.0
256,13,0.001,0.0001,250,1.1599321221661298,0.9140738060781477,0.24585831608798214,63,80,109,88.0
257,13,0.001,0.0001,250,1.509069932487219,0.944257758450288,0.564812174036931,27,77,148,88.0
258,13,0.001,0.0001,250,1.4522426519723683,1.0060941546899598,0.4461484972824086,50,102,100,88.0
259,13,0.001,0.0001,250,1.1598541386991683,1.0438319023949376,0.1160222363042307,35,120,97,88.0
260,13,0.001,0.0001,250,1.1240631533833305,0.9518631643249834,0.1721999890583471,53,108,91,88.0
261,13,0.001,0.0001,250,1.463836741329752,1.036835443037975,0.427001298291777,30,88,134,89.0
262,13,0.001,0.0001,250,1.1839575984951343,0.915635883271286,0.2683217152238483,56,82,114,90.0
263,13,0.001,0.0001,250,1.2326595225251578,1.0106904791850064,0.22196904334015133,26,96,130,90.0
264,13,0.001,0.0001,250,1.5307610458153023,0.9040080042375362,0.626753041577766,46,88,118,90.0
265,13,0.001,0.0001,250,1.5088284479437069,1.068300635224014,0.44052781271969277,43,102,107,90.0
266,13,0.001,0.0001,250,2.1514663543059562,0.8509007797795108,1.3005655745264453,47,92,113,90.0
267,13,0.001,0.0001,250,1.726756577713829,1.0865119696320324,0.6402446080817965,35,107,110,91.0
268,13,0.001,0.0001,250,1.4757170299524496,0.91354723707665,0.5621697928757996,50,98,104,91.0
269,13,0.001,0.0001,250,1.4954695667835607,0.9785141473747926,0.5169554194087681,64,96,92,91.0
270,13,0.001,0.0001,250,1.6086308873838961,0.968225029300691,0.6404058580832052,31,101,120,91.0
271,13,0.001,0.0001,250,1.3431264738517803,0.9611566681053095,0.38196980574647077,38,96,118,92.0
