Episode,NumStateVars,TradeCost,TimeCost,EpsilonSteps,TrainAgent,TrainMarket,TrainDifference,Holds,Buys,Shorts,Strategy Wins (%)
1,19,0.001,0.0001,250,0.7840401035430389,0.9518631643249834,-0.16782306078194453,81,80,91,
2,19,0.001,0.0001,250,0.737749633533167,0.970291947385308,-0.23254231385214097,88,75,89,
3,19,0.001,0.0001,250,0.8096637604020024,1.1286117999884648,-0.31894803958646245,87,65,100,
4,19,0.001,0.0001,250,0.8348234384015495,0.9777199249258359,-0.14289648652428644,92,75,85,
5,19,0.001,0.0001,250,0.854474501992963,1.008160062769714,-0.153685560776751,86,70,96,
6,19,0.001,0.0001,250,0.7510191778349397,0.8830731558004298,-0.13205397796549012,69,92,91,
7,19,0.001,0.0001,250,0.7370848130900193,0.9443577430972397,-0.20727293000722047,81,98,73,
8,19,0.001,0.0001,250,0.6872341195442577,0.8253886010362695,-0.13815448149201182,90,82,80,
9,19,0.001,0.0001,250,0.815851588207086,1.1016995614035077,-0.28584797319642163,85,97,70,
10,19,0.001,0.0001,250,0.8169404506160799,1.1140984040792,-0.29715795346312,76,85,91,
11,19,0.001,0.0001,250,0.7026538233059862,0.7423247731222254,-0.0396709498162392,86,88,78,
12,19,0.001,0.0001,250,0.7628830591730765,0.955805892547659,-0.1929228333745825,84,77,91,
13,19,0.001,0.0001,250,0.7303021797532053,1.0747498169392236,-0.34444763718601823,112,68,72,
14,19,0.001,0.0001,250,0.8144218081607679,1.0715598739495789,-0.25713806578881093,96,79,77,
15,19,0.001,0.0001,250,0.7296761690671886,1.0704851575781344,-0.3408089885109459,88,84,80,
16,19,0.001,0.0001,250,0.8400465580279812,1.052077605844004,-0.21203104781602278,100,66,86,
17,19,0.001,0.0001,250,0.7885481874083097,1.1133029133029149,-0.3247547258946052,83,86,83,
18,19,0.001,0.0001,250,0.7986892777459956,0.9900550254934626,-0.19136574774746695,89,83,80,
19,19,0.001,0.0001,250,0.8245005464058015,0.9997462894836986,-0.1752457430778971,68,97,87,
20,19,0.001,0.0001,250,0.7952461868345141,0.9615115088135407,-0.16626532197902666,77,91,84,
21,19,0.001,0.0001,250,0.8222979426004193,0.9727593960809516,-0.1504614534805323,88,93,71,
22,19,0.001,0.0001,250,0.8617658648605425,0.7365918502990955,0.12517401456144706,93,75,84,
23,19,0.001,0.0001,250,0.8718081582421338,0.9597319451923663,-0.08792378695023251,78,87,87,
24,19,0.001,0.0001,250,0.7669190110286397,1.0834257386993693,-0.3165067276707296,85,89,78,
25,19,0.001,0.0001,250,0.8497996207855982,1.0891704798779764,-0.2393708590923782,75,79,98,
26,19,0.001,0.0001,250,0.7318714220508175,0.8320918833197176,-0.10022046126890016,79,93,80,
27,19,0.001,0.0001,250,0.7844240544211466,0.9799570055639851,-0.19553295114283853,69,102,81,
28,19,0.001,0.0001,250,0.8367012868833099,1.0868045268708897,-0.2501032399875798,83,77,92,
29,19,0.001,0.0001,250,0.7821848043005213,1.0910292853837529,-0.3088444810832316,71,93,88,
30,19,0.001,0.0001,250,0.7960047798560035,1.0013548775592127,-0.20535009770320922,86,77,89,
31,19,0.001,0.0001,250,0.9935020255921229,1.1051130576492147,-0.11161103205709189,79,77,96,
32,19,0.001,0.0001,250,1.1250449528977435,0.9186209212514688,0.20642403164627476,81,86,85,
33,19,0.001,0.0001,250,0.8131356719596765,0.8786990317741711,-0.06556335981449457,88,82,82,
34,19,0.001,0.0001,250,0.8159784606749982,1.044245981117632,-0.22826752044263365,92,70,90,
35,19,0.001,0.0001,250,0.7865963207969284,0.8563059293117882,-0.06970960851485974,83,77,92,
36,19,0.001,0.0001,250,0.8485932669620695,1.1138365632199478,-0.26524329625787835,80,76,96,
37,19,0.001,0.0001,250,0.7937194662326766,1.0965449986068545,-0.30282553237417786,81,79,92,
38,19,0.001,0.0001,250,0.7985107290912546,0.986607142857143,-0.18809641376588837,94,77,81,
39,19,0.001,0.0001,250,0.8527917032629178,0.9482520532015392,-0.0954603499386214,83,91,78,
40,19,0.001,0.0001,250,0.8332013755745669,1.072734054457293,-0.2395326788827261,100,79,73,
41,19,0.001,0.0001,250,0.7778469434580988,1.051335656213703,-0.27348871275560427,70,86,96,
42,19,0.001,0.0001,250,0.8713162073033983,1.0530455697848264,-0.18172936248142812,62,96,94,
43,19,0.001,0.0001,250,0.8414388758440031,0.9042089129922193,-0.06277003714821616,83,79,90,
44,19,0.001,0.0001,250,0.7894791135243795,0.9746265858383857,-0.1851474723140062,80,96,76,
45,19,0.001,0.0001,250,0.827670773521199,0.9100124766063636,-0.08234170308516464,87,86,79,
46,19,0.001,0.0001,250,0.8071766843785533,1.0108215685055044,-0.20364488412695114,75,86,91,
47,19,0.001,0.0001,250,0.850161777163318,1.0829122521054064,-0.23275047494208845,91,85,76,
48,19,0.001,0.0001,250,0.7565353151463042,0.9650429799426915,-0.20850766479638727,93,72,87,
49,19,0.001,0.0001,250,0.8931485143304965,0.9970280397984241,-0.10387952546792767,81,75,96,
50,19,0.001,0.0001,250,0.8262767924577914,0.9446006898381543,-0.11832389738036286,69,78,105,
51,19,0.001,0.0001,250,0.7973154120391422,1.1258616727941213,-0.32854626075497906,76,81,95,
52,19,0.001,0.0001,250,0.8023914051908161,1.1081153408710758,-0.3057239356802597,75,89,88,
53,19,0.001,0.0001,250,0.6965663996739438,0.8227646590607587,-0.12619825938681484,81,80,91,
54,19,0.001,0.0001,250,0.8413036256834758,1.068300635224014,-0.22699700954053825,87,89,76,
55,19,0.001,0.0001,250,0.8260555323962749,1.060185958465565,-0.23413042606929013,86,79,87,
56,19,0.001,0.0001,250,0.7579772919311907,0.9797800171244162,-0.22180272519322553,77,91,84,
57,19,0.001,0.0001,250,0.8365705951618879,1.0113252408960076,-0.1747546457341197,93,77,82,
58,19,0.001,0.0001,250,0.8436214036290489,0.9600074404761909,-0.116386036847142,87,70,95,
59,19,0.001,0.0001,250,0.7747227432171351,0.9000186997444378,-0.12529595652730274,90,87,75,
60,19,0.001,0.0001,250,1.1268207345212027,0.7357960149930954,0.39102471952810725,87,91,74,
61,19,0.001,0.0001,250,0.8161704918377237,0.9923864818973555,-0.17621599005963173,84,90,78,
62,19,0.001,0.0001,250,0.833259514541041,0.9318639967746283,-0.09860448223358731,90,85,77,
63,19,0.001,0.0001,250,1.0771826821809443,0.9924348727960476,0.08474780938489668,79,83,90,
64,19,0.001,0.0001,250,0.8678251470253356,1.1256676813508704,-0.2578425343255347,91,78,83,
65,19,0.001,0.0001,250,0.776348691754682,1.0334216820738245,-0.25707299031914244,97,75,80,
66,19,0.001,0.0001,250,0.9230201034681664,0.9223163039154402,0.0007037995527262586,80,82,90,
67,19,0.001,0.0001,250,0.8663024637221679,0.8753527088036112,-0.009050245081443253,80,80,92,
68,19,0.001,0.0001,250,0.9834123368359776,1.0849074975657258,-0.10149516072974818,80,87,85,
69,19,0.001,0.0001,250,0.8875065241701964,1.1457078840498518,-0.2582013598796554,82,93,77,
70,19,0.001,0.0001,250,0.8079985205522671,1.102119839863492,-0.29412131931122487,82,92,78,
71,19,0.001,0.0001,250,1.0064751552964732,0.7779942525936383,0.22848090270283494,76,89,87,
72,19,0.001,0.0001,250,0.8590970077099261,0.972391617695974,-0.1132946099860479,73,86,93,
73,19,0.001,0.0001,250,0.8431860321292887,0.9797741777123222,-0.13658814558303356,88,78,86,
74,19,0.001,0.0001,250,0.8501270826763434,1.0394914491449139,-0.18936436646857047,80,83,89,
75,19,0.001,0.0001,250,0.8417175236208686,0.9388263910003056,-0.09710886737943702,86,89,77,
76,19,0.001,0.0001,250,0.764854857067055,0.9035061960415803,-0.1386513389745253,78,80,94,
77,19,0.001,0.0001,250,0.8136115869301298,1.1255969161728323,-0.3119853292427025,75,93,84,
78,19,0.001,0.0001,250,0.9100855467243166,1.073739067928598,-0.16365352120428145,79,92,81,
79,19,0.001,0.0001,250,0.8598175271443956,1.0139314145744036,-0.15411388743000798,79,102,71,
80,19,0.001,0.0001,250,1.0887561944232669,1.0913545677283865,-0.0025983733051195834,77,81,94,
81,19,0.001,0.0001,250,0.8598027016791451,1.09170210445971,-0.23189940278056487,74,101,77,
82,19,0.001,0.0001,250,0.9330099668473133,1.020694259012016,-0.08768429216470275,69,95,88,
83,19,0.001,0.0001,250,0.838466966691867,1.0633647709945222,-0.22489780430265516,66,101,85,
84,19,0.001,0.0001,250,0.9608095155579633,0.9866397781699018,-0.025830262611938437,68,87,97,
85,19,0.001,0.0001,250,0.8748104872855953,0.930166270783848,-0.05535578349825265,63,84,105,
86,19,0.001,0.0001,250,0.8008206327658749,1.0542016323715364,-0.2533809996056615,77,83,92,
87,19,0.001,0.0001,250,0.8491116837602962,1.1267465069860267,-0.2776348232257305,75,94,83,
88,19,0.001,0.0001,250,0.8973013656814025,0.9206743889865986,-0.023373023305196083,67,85,100,
89,19,0.001,0.0001,250,1.0176155108363063,0.9469917515769064,0.0706237592593999,75,87,90,
90,19,0.001,0.0001,250,0.7790738855944727,1.0143391521197014,-0.23526526652522872,63,111,78,
91,19,0.001,0.0001,250,0.8612833851409567,1.1133467471495622,-0.25206336200860546,78,83,91,
92,19,0.001,0.0001,250,0.8415669863504572,1.1210065213095313,-0.27943953495907403,74,91,87,
93,19,0.001,0.0001,250,0.7044378732985344,1.0674976030680707,-0.3630597297695364,77,98,77,
94,19,0.001,0.0001,250,0.9055055971582305,1.1138365632199478,-0.2083309660617173,75,82,95,
95,19,0.001,0.0001,250,0.9272951064774118,0.9857252102982416,-0.058430103820829804,66,110,76,
96,19,0.001,0.0001,250,0.8222946731314092,0.9873437258836245,-0.16504905275221526,62,93,97,
97,19,0.001,0.0001,250,0.8016740856730592,1.031051079024998,-0.22937699335193884,65,99,88,
98,19,0.001,0.0001,250,1.007313458161313,1.0487312795840786,-0.04141782142276562,66,110,76,
99,19,0.001,0.0001,250,0.8484116986394509,0.9958424507658663,-0.14743075212641543,73,90,89,
100,19,0.001,0.0001,250,1.0399462557734107,0.8415564944800331,0.1983897612933776,64,90,98,8.0
101,19,0.001,0.0001,250,1.027133811342536,0.8304987578826678,0.1966350534598681,66,81,105,9.0
102,19,0.001,0.0001,250,0.916978381526927,0.8861696658097696,0.030808715717157376,74,91,87,10.0
103,19,0.001,0.0001,250,0.8669305336962174,1.0277795516955093,-0.16084901799929185,60,110,82,10.0
104,19,0.001,0.0001,250,0.801266640795865,0.8471346312037299,-0.045867990407864934,67,86,99,10.0
105,19,0.001,0.0001,250,0.7988774651828321,0.9981069210964717,-0.1992294559136396,77,86,89,10.0
106,19,0.001,0.0001,250,0.9549740868244967,1.0476533350788761,-0.09267924825437945,71,77,104,10.0
107,19,0.001,0.0001,250,1.0162014423422003,1.0804107731059878,-0.06420933076378743,58,114,80,10.0
108,19,0.001,0.0001,250,0.858802749311844,1.0756221309495066,-0.21681938163766268,75,90,87,10.0
109,19,0.001,0.0001,250,1.0216788710699884,1.046966607188377,-0.025287736118388526,64,70,118,10.0
110,19,0.001,0.0001,250,0.926313683366682,1.143217626784837,-0.2169039434181551,75,75,102,10.0
111,19,0.001,0.0001,250,1.0093561137622231,0.8930662861079678,0.11628982765425533,76,70,106,11.0
112,19,0.001,0.0001,250,0.9096591994712173,1.0868795447360105,-0.17722034526479313,78,91,83,11.0
113,19,0.001,0.0001,250,1.2246251489891622,0.7136397889977396,0.5109853599914226,79,79,94,12.0
114,19,0.001,0.0001,250,0.9527128021966937,1.0772243688138445,-0.12451156661715079,55,102,95,12.0
115,19,0.001,0.0001,250,1.19810549930453,1.0221324095458058,0.17597308975872417,69,86,97,13.0
116,19,0.001,0.0001,250,0.848264943164322,1.1173498034811906,-0.2690848603168686,66,98,88,13.0
117,19,0.001,0.0001,250,1.0023435314952707,0.9891846921796981,0.013158839315572601,65,83,104,14.0
118,19,0.001,0.0001,250,0.9873474589700197,0.8786516853932583,0.10869577357676141,66,84,102,15.0
119,19,0.001,0.0001,250,0.9567661823649851,0.9615694539143358,-0.004803271549350674,76,84,92,15.0
120,19,0.001,0.0001,250,0.9354742857007916,1.0473459504237554,-0.11187166472296384,83,96,73,15.0
121,19,0.001,0.0001,250,1.0849722312319416,0.9605853778515668,0.1243868533803748,67,78,107,16.0
122,19,0.001,0.0001,250,0.8705874641983935,1.037844670933081,-0.16725720673468758,59,90,103,15.0
123,19,0.001,0.0001,250,0.8820251955410032,1.1000000000000003,-0.21797480445899708,80,95,77,15.0
124,19,0.001,0.0001,250,0.9030568324617515,1.0903908794788286,-0.18733404701707712,56,82,114,15.0
125,19,0.001,0.0001,250,0.9414362841896462,0.985097342887945,-0.04366105869829884,60,103,89,15.0
126,19,0.001,0.0001,250,1.0799410313229132,0.8656548347613225,0.21428619656159065,59,84,109,16.0
127,19,0.001,0.0001,250,0.8953687917668927,1.0289929114247385,-0.13362411965784582,67,85,100,16.0
128,19,0.001,0.0001,250,0.9460440315228639,1.1119398636443099,-0.16589583212144599,54,108,90,16.0
129,19,0.001,0.0001,250,0.919664559897891,0.9693069306930695,-0.049642370795178525,64,85,103,16.0
130,19,0.001,0.0001,250,0.8368788497866468,1.0009204571603891,-0.1640416073737423,53,79,120,16.0
131,19,0.001,0.0001,250,1.0181600875247618,0.9882017631073136,0.02995832441744828,62,87,103,17.0
132,19,0.001,0.0001,250,0.9886369427553766,1.00049544807085,-0.011858505315473278,49,101,102,16.0
133,19,0.001,0.0001,250,1.204661093040856,1.0768911917098454,0.12776990133101052,66,77,109,17.0
134,19,0.001,0.0001,250,0.8394823811603603,0.9586440156814506,-0.1191616345210903,53,118,81,17.0
135,19,0.001,0.0001,250,1.0782963071842058,0.9815915627996158,0.09670474438458998,59,118,75,18.0
136,19,0.001,0.0001,250,0.9404103832781054,1.0965449986068545,-0.15613461532874906,65,109,78,18.0
137,19,0.001,0.0001,250,1.0469768178307268,0.9110599560531556,0.13591686177757123,59,92,101,19.0
