Episode,ENumStateVars,TrainAgent,TrainMarket,TrainDifference,Buys,holds,shorts,Strategy Wins (%)
106,1,1.1940441390783494,1.1645801097200732,0.02946402935827619,162,43,47,25.0
107,1,1.320245351215032,1.1412970304435615,0.1789483207714706,160,45,47,26.0
108,1,1.1193691449046508,1.1460685091475282,-0.026699364242877444,156,56,40,26.0
109,1,1.0377834133971522,1.2672413793103456,-0.22945796591319345,149,44,59,26.0
110,1,0.9800305011152651,0.7845123091305699,0.19551819198469522,150,50,52,27.0
111,1,1.0361876933902943,1.2405130540376432,-0.20432536064734896,136,60,56,27.0
112,1,1.084820753614863,1.1566794636399051,-0.07185871002504207,157,52,43,27.0
113,1,1.141185800725991,1.1674300254452918,-0.02624422471930088,158,50,44,27.0
114,1,1.0173356925546426,0.93549471984933,0.08184097270531265,171,31,50,28.0
115,1,1.0826791424430415,1.1462807172902396,-0.06360157484719808,160,52,40,28.0
116,1,1.2480251945026857,0.9933155080213893,0.2547096864812963,152,49,51,28.0
117,1,1.1597288799633534,1.0435978404807993,0.1161310394825541,160,50,42,29.0
118,1,1.3747576197318032,1.0037119878170642,0.37104563191473905,162,40,50,30.0
119,1,0.9239445070746767,0.8373050698710588,0.08663943720361789,161,45,46,31.0
120,1,0.960040833388079,1.151575209546225,-0.19153437615814606,157,63,32,31.0
121,1,1.0330714209891492,1.2129400099157166,-0.17986858892656743,162,41,49,31.0
122,1,0.8134732177136648,0.7710088906068788,0.04246432710678594,172,43,37,31.0
123,1,1.0707626881747772,1.1923467660006775,-0.1215840778259003,163,51,38,31.0
124,1,1.0336636784316788,1.1222556253985616,-0.08859194696688277,175,34,43,31.0
125,1,1.1903623542724964,1.0473679661163446,0.14299438815615173,159,39,54,32.0
126,1,1.072107032149703,1.220273215329825,-0.14816618318012198,173,38,41,32.0
127,1,0.9085862948745193,0.7036711891460493,0.20491510572846994,177,40,35,33.0
128,1,1.068294705136545,1.3719731479261577,-0.30367844278961265,170,39,43,32.0
129,1,1.005693428962016,1.1155463302996462,-0.10985290133763015,171,41,40,32.0
130,1,0.9474033899401395,1.066229066733989,-0.11882567679384959,170,41,41,32.0
131,1,1.042184895983684,1.0272809223323993,0.014903973651284597,177,38,37,33.0
132,1,1.190737511354665,1.220487952720109,-0.029750441365443914,174,41,37,32.0
133,1,1.1518965291982046,1.0977714477211804,0.05412508147702422,156,48,48,33.0
134,1,1.1529068930083863,1.1018990775908863,0.05100781541749999,189,32,31,34.0
135,1,0.792033952352855,1.0289751641450182,-0.2369412117921632,172,45,35,34.0
136,1,1.011657730547257,1.1317048486521306,-0.12004711810487367,168,40,44,34.0
137,1,1.023101329566974,1.1550553769203278,-0.1319540473533538,178,38,36,34.0
138,1,0.8244646938536478,0.9058224163027656,-0.08135772244911776,177,36,39,33.0
139,1,1.1176377330824283,1.1720124696917225,-0.05437473660929415,193,25,34,33.0
140,1,1.089970364462776,1.1194117962754266,-0.029441431812650576,191,34,27,33.0
141,1,1.039799707264749,1.0986326344576107,-0.05883292719286182,176,33,43,33.0
142,1,1.0070314557223732,1.1707377049180328,-0.16370624919565957,172,33,47,33.0
143,1,0.9967760454420137,1.1403406244782082,-0.14356457903619446,177,35,40,33.0
144,1,1.2546858237377505,1.118255439555081,0.1364303841826695,185,41,26,34.0
145,1,1.1192470632336429,1.233523544017078,-0.11427648078343511,176,37,39,33.0
146,1,1.0322340394946479,1.1203178206583417,-0.08808378116369386,179,40,33,33.0
147,1,1.054049711420259,1.0642477019835508,-0.010197990563291848,180,37,35,32.0
148,1,1.6661896154126596,1.565593196709887,0.10059641870277258,184,34,34,32.0
149,1,1.035069235634293,1.1621803176431083,-0.12711108200881527,179,36,37,32.0
150,1,1.10214017046369,1.1389392565729803,-0.03679908610929039,179,34,39,32.0
151,1,0.8782389865496721,1.0343447815938667,-0.15610579504419453,183,35,34,32.0
152,1,0.9023463044507218,1.0431687094448452,-0.14082240499412335,174,45,33,32.0
153,1,1.1143565324219153,1.159065436675577,-0.044708904253661697,179,48,25,31.0
154,1,0.9692762085348486,1.0881527231892199,-0.11887651465437121,190,31,31,31.0
155,1,1.1292312080934284,1.2144030025803427,-0.08517179448691437,191,29,32,31.0
156,1,1.052763740282287,1.1538797072650586,-0.1011159669827717,168,42,42,31.0
157,1,0.6784836764967467,0.6404100529100527,0.03807362358669397,186,30,36,32.0
158,1,1.0160394484801996,1.1605111899229557,-0.1444717414427561,189,31,32,32.0
159,1,1.0379894688435212,0.7884817441555033,0.24950772468801785,191,24,37,33.0
160,1,1.1330091447197623,1.2096530920060344,-0.07664394728627211,194,25,33,33.0
161,1,1.130401501133493,1.0925540577218846,0.037847443411608284,192,32,28,34.0
162,1,1.1391473008549018,1.154435770049679,-0.015288469194777221,191,32,29,33.0
163,1,1.0335567644251868,0.9292456033136413,0.10431116111154559,197,26,29,34.0
164,1,1.1364342217419725,1.3950833042059918,-0.2586490824640193,193,29,30,34.0
165,1,1.0280006764245724,1.1759308589356547,-0.14793018251108236,186,36,30,34.0
166,1,0.9078597136356283,1.2905002294630563,-0.382640515827428,195,30,27,34.0
167,1,0.9173929996355616,1.0862428584383772,-0.16884985880281556,189,31,32,34.0
168,1,1.0388653541322688,1.062748915833259,-0.023883561700990263,194,29,29,34.0
169,1,0.985875716720005,1.1554483462448406,-0.16957262952483565,197,32,23,33.0
170,1,0.8654199505231449,1.0045268274087473,-0.13910687688560242,196,23,33,33.0
171,1,0.754458680401617,0.9179079617379713,-0.16344928133635428,202,22,28,32.0
172,1,1.1582794795084879,1.2129400099157166,-0.054660530407228736,194,33,25,32.0
173,1,1.0705406720282977,1.142922166590805,-0.0723814945625072,196,27,29,31.0
174,1,1.1591586580665711,1.1142960812772134,0.04486257678935779,201,36,15,31.0
175,1,0.9233528218539728,0.984147264811659,-0.06079444295768621,194,27,31,31.0
176,1,0.9168219199380448,1.0853935992719563,-0.16857167933391148,209,23,20,31.0
177,1,0.8674799982555846,1.013340657615946,-0.1458606593603614,200,27,25,31.0
178,1,1.0294913650074407,1.208934561524946,-0.1794431965175054,191,28,33,30.0
179,1,1.110097771783261,1.0000473933649283,0.11005037841833265,211,16,25,31.0
180,1,1.0191197475696294,1.0312942155638762,-0.012174467994246818,207,23,22,31.0
181,1,1.0813611236029192,1.1410887030660752,-0.05972757946315599,210,23,19,31.0
182,1,1.1175078497330047,1.1039499527169543,0.013557897016050369,207,19,26,32.0
183,1,1.1102815007930766,1.0191838158353668,0.09109768495770987,211,13,28,32.0
184,1,0.9303749369007224,0.929366197183098,0.001008739717624385,200,38,14,33.0
185,1,1.0756978627740519,0.804805289042973,0.2708925737310789,203,24,25,34.0
186,1,1.110800724939933,1.121232269503545,-0.01043154456361206,202,26,24,34.0
187,1,1.105245216741046,1.161811856197558,-0.05656663945651186,204,25,23,34.0
188,1,0.9111610468559557,1.0505321527591445,-0.1393711059031888,196,26,30,34.0
189,1,1.1874182602151384,1.1398179955402896,0.04760026467484879,201,25,26,35.0
190,1,0.8794135150827882,1.0365365743187138,-0.15712305923592562,216,22,14,34.0
191,1,1.124193702709595,1.007788461538462,0.11640524117113293,221,16,15,34.0
192,1,1.1695448554528054,1.087730337078651,0.08181451837415432,202,22,28,35.0
193,1,1.1498553997624474,1.1808458920758371,-0.030990492313389684,213,23,16,35.0
194,1,1.020892414382477,1.1181721398738846,-0.09727972549140773,213,15,24,35.0
195,1,1.3453164700032978,1.027599120735978,0.31771734926731976,216,17,19,35.0
196,1,1.0332547186632401,1.046111014442317,-0.012856295779076765,215,12,25,34.0
197,1,1.155792973683904,1.1918190702219735,-0.03602609653806943,201,29,22,34.0
198,1,1.0987544172887953,1.1344571868541535,-0.03570276956535823,214,21,17,34.0
199,1,1.1029402481030015,1.161725296694883,-0.058785048591881495,216,15,21,33.0
200,1,1.4179764563252863,1.3852562484221163,0.032720207903170095,220,19,13,34.0
201,1,1.2309851338178475,1.224692737430167,0.006292396387680421,214,22,16,34.0
202,1,0.6414772577594015,0.6187518485655117,0.022725409193889767,216,19,17,35.0
203,1,1.044832227293579,1.0519927169735,-0.0071604896799208895,219,25,8,34.0
204,1,1.1113721412909578,1.3359981189748418,-0.22462597768388393,218,17,17,33.0
205,1,0.96486774733311,1.0791459220859227,-0.11427817475281277,225,17,10,33.0
206,1,0.7570342749489097,0.7603677621283252,-0.0033334871794155063,225,11,16,32.0
207,1,1.1557606747872082,1.1069318345582948,0.04882884022891343,219,15,18,32.0
208,1,1.4134146036928505,1.0151735765192735,0.398241027173577,222,15,15,33.0
209,1,1.2387566174558784,1.2265254505216574,0.012231166934220994,227,12,13,34.0
210,1,1.035221483731641,1.0388224154256676,-0.0036009316940266434,230,12,10,33.0
211,1,1.1828206583740282,1.1202543142597625,0.06256634411426565,226,17,9,34.0
212,1,1.0429913344371662,1.0723568668774148,-0.029365532440248643,224,16,12,34.0
213,1,1.1501128311453055,1.17703217515032,-0.02691934400501461,233,11,8,34.0
214,1,0.9638983565612333,0.9956530428699929,-0.03175468630875955,220,14,18,33.0
215,1,1.0456415366725862,1.0871236386931455,-0.04148210202055935,231,7,14,33.0
216,1,1.0397079146993717,1.0145282153234436,0.025179699375928122,225,10,17,33.0
217,1,1.0377484523013865,1.0290258740746163,0.008722578226770139,230,11,11,33.0
218,1,0.9418229037630883,0.9061349693251534,0.03568793443793494,231,10,11,33.0
219,1,1.0313761737442868,1.096358043068374,-0.06498186932408712,225,11,16,32.0
220,1,0.9112287768085398,0.9963102590839827,-0.08508148227544299,234,8,10,32.0
221,1,1.1669260238836918,1.1429915718844614,0.02393445199923039,228,7,17,33.0
222,1,1.2900730050071552,1.277251519864272,0.012821485142883171,239,8,5,33.0
223,1,1.0226773904533983,1.0919478855190092,-0.0692704950656109,235,8,9,33.0
224,1,0.6943307854439646,0.6067490074988955,0.08758177794506916,235,8,9,34.0
225,1,1.167701699210481,1.1918190702219735,-0.024117371011492583,232,11,9,33.0
226,1,1.226406873535253,1.0018946570670704,0.22451221646818253,234,7,11,34.0
227,1,1.2431877536480074,1.1658949243098844,0.07729282933812298,232,10,10,34.0
228,1,1.0688416984868874,1.1568378365173204,-0.08799613803043305,242,6,4,34.0
229,1,1.1035908564808066,1.0909836065573761,0.01260724992343043,238,4,10,35.0
230,1,0.794736221815696,0.7779705117085854,0.016765710107110587,243,7,2,36.0
231,1,1.0036125828785456,0.9279889271285344,0.07562365575001118,237,5,10,36.0
232,1,1.1757085085381003,1.175609184629802,9.932390829825444e-05,233,12,7,37.0
233,1,1.1103043663132297,1.1367784324972616,-0.02647406618403192,238,9,5,36.0
234,1,1.0600657604520412,1.0888702773124903,-0.02880451686044916,237,9,6,35.0
235,1,1.493275394394862,1.439113049800074,0.05416234459478808,240,6,6,36.0
236,1,1.1130044985886067,1.1183713143968028,-0.00536681580819609,237,10,5,36.0
237,1,1.2438695830311404,1.2578238875075005,-0.013954304476360146,246,3,3,36.0
238,1,1.2087027650963655,1.131684027777777,0.07701873731858844,232,6,14,37.0
239,1,1.2432663379636517,1.2736660929432015,-0.03039975497954983,245,4,3,37.0
240,1,1.1714788730973553,1.1564504258227313,0.015028447274624046,241,2,9,38.0
241,1,1.135464970500926,1.1528851614030506,-0.017420190902124544,239,7,6,38.0
242,1,1.0303699591837119,1.018792149731,0.011577809452711918,250,2,0,39.0
243,1,1.1335911249574415,1.124443962243681,0.009147162713760482,245,3,4,40.0
244,1,1.2678536015336501,1.2500110546097714,0.017842546923878766,243,7,2,40.0
245,1,0.9887041618427048,0.9991658451505275,-0.010461683307822711,246,4,2,40.0
246,1,1.2115622799602261,1.2651455546813526,-0.05358327472112645,241,7,4,40.0
247,1,1.0504579577813085,1.0576564962039807,-0.007198538422672263,249,2,1,40.0
248,1,1.2457104427787058,1.303304715982593,-0.057594273203887214,247,3,2,39.0
249,1,1.2906188531319565,1.2787732598208132,0.01184559331114321,249,2,1,40.0
250,1,1.0656564856638568,1.0570719602977658,0.008584525366091,248,3,1,41.0
251,1,1.1221078034920244,1.1203312033120327,0.0017766001799917053,250,1,1,42.0
252,1,0.8108538331939359,0.8354464709471824,-0.024592637753246493,250,1,1,42.0
253,1,1.0952184650595274,1.0822388672275822,0.012979597831945133,252,0,0,43.0
254,1,1.1239852019043033,1.1169026169026146,0.007082585001688679,251,1,0,44.0
255,1,1.1511960024245338,1.1518673780487807,-0.000671375624246906,251,1,0,44.0
256,1,0.9621799777718163,0.9981065626538427,-0.03592658488202638,250,2,0,44.0
257,1,1.1652381439192534,1.1488364235333866,0.016401720385866847,248,3,1,44.0
258,1,1.0257347771058933,1.0257347771058933,0.0,252,0,0,44.0
259,1,1.2642799756450718,1.2544424414112767,0.009837534233795076,251,1,0,44.0
260,1,0.9079524300556392,0.9058399619280706,0.002112468127568601,252,0,0,45.0
261,1,1.113592498787073,1.112410841654778,0.0011816571322948999,250,1,1,45.0
262,1,1.0427118193646745,1.0472551779609909,-0.0045433585963163825,251,0,1,45.0
263,1,1.131657628433737,1.1317048486521306,-4.722021839365098e-05,251,1,0,44.0
264,1,1.0963201879981277,1.1157007914220052,-0.019380603423877485,251,1,0,44.0
265,1,1.200532909078009,1.2076239426062723,-0.007091033528263235,249,2,1,44.0
266,1,1.0869173476161238,1.0962765957446807,-0.00935924812855693,251,1,0,44.0
267,1,1.1053753265233408,1.1025463192311495,0.0028290072921912657,250,1,1,45.0
268,1,1.1371452968375488,1.1095914585723123,0.027553838265236497,251,0,1,46.0
269,1,1.151830429390735,1.1302008336491076,0.021629595741627483,250,0,2,47.0
270,1,1.0866972841478553,1.1021990863699163,-0.01550180222206099,252,0,0,47.0
271,1,1.1849957883618083,1.171917928333433,0.01307786002837541,250,2,0,48.0
272,1,1.0050878044902367,1.0551232919134443,-0.050035487423207625,246,3,3,48.0
273,1,1.244955589823194,1.2338488317600582,0.01110675806313588,250,1,1,49.0
274,1,1.122963926060653,1.1215369918267708,0.0014269342338821822,251,1,0,49.0
275,1,1.1789624845468984,1.1499323024299861,0.02903018211691233,248,3,1,50.0
276,1,1.115795819002337,1.0676735165470006,0.04812230245533633,251,0,1,51.0
277,1,1.1326499535203014,1.120086117534484,0.01256383598581734,251,1,0,52.0
278,1,1.1101091161802565,1.1046693984924343,0.005439717687822254,252,0,0,53.0
279,1,0.9866131111423129,1.0030785511568627,-0.01646544001454986,251,1,0,52.0
280,1,1.0786901463983622,1.0854812398042393,-0.0067910934058770245,251,0,1,52.0
281,1,1.1543827207570474,1.11867179193588,0.03571092882116744,249,1,2,53.0
282,1,1.1340442282050212,1.1348158443363439,-0.0007716161313227055,252,0,0,52.0
283,1,1.0605185350254678,1.0458819432352418,0.014636591790226028,250,1,1,52.0
284,1,1.3479129406933001,1.3719731479261577,-0.02406020723285751,251,0,1,51.0
285,1,0.6141056082749191,0.6299637706897766,-0.01585816241485749,252,0,0,50.0
286,1,1.221602527321352,1.2221946529371652,-0.0005921256158132326,250,2,0,50.0
287,1,1.1329001656229467,1.1295681063122909,0.0033320593106558327,252,0,0,51.0
288,1,1.2049574842240571,1.2100912200684144,-0.005133735844357279,250,2,0,51.0
289,1,1.0668208133170154,1.0693728903890556,-0.002552077072040193,250,0,2,50.0
290,1,1.209667081890817,1.2118567945592202,-0.0021897126684031765,251,1,0,50.0
291,1,1.3887927317859212,1.395528700906346,-0.006735969120424734,250,1,1,49.0
292,1,0.6575660602466439,0.6576244776542243,-5.8417407580391156e-05,251,1,0,48.0
293,1,0.9363085920455458,0.943132898208581,-0.006824306163035199,252,0,0,48.0
294,1,1.232389261549427,1.224705805009535,0.007683456539891997,251,1,0,49.0
295,1,1.0079246577817058,1.0140866558177395,-0.006161998036033678,250,2,0,48.0
296,1,1.1680310728828922,1.1906156405990032,-0.022584567716110948,250,0,2,48.0
297,1,1.2089620318163776,1.2253120210203627,-0.016349989203985116,250,1,1,48.0
298,1,1.1001146046873114,1.0975063245392116,0.002608280148099773,252,0,0,49.0
299,1,1.1374063669413124,1.133750339951048,0.0036560269902643494,252,0,0,50.0
300,1,1.1123623841116854,1.0979634066652166,0.014398977446468786,252,0,0,50.0
301,1,1.12324980836153,1.131437927954748,-0.008188119593217857,250,1,1,49.0
302,1,1.1283067724294424,1.125176233635447,0.0031305387939954965,252,0,0,49.0
303,1,1.1049696849397983,1.104272991093763,0.0006966938460353234,251,1,0,50.0
304,1,1.2410231571062125,1.256794398855679,-0.015771241749466425,251,0,1,50.0
305,1,1.1229908634631414,1.1050166084660602,0.017974254997081163,250,1,1,51.0
306,1,1.131905032611904,1.1488364235333866,-0.016931390921482548,250,0,2,51.0
307,1,0.5180120590081431,0.5234857420384376,-0.005473683030294496,250,0,2,50.0
308,1,1.245997895021764,1.2421944332392076,0.0038034617825564165,252,0,0,50.0
309,1,1.1313366422332252,1.1297989031078595,0.0015377391253657002,252,0,0,50.0
310,1,1.0548734847398766,1.055704025388342,-0.0008305406484654387,249,2,1,50.0
311,1,0.9780714683623406,1.007722321573727,-0.029650853211386385,248,2,2,49.0
312,1,0.9119463776033135,0.9312206906352164,-0.019274313031902857,252,0,0,49.0
313,1,1.189413868190632,1.1927143450759512,-0.0033004768853190924,251,0,1,49.0
314,1,1.1482743806117934,1.112891137343077,0.03538324326871645,250,1,1,50.0
315,1,0.9362423030134471,0.9357692827232201,0.00047302029022699976,252,0,0,51.0
316,1,1.1208061088685983,1.1228643025286633,-0.0020581936600649886,250,0,2,50.0
317,1,1.0861250886687366,1.0813399528609393,0.0047851358077972694,252,0,0,50.0
318,1,1.1020784560337338,1.0892613170598426,0.01281713897389114,251,1,0,50.0
319,1,1.074987777471346,1.073523438134697,0.0014643393366491342,252,0,0,51.0
320,1,1.1266843159472855,1.1097966990153714,0.016887616931914096,250,0,2,52.0
321,1,1.0246482918379056,1.028388928317955,-0.0037406364800494085,251,0,1,51.0
322,1,1.1690757986833866,1.1842627568986517,-0.015186958215265056,251,1,0,50.0
323,1,1.092230699942859,1.0888702773124903,0.0033604226303687312,252,0,0,51.0
324,1,1.0356521762195785,1.0351968444208448,0.00045533179873369356,252,0,0,51.0
325,1,1.2154600911613263,1.2049246231155755,0.010535468045750784,251,1,0,52.0
326,1,0.8106079287771233,0.7845123091305699,0.02609561964655338,251,1,0,52.0
327,1,0.9558912309015741,0.9295018783236556,0.026389352577918523,250,2,0,52.0
328,1,1.0586142605908342,1.064600179694521,-0.005985919103686843,252,0,0,52.0
329,1,1.1260139441892185,1.1328580686973446,-0.006844124508126104,251,1,0,51.0
330,1,1.1824989775626125,1.1815251763561168,0.0009738012064957058,252,0,0,51.0
331,1,0.6330436815232596,0.6288272674754474,0.004216414047812256,252,0,0,51.0
332,1,1.1613735917089008,1.1583343420893355,0.003039249619565254,251,0,1,51.0
333,1,1.2573848506966065,1.2057954545454534,0.0515893961511531,251,1,0,52.0
334,1,1.1560888426240787,1.1514729901397378,0.004615852484340932,252,0,0,53.0
335,1,1.1147111775390248,1.111530218602657,0.003180958936367828,252,0,0,53.0
336,1,1.1337404145668804,1.1377021137946495,-0.003961699227769122,250,1,1,53.0
337,1,1.0373002612346676,1.059596051082329,-0.02229578984766145,250,0,2,53.0
338,1,1.1980622652706168,1.1965187210769888,0.0015435441936280103,251,0,1,53.0
339,1,0.7030058878762658,0.704793190981036,-0.0017873031047701549,252,0,0,53.0
340,1,1.1672523019893972,1.1613216715257553,0.0059306304636419505,251,0,1,53.0
341,1,1.1692720666916048,1.1611386957960934,0.00813337089551136,252,0,0,54.0
342,1,1.2390829872715419,1.2384676214743868,0.000615365797155043,252,0,0,54.0
343,1,1.2651343413058624,1.2851296043656206,-0.019995263059758184,250,1,1,53.0
