Episode,ENumStateVars,TrainAgent,TrainMarket,TrainDifference,Buys,holds,shorts,Strategy Wins (%)
344,1,1.1154189022349015,1.12076251722554,-0.005343614990638512,251,1,0,52.0
345,1,1.1498186168109266,1.1494150867285193,0.000403530082407233,252,0,0,53.0
346,1,1.0736746345782817,1.0762777291677408,-0.002603094589459065,251,1,0,53.0
347,1,1.0514135109771312,1.0624145785876982,-0.011001067610566961,252,0,0,53.0
348,1,1.0397947517496808,1.0384354318683184,0.0013593198813623975,252,0,0,54.0
349,1,1.134702334306766,1.1053393511027867,0.02936298320397923,251,0,1,54.0
350,1,1.1446411416719826,1.243011226062077,-0.09837008439009431,251,0,1,53.0
351,1,1.0651333796434772,1.0546406033553957,0.01049277628808154,252,0,0,53.0
352,1,1.0821293115336021,1.0742457007517239,0.00788361078187827,252,0,0,54.0
353,1,1.1439233646623472,1.1369020291984209,0.007021335463926359,252,0,0,54.0
354,1,1.197730749791378,1.196274399399398,0.0014563503919799992,252,0,0,54.0
355,1,1.1480390530515092,1.1498851347565429,-0.001846081705033642,252,0,0,54.0
356,1,1.161784902878913,1.155964234911602,0.005820667967310955,252,0,0,55.0
357,1,0.9200913479890269,0.877329624478442,0.04276172351058494,250,1,1,55.0
358,1,1.1763740091014692,1.1844096686503574,-0.008035659548888185,251,0,1,55.0
359,1,1.281960277732047,1.2317847488527067,0.05017552887934018,251,0,1,55.0
360,1,1.0855009901723984,1.0367640607177324,0.04873692945466601,250,0,2,55.0
361,1,1.2487934148635564,1.2648517706771234,-0.01605835581356696,252,0,0,54.0
362,1,1.0726205371842215,1.0749420337860223,-0.00232149660180081,251,0,1,54.0
363,1,1.0480050632690887,1.0485298529852978,-0.000524789716209062,252,0,0,54.0
364,1,1.212998060776054,1.1932993308689352,0.01969872990711874,250,1,1,55.0
365,1,1.1114192689993858,1.115161946487247,-0.003742677487861279,252,0,0,55.0
366,1,1.0081440057018725,0.9933155080213893,0.01482849768048311,252,0,0,56.0
367,1,0.9646220955485919,0.9763044518908573,-0.011682356342265443,252,0,0,55.0
368,1,0.6272868223844699,0.6094674556213008,0.017819366763169087,252,0,0,55.0
369,1,1.095795375605637,1.1068868475548257,-0.011091471949188803,252,0,0,54.0
370,1,0.8958971797004758,0.9078658060855369,-0.011968626385061132,252,0,0,54.0
371,1,1.0775526962119726,1.1202818060269453,-0.04272910981497269,251,0,1,53.0
372,1,1.02918102964446,1.0320981634974793,-0.0029171338530193935,252,0,0,53.0
373,1,1.2286290070855201,1.220218143123175,0.00841086396234525,252,0,0,53.0
374,1,1.0620972081005535,1.0579422233258857,0.004154984774667803,252,0,0,53.0
375,1,1.1571134014830184,1.1958977733903695,-0.03878437190735107,250,1,1,52.0
376,1,1.1439233646623472,1.1369020291984209,0.007021335463926359,252,0,0,52.0
377,1,1.1425970414759161,1.1432043751265943,-0.0006073336506782212,252,0,0,51.0
378,1,0.551763873026226,0.5561423817103159,-0.0043785086840899545,252,0,0,50.0
379,1,1.0450231028825943,1.050237045662479,-0.005213942779884739,252,0,0,50.0
380,1,1.2751459564335472,1.2799999999999994,-0.0048540435664521375,252,0,0,50.0
381,1,1.1080965319136662,1.098971616618674,0.009124915294992153,252,0,0,50.0
382,1,0.6253351376005233,0.5915061295971974,0.03382900800332589,251,1,0,51.0
383,1,1.1452110324477902,1.141727341200102,0.0034836912476881032,252,0,0,51.0
384,1,1.1059922480550677,1.1081670007844509,-0.002174752729383167,252,0,0,51.0
385,1,0.9851521748690407,0.9911045218680501,-0.0059523469990093725,251,1,0,51.0
386,1,1.1548963821136955,1.148674459469784,0.006221922643911526,252,0,0,52.0
387,1,1.1162267350843613,1.1011904761904752,0.015036258893886156,252,0,0,52.0
388,1,0.932216887121031,0.9308564830537255,0.0013604040673055318,252,0,0,53.0
389,1,1.1020130106632346,1.0758905787485962,0.026122431914638478,249,2,1,54.0
390,1,1.0022265750815509,1.0102666476543545,-0.008040072572803592,250,0,2,54.0
391,1,1.1434934489407302,1.1461974110032358,-0.0027039620625055605,252,0,0,54.0
392,1,1.1677707533893673,1.1750580945003886,-0.0072873411110212505,252,0,0,54.0
393,1,1.0799683808866203,1.0787277984304018,0.0012405824562184975,252,0,0,55.0
394,1,1.0377601008753474,1.0407921085811758,-0.0030320077058283434,252,0,0,54.0
395,1,0.8934523012446296,0.8665934669228653,0.02685883432176428,251,1,0,55.0
396,1,1.155461526437443,1.1626582816350797,-0.007196755197636628,251,0,1,55.0
397,1,1.2114126746542417,1.2126804505314361,-0.0012677758771943992,252,0,0,55.0
398,1,1.1320206697794652,1.141692458669888,-0.00967178889042275,250,2,0,54.0
399,1,1.014317477733803,0.9924992787768058,0.021818198956997326,250,0,2,54.0
400,1,1.0369123412081656,1.0358836435699628,0.0010286976382027913,251,1,0,54.0
401,1,1.2601748333783969,1.2500110546097714,0.010163778768625509,252,0,0,55.0
402,1,0.9575092447222576,0.9627087732770219,-0.005199528554764243,251,0,1,54.0
403,1,1.4023438119762663,1.393194266402519,0.009149545573747364,252,0,0,54.0
404,1,0.6072370429222231,0.618398120785026,-0.011161077862802848,252,0,0,54.0
405,1,1.1172540888118259,1.1104933981931895,0.006760690618636378,249,3,0,54.0
406,1,1.097061525889224,1.0950222057735026,0.002039320115721388,252,0,0,55.0
407,1,0.5894832052169409,0.5912704598597025,-0.0017872546427616376,252,0,0,55.0
408,1,1.0445592536571926,1.056495280080502,-0.011936026423309487,250,1,1,54.0
409,1,1.2119426386926053,1.2043368724131749,0.007605766279430437,252,0,0,54.0
410,1,1.605692291697681,1.6012558869701738,0.0044364047275071705,252,0,0,55.0
411,1,1.136275465996446,1.1336103032820954,0.0026651627143505774,252,0,0,56.0
412,1,1.1037213362015352,1.0966918714555784,0.007029464745956782,251,1,0,57.0
413,1,1.1355211309364386,1.128765880217788,0.006755250718650574,252,0,0,58.0
414,1,1.1376651211929303,1.1377881696611702,-0.0001230484682399613,252,0,0,57.0
415,1,1.1806073390291725,1.1770607734806637,0.00354656554850874,252,0,0,57.0
416,1,1.1191089063009036,1.1174585736519265,0.001650332648977182,252,0,0,58.0
417,1,1.26253203808769,1.2557633458007476,0.006768692286942546,252,0,0,58.0
418,1,1.0070876831531659,0.9922654182780398,0.014822264875126057,252,0,0,58.0
419,1,0.8386980510561176,0.834913552704965,0.0037844983511525765,251,1,0,58.0
420,1,1.3411960502493712,1.3206587551465245,0.02053729510284663,252,0,0,58.0
421,1,1.0625787862678224,1.0745247823769755,-0.011945996109153034,252,0,0,58.0
422,1,1.0949448005292484,1.0909825033647376,0.003962297164510797,252,0,0,59.0
423,1,1.115318716085289,1.1132417724799162,0.0020769436053729162,252,0,0,59.0
424,1,1.0121692578534174,1.0108155086668926,0.0013537491865247553,252,0,0,59.0
425,1,1.4979765627137154,1.5117976795724175,-0.013821116858702132,252,0,0,58.0
426,1,1.2348678679227687,1.1662821357943305,0.06858573212843821,251,0,1,58.0
427,1,1.10466865365441,1.1528851614030506,-0.048216507748640725,252,0,0,57.0
428,1,1.1619608458522963,1.1657828179815608,-0.003821972129264495,252,0,0,57.0
429,1,1.108387994900502,1.0894523957685107,0.018935599131991276,251,0,1,58.0
430,1,1.1764748479293825,1.1841508749659984,-0.007676027036615851,251,0,1,57.0
431,1,1.1846439356239262,1.184071880743313,0.000572054880613182,252,0,0,57.0
432,1,1.05614421668132,1.0219639347064353,0.03418028197488465,252,0,0,57.0
433,1,1.0828736258409632,1.0804902588493555,0.0023833669916077938,252,0,0,57.0
434,1,1.0095870547721926,1.0201000098048842,-0.010512955032691673,251,0,1,56.0
435,1,1.198188312533175,1.1721778287934317,0.02601048373974324,251,0,1,56.0
436,1,0.5401118600261641,0.5524585263787167,-0.01234666635255266,252,0,0,56.0
437,1,1.064858484631034,1.0699039487726774,-0.005045464141643308,252,0,0,56.0
438,1,1.1205605965808787,1.1121118012422349,0.008448795338643844,252,0,0,56.0
439,1,1.073157916333216,1.0724119079568606,0.0007460083763555225,252,0,0,57.0
440,1,0.6468531655371236,0.5822062121932972,0.06464695334382642,250,2,0,57.0
441,1,1.1520145968276436,1.1591223080048738,-0.0071077111772301915,252,0,0,56.0
442,1,0.783962271183751,0.7814573887903278,0.002504882393423169,252,0,0,56.0
443,1,1.1077033023298504,1.1325028312570793,-0.02479952892722892,251,0,1,56.0
444,1,0.7146908280040757,0.7079884504331081,0.006702377570967588,251,1,0,57.0
445,1,1.0603561296505202,1.053193249503639,0.0071628801468812675,252,0,0,57.0
446,1,1.1512357923044627,1.1462020360219263,0.005033756282536439,252,0,0,58.0
447,1,0.6448470215090061,0.6319671507870117,0.012879870721994369,252,0,0,59.0
448,1,1.196063644036669,1.1959950624057036,6.858163096534753e-05,252,0,0,59.0
449,1,0.8531994186337322,0.8585323316340212,-0.005332913000289041,252,0,0,58.0
450,1,1.2308353341092615,1.220273215329825,0.010562118779436469,252,0,0,59.0
451,1,1.2109459952681325,1.1942670738478647,0.016678921420267834,252,0,0,59.0
452,1,1.2301958722125514,1.2312214239059458,-0.0010255516933943554,252,0,0,58.0
453,1,1.146866543804111,1.159065436675577,-0.012198892871466027,252,0,0,57.0
454,1,1.1656031244774334,1.17929880033479,-0.013695675857356537,252,0,0,56.0
455,1,1.081379302349073,1.0804401603685077,0.0009391419805653278,252,0,0,57.0
456,1,0.8597805468865736,0.8693600463614549,-0.009579499474881348,252,0,0,56.0
457,1,1.150699947186141,1.1496701567511987,0.0010297904349423348,252,0,0,56.0
458,1,1.2850729848894544,1.289585279953998,-0.004512295064543537,252,0,0,56.0
459,1,0.6328949225164502,0.6275170139619723,0.005377908554477839,252,0,0,56.0
460,1,0.8426196047193106,0.8354163285180964,0.007203276201214193,252,0,0,56.0
461,1,1.092261329615084,1.0862428584383772,0.006018471176706841,252,0,0,57.0
462,1,1.035396415940586,1.0589803398867046,-0.023583923946118635,251,0,1,57.0
463,1,0.9797781995277025,0.9807705953310153,-0.0009923958033127844,252,0,0,57.0
464,1,0.9550284716538265,0.9526590198123036,0.0023694518415229293,252,0,0,57.0
465,1,1.2959639714193256,1.3109389454209073,-0.014974974001581653,252,0,0,57.0
466,1,1.0010568110945575,1.0224060150375947,-0.021349203943037187,252,0,0,56.0
467,1,1.140814649745401,1.1439781834372271,-0.0031635336918260926,252,0,0,56.0
468,1,1.037027162662318,1.0280095351609064,0.009017627501411551,252,0,0,56.0
469,1,1.1226423471448441,1.1232434796872475,-0.0006011325424033487,252,0,0,56.0
470,1,1.1256801275625659,1.1168672433245561,0.008812884238009744,252,0,0,57.0
471,1,1.0446908032353206,1.0382369870898782,0.0064538161454423815,252,0,0,58.0
472,1,1.1803446985887363,1.1861797827680414,-0.005835084179305117,252,0,0,58.0
473,1,1.113948198062589,1.1792967152787248,-0.06534851721613588,227,10,15,57.0
474,1,0.8434453985149262,0.834913552704965,0.008531845809961136,252,0,0,57.0
475,1,1.0548513137221223,1.0688581631718719,-0.014006849449749614,252,0,0,57.0
476,1,1.1124645951694268,1.154057191094228,-0.04159259592480136,249,3,0,56.0
477,1,1.0307144867389795,1.0290258740746163,0.0016886126643631538,252,0,0,57.0
478,1,1.2119426386926053,1.2043368724131749,0.007605766279430437,252,0,0,58.0
479,1,1.1104564287622731,1.0832794755793558,0.02717695318291735,251,0,1,59.0
480,1,0.6456491955557387,0.6475654897494295,-0.0019162941936907707,252,0,0,59.0
481,1,1.212918963946859,1.2259656287221374,-0.013046664775278494,252,0,0,58.0
482,1,1.215676377271414,1.215676377271414,0.0,252,0,0,57.0
483,1,1.4017773504470703,1.3951663925091735,0.006610957937896789,252,0,0,57.0
484,1,1.0478348384385627,1.0477682067345324,6.66317040303177e-05,251,1,0,58.0
485,1,1.0207044481589453,1.0179688602474246,0.0027355879115207316,252,0,0,59.0
486,1,1.1422938849247153,1.1432043751265943,-0.000910490201879055,251,1,0,58.0
487,1,1.2205994074440947,1.2307867904428553,-0.010187382998760652,252,0,0,57.0
488,1,1.0806150871152123,1.089609621451103,-0.008994534335890814,252,0,0,56.0
489,1,1.0401952428965915,1.053013858741023,-0.012818615844431447,250,1,1,55.0
490,1,1.0067477161739526,1.0105806225953124,-0.003832906421359805,252,0,0,55.0
491,1,1.3992898575901775,1.4043715846994542,-0.005081727109276679,252,0,0,55.0
492,1,1.1005193691580173,1.0992027615681768,0.001316607589840535,252,0,0,56.0
493,1,0.9990130301910094,1.0151301022528905,-0.016117072061881066,252,0,0,55.0
494,1,1.0723156931514308,1.0557584055986622,0.01655728755276864,251,1,0,56.0
495,1,1.122353887933553,1.1183381576706968,0.004015730262856287,252,0,0,56.0
496,1,1.0956836087971809,1.0901126408010005,0.005570967996180398,252,0,0,57.0
497,1,1.0614875000286457,1.0648417606402316,-0.0033542606115859464,252,0,0,57.0
498,1,1.0787982128493316,1.0890560279049504,-0.010257815055618735,252,0,0,57.0
499,1,1.1392380341102044,1.1361123810315439,0.0031256530786605285,252,0,0,57.0
500,1,1.2010605262683416,1.2179869449593008,-0.016926418690959233,252,0,0,56.0
