Episode,NumStateVars,TrainAgent,TrainMarket,TrainDifference,Holds,Buys,Shorts,Strategy Wins (%)
1,3,0.7318295477399552,1.1973819099440095,-0.46555236220405427,82,79,91,
2,3,0.7536246973341586,1.1283972264286286,-0.37477252909447,88,75,89,
3,3,0.9177795387024497,0.7110284221360138,0.20675111656643586,87,65,100,
4,3,0.9124310286094688,0.9245686772769829,-0.0121376486675141,90,75,87,
5,3,0.8766060633928157,1.0418118466898947,-0.16520578329707902,89,69,94,
6,3,0.9076955038762937,1.1428710178710162,-0.23517551399472247,68,94,90,
7,3,0.671147408437272,1.1421447411803505,-0.4709973327430784,82,95,75,
8,3,0.8037854637184121,1.1865838509316755,-0.3827983872132634,91,80,81,
9,3,0.8034303105645297,1.018533045695235,-0.21510273513070532,87,95,70,
10,3,0.8340881262391927,1.1897516752069364,-0.35566354896774366,79,84,89,
11,3,0.7842236787611829,1.1416999104453316,-0.35747623168414866,87,87,78,
12,3,0.7509219031512726,1.0949703458368638,-0.3440484426855912,87,75,90,
13,3,0.793476104976963,1.282262030207235,-0.488785925230272,111,70,71,
14,3,0.6399660643924512,1.2613323871196658,-0.6213663227272146,98,79,75,
15,3,0.770758388895586,1.1325028312570793,-0.3617444423614933,91,81,80,
16,3,0.9732331096233845,1.133113778816533,-0.15988066919314858,105,64,83,
17,3,0.8598909590225633,1.1234073534765194,-0.26351639445395614,81,84,87,
18,3,0.8521160343302195,1.1451295506723511,-0.2930135163421316,85,83,84,
19,3,0.7187985881808667,0.9876069206842906,-0.26880833250342384,73,101,78,
20,3,0.8332141006962043,1.0865177346658847,-0.2533036339696805,81,95,76,
21,3,0.7796056035888582,1.1191119464348642,-0.339506342846006,85,101,66,
22,3,0.9949075002875383,1.1206094334458552,-0.1257019331583169,97,84,71,
23,3,0.6948096902333678,1.2441442422921885,-0.5493345520588206,77,97,78,
24,3,0.8248747145887649,1.2862274588691704,-0.4613527442804055,80,96,76,
25,3,0.8316622045062558,1.0394229395800603,-0.20776073507380444,76,89,87,
26,3,0.667858059318602,1.1476172354010752,-0.4797591760824732,70,96,86,
27,3,0.8034209234886551,1.0438399467598383,-0.24041902327118314,81,91,80,
28,3,0.8432681423710635,1.0340478080620945,-0.190779665691031,91,74,87,
29,3,0.8351436009569871,1.1234073534765194,-0.2882637525195323,70,95,87,
30,3,0.7877433142267136,1.078694982017471,-0.2909516677907573,96,66,90,
31,3,0.7935987030088245,1.1013739946380705,-0.307775291629246,88,78,86,
32,3,0.5690784780469025,0.5953554310403022,-0.026276952993399716,81,85,86,
33,3,0.7543527109947537,1.109170305676858,-0.3548175946821044,78,101,73,
34,3,0.7577574759524541,1.0485298529852978,-0.29077237703284364,85,66,101,
35,3,0.7527972390430607,1.126229012252306,-0.37343177320924525,78,80,94,
36,3,0.7147755502355689,1.197928939046318,-0.483153388810749,72,93,87,
37,3,0.7410781885443577,1.220218143123175,-0.4791399545788172,83,97,72,
38,3,0.8758204407998004,1.1090677966101716,-0.23324735581037126,114,62,76,
39,3,0.7032102231355227,1.359976525821598,-0.6567663026860752,78,114,60,
40,3,0.7725493718577818,1.1842627568986517,-0.41171338504086985,90,103,59,
41,3,0.8587581072629544,1.1021990863699163,-0.24344097910696183,55,115,82,
42,3,0.6996552130766445,1.1545399393326585,-0.45488472625601406,65,90,97,
43,3,0.8063421814375761,1.2022185970636208,-0.3958764156260447,72,105,75,
44,3,0.7624560546149532,1.2613323871196658,-0.4988763325047125,75,96,81,
45,3,0.8224182673689007,0.9395355324639086,-0.11711726509500797,74,111,67,
46,3,0.7660906840790411,1.0937956559851951,-0.327704971906154,70,113,69,
47,3,1.0943946997735388,1.0742457007517239,0.020148999021814884,81,109,62,
48,3,1.152455701107534,0.5767513359197709,0.5757043651877631,80,99,73,
49,3,0.6316160668366299,0.8428581022093882,-0.21124203537275832,80,87,85,
50,3,0.7245040037281618,1.1966480446927374,-0.47214404096457563,52,115,85,
51,3,0.7769920054466084,1.1109729561703456,-0.33398095072373724,76,78,98,
52,3,0.7313315823189799,1.066862013851892,-0.3355304315329122,68,115,69,
53,3,0.8900982512656105,1.1382228490832127,-0.2481245978176022,76,91,85,
54,3,0.7097180440055324,1.1396914885286953,-0.4299734445231629,80,113,59,
55,3,0.896945628092988,1.2603183546978447,-0.36337272660485676,73,114,65,
56,3,0.8152911815990048,1.056293261760136,-0.24100208016113112,66,127,59,
57,3,0.8335568770744134,1.5827367841409712,-0.7491799070665578,88,102,62,
58,3,0.6362727567084339,1.0652573529411746,-0.42898459623274077,111,64,77,
59,3,0.828762013906748,1.1895424836601296,-0.3607804697533816,99,91,62,
60,3,0.7277353432091556,1.1148410702035225,-0.38710572699436696,75,123,54,
61,3,0.7279765469934864,1.1235643564356412,-0.3955878094421549,102,87,63,
62,3,0.9546560890777743,1.004275026718915,-0.04961893764114078,105,88,59,
63,3,0.7371646784294414,0.9723534384167879,-0.23518875998734645,108,75,69,
64,3,0.6986693364560624,1.1107100429498318,-0.41204070649376934,86,103,63,
65,3,0.7031451765574092,1.1238065177937338,-0.4206613412363246,98,96,58,
66,3,0.7820531206307404,1.2342375366568916,-0.4521844160261512,93,89,70,
67,3,1.0425641894978896,1.4979034221560936,-0.455339232658204,69,111,72,
68,3,0.7162631767744965,0.9357692827232201,-0.21950610594872366,98,91,63,
69,3,0.9854577838008973,1.1467301862278054,-0.1612724024269081,89,110,53,
70,3,0.6411146109452281,0.929366197183098,-0.28825158623786984,73,125,54,
71,3,0.8627294030388813,0.9178364987613546,-0.0551070957224733,71,126,55,
72,3,0.940976627876837,1.172029859558855,-0.23105323168201797,75,99,78,
73,3,0.8534556170479595,1.0248760623229447,-0.17142044527498523,89,104,59,
74,3,0.5571073113168403,0.622944830105955,-0.0658375187891147,88,99,65,
75,3,0.7506581238493611,1.074638233054074,-0.3239801092047129,92,101,59,
76,3,0.5390641725651985,1.0576212384041026,-0.5185570658389042,113,83,56,
77,3,0.8553087416080295,1.0964782710098735,-0.241169529401844,98,88,66,
78,3,1.067204633238445,1.066862013851892,0.0003426193865530003,96,102,54,
79,3,0.8131755145928095,1.2274210084816861,-0.41424549388887666,108,71,73,
80,3,0.9508675139117361,1.1778021620742916,-0.22693464816255549,81,52,119,
81,3,0.6385306646521843,1.254108304841733,-0.6155776401895486,77,114,61,
82,3,0.7412890556639529,1.099281953087604,-0.35799289742365104,74,114,64,
83,3,1.0889203530492075,1.0105644208037823,0.07835593224542525,79,115,58,
84,3,0.7976987931611366,1.4285014091410373,-0.6308026159799007,82,104,66,
85,3,0.8836820099392407,1.0976393941957865,-0.21395738425654576,84,110,58,
86,3,0.8584163193054769,1.1943950594179868,-0.33597874011250994,82,104,66,
87,3,0.8180806971346037,1.197821634704896,-0.37974093757029226,78,117,57,
88,3,0.799332245809536,1.1098323516085185,-0.31050010579898246,66,128,58,
89,3,0.929974396591332,1.139923529664478,-0.2099491330731461,56,127,69,
90,3,0.953915955032105,1.116453351296734,-0.16253739626462904,61,135,56,
91,3,0.954066070224826,1.1025463192311495,-0.1484802490063235,80,108,64,
92,3,0.8700835081600842,1.2011133200795234,-0.33102981191943925,116,80,56,
93,3,0.8473086053576916,1.1390591907256722,-0.2917505853679806,64,144,44,
94,3,0.7283843793149904,1.1787324946593885,-0.450348115344398,41,149,62,
95,3,0.7154413928261619,0.9376490856082681,-0.22220769278210617,115,98,39,
96,3,0.8111175432481774,0.6101242761402818,0.20099326710789567,90,99,63,
97,3,0.8771101222714816,1.120216503655873,-0.24310638138439156,77,111,64,
98,3,1.1076904554778255,1.2957039458323611,-0.18801349035453563,64,141,47,
99,3,0.8343704812651928,0.9924992787768058,-0.15812879751161302,72,130,50,
100,3,0.8157447676227637,1.0479213776308929,-0.23217661000812917,90,112,50,6.0
101,3,0.9582306903989577,1.4285014091410373,-0.4702707187420796,84,109,59,6.0
102,3,0.7719261897542303,1.0253957504444262,-0.2534695606901959,95,107,50,6.0
103,3,0.9840899925936066,1.1312670190613492,-0.14717702646774256,103,96,53,5.0
104,3,0.7193500464615395,1.073796415602671,-0.35444636914113137,48,82,122,5.0
105,3,0.7675555736604609,1.2362386881676524,-0.46868311450719147,82,105,65,5.0
106,3,0.8776520339642137,1.1645801097200732,-0.28692807575585955,105,96,51,5.0
107,3,1.0740743802338997,1.1412970304435615,-0.06722265020966178,105,91,56,5.0
108,3,0.9607168418115709,1.1460685091475282,-0.18535166733595732,80,132,40,5.0
109,3,0.8380491923597514,1.2672413793103456,-0.42919218695059425,80,108,64,5.0
110,3,0.9365045921603177,0.7845123091305699,0.15199228302974777,75,117,60,6.0
111,3,0.7500917896007161,1.2405130540376432,-0.49042126443692713,119,72,61,6.0
112,3,0.8911693182785443,1.1566794636399051,-0.26551014536136086,58,151,43,6.0
113,3,0.8039437210716087,1.1674300254452918,-0.3634863043736831,74,130,48,6.0
114,3,0.8495372987066151,0.93549471984933,-0.08595742114271487,109,88,55,6.0
115,3,0.8868937386474411,1.1462807172902396,-0.25938697864279847,54,158,40,6.0
116,3,1.3446730591534806,0.9933155080213893,0.3513575511320912,88,104,60,7.0
117,3,0.9917763976204154,1.0435978404807993,-0.051821442860383926,71,139,42,7.0
118,3,1.23094655817421,1.0037119878170642,0.2272345703571459,51,147,54,8.0
119,3,0.9764565847270408,0.8373050698710588,0.13915151485598198,98,99,55,9.0
120,3,0.9292595484489081,1.151575209546225,-0.22231566109731693,76,123,53,9.0
121,3,0.8522792471827962,1.2129400099157166,-0.36066076273292036,41,162,49,9.0
122,3,0.8363537519272706,0.7710088906068788,0.06534486132039174,94,107,51,10.0
123,3,0.8797916724593554,1.1923467660006775,-0.31255509354132205,82,132,38,10.0
124,3,0.8682768084481478,1.1222556253985616,-0.2539788169504138,62,147,43,10.0
125,3,1.0044260637711362,1.0473679661163446,-0.04294190234520845,59,138,55,10.0
126,3,0.8941865818202518,1.220273215329825,-0.32608663350957323,59,152,41,10.0
127,3,0.8336612924934463,0.7036711891460493,0.12999010334739702,95,119,38,11.0
128,3,0.7960141828383881,1.3719731479261577,-0.5759589650877696,88,121,43,11.0
129,3,0.8533382838978537,1.1155463302996462,-0.2622080464017925,47,165,40,11.0
130,3,0.8387342084084181,1.066229066733989,-0.22749485832557104,81,130,41,11.0
131,3,0.899886050147924,1.0272809223323993,-0.12739487218447532,48,167,37,11.0
132,3,0.93263474508244,1.220487952720109,-0.28785320763766886,97,116,39,11.0
133,3,0.9033495055582357,1.0977714477211804,-0.19442194216294473,73,129,50,11.0
134,3,0.9836671661990709,1.1018990775908863,-0.11823191139181544,36,185,31,11.0
135,3,0.6733575993286998,1.0289751641450182,-0.35561756481631845,50,166,36,11.0
136,3,0.8486703960705247,1.1317048486521306,-0.28303445258160587,64,144,44,11.0
137,3,0.9008558758458596,1.1550553769203278,-0.2541995010744682,52,158,42,11.0
138,3,0.6799786464568908,0.9058224163027656,-0.22584376984587484,59,154,39,11.0
139,3,0.961076526470945,1.1720124696917225,-0.21093594322077747,70,139,43,11.0
140,3,0.9247732740937897,1.1194117962754266,-0.1946385221816369,37,188,27,11.0
141,3,0.8858240366964835,1.0986326344576107,-0.21280859776112726,48,161,43,11.0
142,3,0.8435373369506467,1.1707377049180328,-0.32720036796738605,83,116,53,11.0
143,3,0.7917743648582122,1.1403406244782082,-0.348566259619996,74,135,43,11.0
144,3,1.0659560313543193,1.118255439555081,-0.05229940820076173,49,177,26,11.0
145,3,0.9265966057857129,1.233523544017078,-0.3069269382313651,57,156,39,11.0
146,3,0.8777949922308426,1.1203178206583417,-0.24252282842749917,63,155,34,11.0
147,3,0.9249460397113302,1.0642477019835508,-0.13930166227222063,44,173,35,10.0
148,3,1.3455441251950988,1.565593196709887,-0.22004907151478825,66,152,34,9.0
149,3,0.8747624103151017,1.1621803176431083,-0.28741790732800654,61,154,37,9.0
150,3,0.9153062945247357,1.1389392565729803,-0.22363296204824468,71,135,46,9.0
151,3,0.7267032511892743,0.8795629988224526,-0.15285974763317833,73,145,34,9.0
152,3,0.747324221703644,1.0431687094448452,-0.2958444877412012,57,162,33,9.0
153,3,0.9435038323677581,1.159065436675577,-0.2155616043078189,63,164,25,9.0
154,3,0.8479714810660675,1.0881527231892199,-0.2401812421231524,47,168,37,9.0
155,3,0.9723527838810688,1.2144030025803427,-0.2420502186992739,48,172,32,9.0
156,3,0.9095361334774597,1.1538797072650586,-0.24434357378759897,60,148,44,9.0
157,3,0.6774020209988721,0.6404100529100527,0.03699196808881944,80,131,41,10.0
158,3,0.8606441655793624,1.1605111899229557,-0.29986702434359325,32,188,32,10.0
159,3,0.9889292714999492,0.7884817441555033,0.20044752734444593,70,144,38,11.0
160,3,0.9664713980275781,1.2096530920060344,-0.24318169397845635,25,194,33,11.0
161,3,0.9629516073085757,1.0925540577218846,-0.12960245041330898,48,176,28,11.0
162,3,0.9941221400063227,1.154435770049679,-0.1603136300433563,49,174,29,11.0
163,3,0.7720698294910847,0.9292456033136413,-0.15717577382255654,48,158,46,11.0
164,3,0.9195483106513074,1.3950833042059918,-0.4755349935546844,70,152,30,11.0
165,3,0.8702192199313881,1.1759308589356547,-0.3057116390042667,36,186,30,11.0
166,3,0.8479640457209497,1.2905002294630563,-0.44253618374210657,81,144,27,11.0
167,3,0.8351821885229724,1.0862428584383772,-0.25106066991540477,49,171,32,11.0
168,3,0.8463220311561068,1.062748915833259,-0.2164268846771522,51,162,39,11.0
169,3,0.8222942199426908,1.1554483462448406,-0.3331541263021498,46,183,23,11.0
170,3,0.7251110490954803,1.0045268274087473,-0.279415778313267,32,187,33,11.0
171,3,0.6636170721626355,0.9179079617379713,-0.25429088957533574,45,179,28,11.0
172,3,0.9995538362256647,1.2129400099157166,-0.21338617369005186,33,194,25,11.0
173,3,0.8872701192510588,1.142922166590805,-0.2556520473397461,59,162,31,11.0
174,3,1.0440465412582725,1.1142960812772134,-0.0702495400189409,48,189,15,11.0
175,3,0.7709031130813808,0.984147264811659,-0.21324415173027822,48,173,31,11.0
176,3,0.8433793821656054,1.0853935992719563,-0.24201421710635096,33,199,20,11.0
177,3,0.9712870764401664,1.013340657615946,-0.04205358117577962,58,158,36,11.0
178,3,0.8888741072872645,1.208934561524946,-0.3200604542376816,41,178,33,10.0
179,3,0.9954528312194765,1.0000473933649283,-0.0045945621454518415,28,199,25,10.0
180,3,0.9102959852587098,1.0312942155638762,-0.12099823030516643,42,185,25,10.0
181,3,0.8783497218773582,1.1410887030660752,-0.2627389811887171,45,183,24,10.0
182,3,1.0062018282035956,1.1039499527169543,-0.09774812451335868,74,141,37,10.0
183,3,0.9627004357615946,1.0191838158353668,-0.05648338007377218,13,211,28,9.0
184,3,0.9884909035177717,0.929366197183098,0.059124706334673705,97,133,22,10.0
185,3,1.083404927767864,0.804805289042973,0.2785996387248909,72,155,25,11.0
186,3,1.0213171421873068,1.121232269503545,-0.0999151273162382,51,170,31,11.0
187,3,0.9265584965617459,1.161811856197558,-0.23525335963581195,91,129,32,11.0
188,3,0.7801101229961367,1.0505321527591445,-0.2704220297630078,31,191,30,11.0
189,3,0.9911196560592757,1.1398179955402896,-0.14869833948101396,25,200,27,11.0
190,3,0.8762023770256584,1.0365365743187138,-0.16033419729305542,35,203,14,11.0
191,3,1.0066467247190867,1.007788461538462,-0.0011417368193753497,23,214,15,11.0
192,3,0.9744210588718802,1.087730337078651,-0.11330927820677084,26,198,28,11.0
193,3,1.0515221463100444,1.1808458920758371,-0.12932374576579275,30,206,16,11.0
194,3,0.8713837023475771,1.1181721398738846,-0.24678843752630752,33,195,24,11.0
195,3,1.2441411395657622,1.027599120735978,0.2165420188297842,31,202,19,12.0
196,3,0.9234714862893783,1.046111014442317,-0.12263952815293866,15,212,25,11.0
197,3,0.9981305411157595,1.1918190702219735,-0.19368852910621404,42,188,22,11.0
