Episode,NumStateVars,TrainAgent,TrainMarket,TrainDifference,Holds,Buys,Shorts,Strategy Wins (%)
82,1,0.6296124905565545,1.099281953087604,-0.46966946253104935,129,60,63,
83,1,0.6577045577063956,1.0105644208037823,-0.3528598630973867,132,62,58,
84,1,0.8723914989080234,1.4285014091410373,-0.5561099102330139,140,50,62,
85,1,0.963938436383978,1.0976393941957865,-0.13370095781180846,136,61,55,
86,1,0.8319295014993674,1.1943950594179868,-0.36246555791861945,136,55,61,
87,1,0.8822026048219963,1.197821634704896,-0.3156190298828997,135,63,54,
88,1,0.7997424334969626,1.1098323516085185,-0.31008991811155584,135,59,58,
89,1,0.8745398237163403,1.139923529664478,-0.26538370594813776,139,60,53,
90,1,0.6235338528997416,1.116453351296734,-0.49291949839699245,139,58,55,
91,1,0.8633510241321776,1.1025463192311495,-0.23919529509897197,150,41,61,
92,1,0.8709726494659437,1.2011133200795234,-0.33014067061357977,144,54,54,
93,1,0.9142226758552808,1.1390591907256722,-0.22483651487039136,162,46,44,
94,1,0.7721964972113372,1.1787324946593885,-0.40653599744805125,142,48,62,
95,1,0.6774837882219502,0.9376490856082681,-0.2601652973863179,156,59,37,
96,1,0.626647000794151,0.6101242761402818,0.01652272465386928,134,57,61,
97,1,0.8767605482780512,1.120216503655873,-0.24345595537782194,130,64,58,
98,1,0.8381774507440266,1.2957039458323611,-0.45752649508833454,160,52,40,
99,1,0.7635545281543803,0.9924992787768058,-0.22894475062242547,157,45,50,
100,1,0.8187098772563516,1.0479213776308929,-0.2292115003745413,150,55,47,6.0
101,1,0.8542275146157716,1.4285014091410373,-0.5742738945252657,150,50,52,6.0
102,1,0.876412721848587,1.0253957504444262,-0.14898302859583923,156,50,46,6.0
103,1,0.7640754255970501,1.1312670190613492,-0.3671915934642991,143,63,46,5.0
104,1,0.8057287031665329,1.073796415602671,-0.26806771243613803,151,58,43,5.0
105,1,0.8847185816729689,1.2362386881676524,-0.35152010649468346,155,42,55,5.0
106,1,0.94697563872542,1.1645801097200732,-0.2176044709946532,159,46,47,5.0
107,1,0.7951855853493228,1.1412970304435615,-0.34611144509423863,148,57,47,5.0
108,1,0.8874432202395511,1.1460685091475282,-0.2586252889079771,166,46,40,5.0
109,1,0.8739709054765648,1.2672413793103456,-0.3932704738337809,151,42,59,5.0
110,1,0.8958416868563178,0.7845123091305699,0.11132937772574791,156,44,52,6.0
111,1,0.7795350561652346,1.2405130540376432,-0.4609779978724087,157,39,56,6.0
112,1,0.8786042656866396,1.1566794636399051,-0.2780751979532655,162,47,43,6.0
113,1,0.8385579752195725,1.1674300254452918,-0.3288720502257193,162,46,44,6.0
114,1,0.9399187913168446,0.93549471984933,0.0044240714675146675,160,42,50,7.0
115,1,0.9505279348352603,1.1462807172902396,-0.1957527824549793,170,42,40,7.0
116,1,0.7412331951570248,0.9933155080213893,-0.25208231286436455,160,41,51,7.0
117,1,0.983614488244192,1.0435978404807993,-0.059983352236607335,161,49,42,7.0
118,1,0.8844027427234958,1.0037119878170642,-0.11930924509356833,158,44,50,7.0
119,1,1.0104265498680018,0.8373050698710588,0.17312147999694305,161,45,46,8.0
120,1,0.8893423296991652,1.151575209546225,-0.2622328798470599,174,46,32,8.0
121,1,0.8242164599043675,1.2129400099157166,-0.38872355001134906,164,39,49,8.0
122,1,0.727907294220716,0.7710088906068788,-0.043101596386162844,167,48,37,8.0
123,1,0.9266006102731934,1.1923467660006775,-0.26574615572748406,177,37,38,8.0
124,1,0.958592966568621,1.1222556253985616,-0.16366265882994058,178,31,43,8.0
125,1,0.8275988890700464,1.0473679661163446,-0.21976907704629822,158,40,54,8.0
126,1,0.8375083331609429,1.220273215329825,-0.38276488216888216,166,45,41,8.0
127,1,0.4152259963224193,0.7036711891460493,-0.28844519282363,180,37,35,8.0
128,1,0.8396383937112695,1.3719731479261577,-0.5323347542148882,169,40,43,8.0
129,1,0.8026263084196842,1.1155463302996462,-0.31292002187996204,170,42,40,8.0
130,1,0.9152976254276127,1.066229066733989,-0.15093144130637637,168,43,41,8.0
131,1,0.7706401370096821,1.0272809223323993,-0.25664078532271717,184,31,37,8.0
132,1,0.9341584826433411,1.220487952720109,-0.2863294700767678,177,38,37,7.0
133,1,0.8408241430073693,1.0977714477211804,-0.2569473047138111,178,26,48,7.0
134,1,0.8400879081816087,1.1018990775908863,-0.2618111694092776,169,52,31,7.0
135,1,0.932687817118843,1.0289751641450182,-0.09628734702617525,178,39,35,7.0
136,1,0.8934083749782318,1.1317048486521306,-0.23829647367389883,173,35,44,7.0
137,1,0.9339968877984108,1.1550553769203278,-0.22105848912191695,178,38,36,7.0
138,1,0.904396555623952,0.9058224163027656,-0.001425860678813562,176,37,39,7.0
139,1,0.8678616376453856,1.1720124696917225,-0.30415083204633686,192,26,34,7.0
140,1,0.9175243968540793,1.1194117962754266,-0.20188739942134737,172,53,27,7.0
141,1,0.8764845082916012,1.0986326344576107,-0.22214812616600954,171,38,43,7.0
142,1,0.8937203046667551,1.1707377049180328,-0.27701740025127763,171,34,47,7.0
143,1,0.8993786114611769,1.1403406244782082,-0.24096201301703124,177,35,40,7.0
144,1,0.8072843423928505,1.118255439555081,-0.3109710971622305,192,34,26,7.0
145,1,0.822678996526857,1.233523544017078,-0.4108445474902209,177,36,39,7.0
146,1,0.8346367920387019,1.1203178206583417,-0.28568102861963984,182,37,33,7.0
147,1,0.8442590515583596,1.0642477019835508,-0.21998865042519122,184,33,35,7.0
148,1,0.7975309518445988,1.565593196709887,-0.7680622448652883,186,32,34,7.0
149,1,0.828044712922092,1.1621803176431083,-0.3341356047210162,175,40,37,7.0
150,1,0.8898180233757407,1.1389392565729803,-0.24912123319723967,178,35,39,7.0
151,1,0.9614515692635864,0.8795629988224526,0.08188857044113385,184,34,34,8.0
152,1,0.9194469075318986,1.0431687094448452,-0.12372180191294657,189,30,33,8.0
153,1,0.8171862243363108,1.159065436675577,-0.3418792123392662,199,28,25,8.0
154,1,0.7910068398864696,1.0881527231892199,-0.29714588330275027,181,40,31,8.0
155,1,0.8363449443637395,1.2144030025803427,-0.3780580582166032,198,22,32,8.0
156,1,0.8213916604075688,1.1538797072650586,-0.3324880468574898,183,27,42,8.0
157,1,0.8175231592228039,0.6404100529100527,0.17711310631275123,192,24,36,9.0
158,1,0.953926715187297,1.1605111899229557,-0.20658447473565866,183,37,32,9.0
159,1,0.9454131615891257,0.7884817441555033,0.15693141743362238,183,32,37,10.0
160,1,0.7986709778286062,1.2096530920060344,-0.41098211417742825,185,34,33,10.0
161,1,0.878437365725211,1.0925540577218846,-0.2141166919966736,193,31,28,10.0
162,1,0.9049312312192265,1.154435770049679,-0.24950453883045254,188,35,29,10.0
163,1,0.9067486013906482,0.9292456033136413,-0.022497001922993087,191,32,29,10.0
164,1,0.8943432550333266,1.3950833042059918,-0.5007400491726652,186,36,30,10.0
165,1,0.9216518246423974,1.1759308589356547,-0.2542790342932574,193,29,30,10.0
166,1,1.0544727979016053,1.2905002294630563,-0.236027431561451,186,39,27,10.0
167,1,0.9009444230400974,1.0862428584383772,-0.18529843539827984,198,22,32,10.0
168,1,0.9617799504941184,1.062748915833259,-0.10096896533914068,200,23,29,10.0
169,1,0.8713847313710407,1.1554483462448406,-0.28406361487379994,200,29,23,10.0
170,1,0.8446653631445166,1.0045268274087473,-0.15986146426423076,188,31,33,9.0
171,1,0.9169212656032764,0.9179079617379713,-0.000986696134694931,190,34,28,9.0
172,1,0.9172053148934972,1.2129400099157166,-0.2957346950222194,204,23,25,9.0
173,1,0.8820860197321463,1.142922166590805,-0.26083614685865864,199,24,29,9.0
174,1,0.8853172011434426,1.1142960812772134,-0.22897888013377077,203,34,15,8.0
175,1,0.8938170484564845,0.984147264811659,-0.09033021635517458,206,15,31,8.0
176,1,0.8519688902313994,1.0853935992719563,-0.2334247090405569,207,25,20,8.0
177,1,0.9483926336219664,1.013340657615946,-0.0649480239939797,200,27,25,8.0
178,1,0.9144749572506974,1.208934561524946,-0.29445960427424867,194,25,33,8.0
179,1,0.8752127702061397,1.0000473933649283,-0.12483462315878857,204,23,25,8.0
180,1,0.8394816095055878,1.0312942155638762,-0.19181260605828843,195,35,22,8.0
181,1,0.966845054824486,1.1410887030660752,-0.17424364824158922,204,29,19,7.0
182,1,0.8929341520738765,1.1039499527169543,-0.2110158006430778,190,36,26,7.0
183,1,0.8168192757167343,1.0191838158353668,-0.20236454011863247,194,30,28,7.0
184,1,1.002924217629046,0.929366197183098,0.07355802044594806,221,17,14,8.0
185,1,0.9330870359678438,0.804805289042973,0.12828174692487082,208,19,25,9.0
186,1,0.9442067906614454,1.121232269503545,-0.17702547884209963,211,17,24,9.0
187,1,0.9373361233958476,1.161811856197558,-0.2244757328017103,209,20,23,9.0
188,1,0.8761720074784565,1.0505321527591445,-0.174360145280688,208,14,30,9.0
189,1,0.9377553579562288,1.1398179955402896,-0.20206263758406084,211,15,26,9.0
190,1,0.8840454038742437,1.0365365743187138,-0.15249117044447014,215,23,14,9.0
191,1,0.8371819196862973,1.007788461538462,-0.17060654185216473,204,33,15,9.0
192,1,0.8065362218389612,1.087730337078651,-0.28119411523968985,206,18,28,9.0
193,1,0.9281115852875045,1.1808458920758371,-0.25273430678833264,216,20,16,9.0
194,1,0.8675973261394977,1.1181721398738846,-0.25057481373438695,205,23,24,9.0
195,1,0.9041136355709553,1.027599120735978,-0.12348548516502278,219,14,19,9.0
196,1,0.92947695070274,1.046111014442317,-0.11663406373957697,203,24,25,8.0
197,1,0.9309744530110609,1.1918190702219735,-0.2608446172109127,208,22,22,8.0
198,1,0.9045637515592446,1.1344571868541535,-0.2298934352949089,213,22,17,8.0
199,1,0.8934488998928799,1.161725296694883,-0.2682763968020031,209,22,21,8.0
200,1,0.9079136504844442,1.3852562484221163,-0.4773425979376721,225,14,13,8.0
201,1,0.8312732131367497,1.224692737430167,-0.3934195242934173,216,20,16,8.0
202,1,1.1649808521519984,0.6187518485655117,0.5462290035864867,220,15,17,9.0
203,1,0.9826846430195442,1.0519927169735,-0.06930807395395577,224,20,8,9.0
204,1,0.8964467638618164,1.3359981189748418,-0.43955135511302534,216,19,17,9.0
205,1,0.9080736264745107,1.0791459220859227,-0.17107229561141202,224,18,10,9.0
206,1,0.9761685225145976,0.7603677621283252,0.21580076038627238,222,14,16,10.0
207,1,0.9722059208731688,1.1069318345582948,-0.134725913685126,219,15,18,10.0
208,1,0.8585498661154968,1.0151735765192735,-0.15662371040377676,230,7,15,10.0
209,1,0.8845277310359365,1.2265254505216574,-0.3419977194857209,231,8,13,10.0
210,1,0.8886976831819136,1.0388224154256676,-0.150124732243754,228,14,10,9.0
211,1,0.890288793754208,1.1202543142597625,-0.22996552050555452,228,15,9,9.0
212,1,0.918451639383157,1.0723568668774148,-0.15390522749425783,233,7,12,9.0
213,1,0.961075988766505,1.17703217515032,-0.21595618638381509,229,15,8,9.0
214,1,0.9537132898910811,0.9956530428699929,-0.04193975297891184,223,11,18,8.0
215,1,0.8796582731832052,1.0871236386931455,-0.20746536550994032,223,15,14,8.0
216,1,1.0289291913437262,1.0145282153234436,0.014400976020282563,223,12,17,9.0
217,1,0.863756771460331,1.0290258740746163,-0.1652691026142853,228,13,11,9.0
218,1,1.0124537461429877,0.9061349693251534,0.1063187768178343,228,13,11,10.0
219,1,0.9186303985140042,1.096358043068374,-0.17772764455436973,221,15,16,9.0
220,1,0.9791037022331243,0.9963102590839827,-0.01720655685085848,230,12,10,9.0
221,1,0.8802933068695263,1.1429915718844614,-0.2626982650149351,227,8,17,9.0
222,1,0.9445167299083675,1.277251519864272,-0.33273478995590444,234,13,5,9.0
223,1,0.9643293187340526,1.0919478855190092,-0.12761856678495664,228,15,9,9.0
224,1,1.0323285303892926,0.6067490074988955,0.42557952289039713,226,17,9,10.0
225,1,0.8950064767200306,1.1918190702219735,-0.2968125935019429,233,10,9,10.0
226,1,0.9209021010589208,1.0018946570670704,-0.08099255600814959,228,13,11,10.0
227,1,0.9652774005062853,1.1658949243098844,-0.2006175238035991,230,12,10,10.0
228,1,0.9434717415879544,1.1568378365173204,-0.21336609492936598,237,11,4,10.0
229,1,0.9536799241938573,1.0909836065573761,-0.13730368236351886,235,7,10,10.0
230,1,1.0855336318443105,0.7779705117085854,0.30756312013572507,244,6,2,11.0
231,1,0.933023786741027,0.9279889271285344,0.005034859612492615,236,6,10,12.0
232,1,0.925206556986664,1.175609184629802,-0.25040262764313803,237,8,7,12.0
233,1,0.9589003732946677,1.1367784324972616,-0.17787805920259392,243,4,5,12.0
234,1,1.0690890527680816,1.0888702773124903,-0.01978122454440867,236,10,6,12.0
235,1,0.9783430835724412,1.439113049800074,-0.4607699662276328,241,5,6,12.0
236,1,0.968420955683607,1.1183713143968028,-0.14995035871319584,238,9,5,12.0
237,1,0.9004193538615117,1.2578238875075005,-0.3574045336459888,241,8,3,12.0
238,1,0.9228379438825439,1.131684027777777,-0.20884608389523318,235,3,14,12.0
239,1,0.9629756424881681,1.2736660929432015,-0.3106904504550334,245,4,3,12.0
240,1,0.909921594109508,1.1564504258227313,-0.24652883171322326,239,4,9,12.0
241,1,0.9911290146904451,1.1528851614030506,-0.16175614671260552,240,6,6,12.0
242,1,0.969904431870082,1.018792149731,-0.048887717860917945,246,6,0,12.0
243,1,0.9699311689357597,1.124443962243681,-0.15451279330792134,243,5,4,12.0
244,1,0.9708515167147063,1.2500110546097714,-0.2791595378950651,249,1,2,12.0
245,1,0.9674016632721942,0.9991658451505275,-0.0317641818783333,249,1,2,12.0
246,1,0.9333366713541567,1.2651455546813526,-0.33180888332719594,247,1,4,12.0
247,1,0.9710071855295664,1.0576564962039807,-0.08664931067441428,250,1,1,12.0
248,1,0.9031419978074741,1.303304715982593,-0.40016271817511895,245,5,2,12.0
249,1,0.9569359795344945,1.2787732598208132,-0.32183728028631875,249,2,1,12.0
250,1,0.9734563963731346,1.0570719602977658,-0.08361556392463121,251,0,1,12.0
251,1,0.9750105125249701,0.6219557059818993,0.35305480654307075,251,0,1,12.0
252,1,0.9758997257688005,0.8354464709471824,0.14045325482161808,249,2,1,13.0
253,1,0.9752111619411448,1.0822388672275822,-0.10702770528643746,252,0,0,13.0
254,1,0.9741660116726518,1.1169026169026146,-0.1427366052299628,251,1,0,13.0
255,1,0.9812053492733369,1.1518673780487807,-0.17066202877544379,251,1,0,13.0
256,1,0.9682974872907348,0.9981065626538427,-0.02980907536310784,251,1,0,13.0
257,1,0.986640708440652,1.1488364235333866,-0.16219571509273456,251,0,1,12.0
258,1,0.982090787414256,1.0257347771058933,-0.0436439896916373,250,2,0,12.0
259,1,0.974372321745763,1.2544424414112767,-0.28007011966551365,248,4,0,11.0
260,1,0.9752111619411448,0.9058399619280706,0.06937120001307417,252,0,0,12.0
261,1,0.9906495180987764,1.112410841654778,-0.12176132355600155,250,1,1,12.0
262,1,0.9942413622894964,1.0472551779609909,-0.053013815671494435,249,2,1,12.0
263,1,0.9752111619411448,1.1317048486521306,-0.15649368671098585,252,0,0,12.0
264,1,0.9784918281228011,1.1157007914220052,-0.13720896329920407,251,1,0,12.0
265,1,0.9802598423909229,1.2076239426062723,-0.22736410021534936,250,1,1,12.0
266,1,0.9752111619411448,1.0962765957446807,-0.12106543380353596,252,0,0,12.0
267,1,0.9834994356150049,1.1025463192311495,-0.11904688361614468,250,1,1,12.0
268,1,0.9644938689578504,1.1095914585723123,-0.14509758961446195,251,0,1,12.0
269,1,0.9485966177044746,1.1302008336491076,-0.18160421594463305,249,1,2,12.0
270,1,0.9752111619411448,1.1021990863699163,-0.1269879244287715,252,0,0,12.0
271,1,0.9735483857505816,1.171917928333433,-0.19836954258285133,250,2,0,12.0
272,1,0.9669497143180492,1.0551232919134443,-0.08817357759539513,247,2,3,12.0
273,1,0.985475564110999,1.2338488317600582,-0.2483732676490592,250,1,1,12.0
274,1,0.9752111619411448,1.1215369918267708,-0.14632582988562604,252,0,0,12.0
275,1,0.9632995882108022,1.1499323024299861,-0.18663271421918393,248,3,1,12.0
276,1,0.9696471146487179,1.0676735165470006,-0.09802640189828271,251,0,1,12.0
277,1,0.9752111619411448,1.120086117534484,-0.1448749555933393,252,0,0,12.0
278,1,0.986753091102182,1.1046693984924343,-0.11791630739025227,251,1,0,12.0
279,1,0.9752111619411448,1.0030785511568627,-0.027867389215717964,252,0,0,12.0
280,1,0.9755304706604355,1.0854812398042393,-0.10995076914380375,251,0,1,12.0
281,1,0.9939740427657312,1.11867179193588,-0.12469774917014875,250,0,2,12.0
282,1,0.9752111619411448,1.1348158443363439,-0.1596046823951991,252,0,0,12.0
283,1,0.9689927305516062,1.0458819432352418,-0.07688921268363558,250,1,1,12.0
284,1,0.9681882909309275,1.3719731479261577,-0.40378485699523015,250,1,1,11.0
285,1,0.9752111619411448,0.6299637706897766,0.34524739125136816,252,0,0,11.0
286,1,0.9708678847306311,1.2221946529371652,-0.2513267682065341,251,1,0,11.0
287,1,0.9655607536587933,1.1295681063122909,-0.16400735265349753,250,2,0,11.0
288,1,0.9752111619411448,1.2100912200684144,-0.23488005812726964,252,0,0,11.0
289,1,0.9900954017006823,1.0693728903890556,-0.07927748868837325,248,2,2,11.0
290,1,0.9752111619411448,1.2118567945592202,-0.23664563261807547,252,0,0,11.0
291,1,0.9714182257895252,1.395528700906346,-0.42411047511682076,251,0,1,11.0
292,1,0.966286719180874,0.6576244776542243,0.3086622415266498,251,1,0,12.0
293,1,0.9752111619411448,0.943132898208581,0.03207826373256373,252,0,0,13.0
294,1,0.9785697201620684,1.224705805009535,-0.24613608484746652,251,1,0,13.0
295,1,0.9783753285900222,1.0140866558177395,-0.035711327227717304,251,1,0,13.0
296,1,1.0009444683419169,1.1906156405990032,-0.1896711722570863,250,0,2,13.0
297,1,0.9751311617481574,1.2253120210203627,-0.25018085927220535,250,1,1,13.0
298,1,0.9880419296369419,1.0975063245392116,-0.10946439490226967,251,1,0,13.0
299,1,0.9752111619411448,1.133750339951048,-0.15853917800990325,252,0,0,13.0
300,1,0.9797030631266781,1.0979634066652166,-0.11826034353853854,251,1,0,13.0
301,1,0.9729247194792867,1.131437927954748,-0.15851320847546124,251,0,1,13.0
302,1,0.9811934240848693,1.125176233635447,-0.14398280955057763,251,1,0,12.0
303,1,0.9752111619411448,1.104272991093763,-0.1290618291526182,252,0,0,12.0
304,1,0.9626015082699889,1.256794398855679,-0.29419289058569,250,1,1,12.0
305,1,0.9693582031105733,1.1050166084660602,-0.1356584053554869,251,0,1,12.0
306,1,0.9608767214408178,1.1488364235333866,-0.18795970209256874,249,1,2,11.0
307,1,1.0080350156301885,0.5234857420384376,0.48454927359175093,250,0,2,12.0
308,1,0.9752111619411448,1.2421944332392076,-0.2669832712980629,252,0,0,12.0
309,1,0.9629246136264803,1.1297989031078595,-0.16687428948137917,251,1,0,12.0
310,1,0.9825002688321156,1.055704025388342,-0.07320375655622646,250,1,1,12.0
311,1,0.9764171198890734,1.007722321573727,-0.03130520168465356,250,0,2,12.0
312,1,0.9752111619411448,0.9312206906352164,0.04399047130592837,252,0,0,13.0
313,1,0.9729764993885496,1.1927143450759512,-0.21973784568740162,251,0,1,13.0
314,1,0.9742479015576839,1.112891137343077,-0.13864323578539306,251,0,1,13.0
315,1,0.9729850387758437,0.9357692827232201,0.037215756052623616,251,1,0,14.0
316,1,0.9816753192543775,1.1228643025286633,-0.14118898327428586,249,1,2,13.0
317,1,0.9752111619411448,1.0813399528609393,-0.10612879091979455,252,0,0,13.0
318,1,0.977142600626807,1.0892613170598426,-0.11211871643303561,250,2,0,12.0
319,1,0.9752111619411448,1.073523438134697,-0.0983122761935522,252,0,0,12.0
320,1,0.9414109403803415,1.1097966990153714,-0.16838575863502991,249,1,2,12.0
321,1,0.9914957971878265,1.028388928317955,-0.03689313113012849,251,0,1,12.0
322,1,0.9752111619411448,1.1842627568986517,-0.20905159495750691,252,0,0,12.0
323,1,0.9752111619411448,1.0888702773124903,-0.11365911537134554,252,0,0,12.0
324,1,0.9752111619411448,1.0351968444208448,-0.05998568247970004,252,0,0,11.0
325,1,0.977849156898717,1.2049246231155755,-0.22707546621685848,251,1,0,11.0
326,1,0.9752111619411448,0.7845123091305699,0.19069885281057486,252,0,0,12.0
327,1,0.9770055549501137,0.9295018783236556,0.04750367662645805,251,1,0,13.0
328,1,0.9752111619411448,1.064600179694521,-0.08938901775337627,252,0,0,13.0
329,1,0.9703471054072365,1.1328580686973446,-0.16251096329010817,251,1,0,13.0
330,1,0.9855352098723502,1.1815251763561168,-0.19598996648376654,251,1,0,12.0
331,1,0.9752111619411448,0.6288272674754474,0.3463838944656974,252,0,0,12.0
332,1,0.9849627571481343,1.1583343420893355,-0.1733715849412012,251,0,1,12.0
333,1,0.9789720425648347,1.2057954545454534,-0.22682341198061873,251,1,0,12.0
334,1,0.9752111619411448,1.1514729901397378,-0.17626182819859304,252,0,0,12.0
335,1,0.9752111619411448,1.111530218602657,-0.13631905666151223,252,0,0,12.0
336,1,0.9768973350699363,1.1377021137946495,-0.16080477872471322,251,0,1,12.0
337,1,0.9813654306174111,1.059596051082329,-0.07823062046491791,250,0,2,12.0
338,1,0.9752915669709858,1.1965187210769888,-0.2212271541060029,251,0,1,12.0
339,1,0.9791111713684942,0.704793190981036,0.27431798038745825,251,1,0,13.0
340,1,0.9706812111452734,1.1613216715257553,-0.19064046038048188,251,0,1,13.0
