Episode,NumStateVars,TradeCost,TimeCost,EpsilonSteps,TrainAgent,TrainMarket,TrainDifference,Holds,Buys,Shorts,Strategy Wins (%)
1,7,0,0,250,0.8449763618605891,1.1976076178484298,-0.35263125598784073,82,79,91,
2,7,0,0,250,0.9869287039497289,1.1162060301507533,-0.1292773262010244,88,75,89,
3,7,0,0,250,0.708736261870299,0.7832117945466063,-0.07447553267630724,87,65,100,
4,7,0,0,250,1.2439074768083507,0.9131228802504562,0.3307845965578945,89,75,88,
5,7,0,0,250,0.9136503135955247,0.9404499008122172,-0.02679958721669251,87,69,96,
6,7,0,0,250,1.0107147295872148,1.1486687455025182,-0.13795401591530343,68,94,90,
7,7,0,0,250,1.003012272144997,1.1377021137946495,-0.13468984164965248,82,95,75,
8,7,0,0,250,0.8341162712686155,1.1217927898668387,-0.2876765185982232,91,80,81,
9,7,0,0,250,1.2960787267673322,1.008227631127871,0.2878510956394611,84,95,73,
10,7,0,0,250,0.9164416113660258,1.154904259476356,-0.23846264811033036,78,84,90,
11,7,0,0,250,1.0454075894157144,1.1516774167376571,-0.10626982732194268,87,87,78,
12,7,0,0,250,0.8652890078925247,1.1401073619631894,-0.2748183540706647,87,75,90,
13,7,0,0,250,0.9124145837442164,1.2234120875443422,-0.3109975038001258,109,70,73,
14,7,0,0,250,1.2531638789880275,1.22010485146043,0.033059027527597484,98,79,75,
15,7,0,0,250,1.0864639377472727,1.1155463302996462,-0.029082392552373548,88,81,83,
16,7,0,0,250,1.0487107229623094,1.0746105764460776,-0.02589985348376822,103,64,85,
17,7,0,0,250,1.0898132767577158,1.1138455929268056,-0.02403231616908985,82,90,80,
18,7,0,0,250,1.1118709667134388,1.1053906085491692,0.006480358164269617,83,83,86,
19,7,0,0,250,0.8401803441842549,0.9896287175601445,-0.14944837337588956,71,98,83,
20,7,0,0,250,1.1153156309054866,1.0935397039030974,0.021775927002389173,73,92,87,
21,7,0,0,250,0.9228607723737675,1.146934401263468,-0.2240736288897004,86,99,67,
22,7,0,0,250,1.373028600161896,1.11778614589719,0.25524245426470604,91,80,81,
23,7,0,0,250,1.107378165402222,1.1558700209643595,-0.04849185556213764,74,87,91,
24,7,0,0,250,0.8610012320624384,1.2592695266477238,-0.39826829458528545,81,88,83,
25,7,0,0,250,1.0167769615663036,1.028297931805477,-0.011520970239173423,78,81,93,
26,7,0,0,250,1.034884003268372,1.1592435716424936,-0.12435956837412165,78,92,82,
27,7,0,0,250,1.094650652082536,1.0600975448458296,0.03455310723670646,73,101,78,
