Episode,NumStateVars,TradeCost,TimeCost,EpsilonSteps,TrainAgent,TrainMarket,TrainDifference,Holds,Buys,Shorts,Strategy Wins (%)
110,1,0.001,0.0001,250,0.8514056425539892,0.9690218824149744,-0.11761623986098524,154,46,52,0.0
111,1,0.001,0.0001,250,0.8434930619015036,1.0180728125814587,-0.17457975067995501,158,36,58,0.0
112,1,0.001,0.0001,250,0.8436934764987988,0.9867580686366344,-0.14306459213783562,165,48,39,0.0
113,1,0.001,0.0001,250,0.8384262733567437,0.9862954662989128,-0.14786919294216916,158,46,48,0.0
114,1,0.001,0.0001,250,0.8485257479333318,0.9813683769541166,-0.1328426290207848,160,43,49,0.0
115,1,0.001,0.0001,250,0.8588469890450687,1.0092202437587783,-0.15037325471370955,168,41,43,0.0
116,1,0.001,0.0001,250,0.8601494160426607,1.007933930311324,-0.14778451426866324,160,45,47,0.0
117,1,0.001,0.0001,250,0.8418717448213778,1.0113879464961006,-0.1695162016747228,159,48,45,0.0
118,1,0.001,0.0001,250,0.8508151459220791,1.0053819870921628,-0.15456684117008368,157,47,48,0.0
119,1,0.001,0.0001,250,0.8553279670379368,1.0005753862546618,-0.14524741921672502,167,40,45,0.0
120,1,0.001,0.0001,250,0.8768298180062101,1.0099939430648095,-0.13316412505859943,174,46,32,0.0
121,1,0.001,0.0001,250,0.8523630180307911,1.003260373917008,-0.150897355886217,165,41,46,0.0
122,1,0.001,0.0001,250,0.8458008094559414,1.0212269753179741,-0.17542616586203275,162,50,40,0.0
123,1,0.001,0.0001,250,0.8736462753159954,1.0115884556069632,-0.13794218029096783,180,34,38,0.0
124,1,0.001,0.0001,250,0.8540527956324228,0.9963651141263847,-0.14231231849396198,177,31,44,0.0
125,1,0.001,0.0001,250,0.8683488295699363,0.989544789605028,-0.1211959600350917,160,41,51,0.0
126,1,0.001,0.0001,250,0.8579544432296162,1.027815557407976,-0.1698611141783597,168,43,41,0.0
127,1,0.001,0.0001,250,0.8647852684901285,0.9973093021269341,-0.13252403363680565,183,37,32,0.0
128,1,0.001,0.0001,250,0.8536403898375082,0.9902093622973019,-0.1365689724597937,164,41,47,0.0
129,1,0.001,0.0001,250,0.8404028387849258,0.9984988400127376,-0.15809600122781176,168,46,38,0.0
130,1,0.001,0.0001,250,0.8510135012545391,1.0202633085289068,-0.16924980727436767,167,43,42,0.0
131,1,0.001,0.0001,250,0.8772888340049915,0.9941915926483357,-0.1169027586433442,189,29,34,0.0
132,1,0.001,0.0001,250,0.8667009884315988,0.990846486162795,-0.12414549773119621,175,37,40,0.0
133,1,0.001,0.0001,250,0.8764396056815627,1.0137838742054204,-0.13734426852385773,180,28,44,0.0
134,1,0.001,0.0001,250,0.8586823479541433,1.0091647083956412,-0.15048236044149788,167,53,32,0.0
135,1,0.001,0.0001,250,0.8880914512049021,1.0151399433936845,-0.12704849218878245,179,38,35,0.0
136,1,0.001,0.0001,250,0.8644403560819729,0.9939163165266099,-0.12947596044463705,171,37,44,0.0
137,1,0.001,0.0001,250,0.856966823568267,0.9996798975672204,-0.1427130739989534,175,38,39,0.0
138,1,0.001,0.0001,250,0.8798829337539192,1.0159600889791165,-0.13607715522519725,184,35,33,0.0
139,1,0.001,0.0001,250,0.866959019698865,1.0198362228618603,-0.15287720316299525,187,31,34,0.0
140,1,0.001,0.0001,250,0.8526362528867266,0.9877906976744215,-0.1351544447876949,172,49,31,0.0
141,1,0.001,0.0001,250,0.8662098821819906,1.0033385826771668,-0.13712870049517623,175,35,42,0.0
142,1,0.001,0.0001,250,0.8672561827516932,1.002822623757085,-0.13556644100539172,170,36,46,0.0
143,1,0.001,0.0001,250,0.8615238045408049,0.985763505168043,-0.1242397006272381,179,35,38,0.0
144,1,0.001,0.0001,250,0.8690424306601592,1.0218066519994813,-0.1527642213393221,190,34,28,0.0
145,1,0.001,0.0001,250,0.8562985682305571,1.0158638847711143,-0.15956531654055728,178,36,38,0.0
146,1,0.001,0.0001,250,0.8823967188060597,1.0139158576051777,-0.13151913879911792,181,34,37,0.0
147,1,0.001,0.0001,250,0.8647722013009504,0.9874774342451034,-0.12270523294415292,183,33,36,0.0
148,1,0.001,0.0001,250,0.8683486862165066,0.9760557533917374,-0.10770706717523082,184,34,34,0.0
149,1,0.001,0.0001,250,0.8608879435721873,0.985557823577182,-0.12466988000499468,178,38,36,0.0
150,1,0.001,0.0001,250,0.8655406727924662,0.9951152304609205,-0.12957455766845438,175,31,46,0.0
151,1,0.001,0.0001,250,0.8642405123702076,1.0156784492588387,-0.15143793688863105,180,34,38,0.0
152,1,0.001,0.0001,250,0.8894716131477486,1.0179174817712968,-0.12844586862354823,193,29,30,0.0
153,1,0.001,0.0001,250,0.8865184320235842,0.99804406233208,-0.11152563030849583,192,32,28,0.0
154,1,0.001,0.0001,250,0.8723360789184309,1.0248500617392846,-0.1525139828208537,182,39,31,0.0
155,1,0.001,0.0001,250,0.8945818127922511,1.0041782420268928,-0.10959642923464163,197,22,33,0.0
156,1,0.001,0.0001,250,0.8814580413278261,0.9757518673471629,-0.09429382601933678,186,26,40,0.0
157,1,0.001,0.0001,250,0.886218597326227,1.044872542388693,-0.1586539450624661,186,26,40,0.0
158,1,0.001,0.0001,250,0.9013550593726961,0.9920849198107751,-0.09072986043807896,188,34,30,0.0
159,1,0.001,0.0001,250,0.8788938840481062,0.9831984114861764,-0.10430452743807017,185,27,40,0.0
160,1,0.001,0.0001,250,0.8785279377421112,1.0220403300533913,-0.1435123923112801,186,36,30,0.0
161,1,0.001,0.0001,250,0.8894577666128697,0.9866536880813292,-0.09719592146845957,195,34,23,0.0
162,1,0.001,0.0001,250,0.8720519376998972,0.9830587635869564,-0.11100682588705924,184,35,33,0.0
163,1,0.001,0.0001,250,0.8856512344379055,0.9618332378980743,-0.07618200346016879,191,32,29,0.0
164,1,0.001,0.0001,250,0.8777573717469805,1.0020217391304358,-0.12426436738345525,190,31,31,0.0
165,1,0.001,0.0001,250,0.8788039015573595,0.9951466689472341,-0.11634276738987459,192,32,28,0.0
166,1,0.001,0.0001,250,0.878523754884449,1.0008528504887477,-0.12232909560429872,190,34,28,0.0
167,1,0.001,0.0001,250,0.9019014689858761,0.9984988400127376,-0.0965973710268615,199,25,28,0.0
168,1,0.001,0.0001,250,0.9014049481343986,1.0208001396861435,-0.11939519155174483,201,22,29,0.0
169,1,0.001,0.0001,250,0.8985607890588674,1.0217156224483033,-0.12315483338943589,197,32,23,0.0
170,1,0.001,0.0001,250,0.8888974242020972,0.9932997975328225,-0.10440237333072533,196,26,30,0.0
171,1,0.001,0.0001,250,0.8754650563679546,1.0073781009409752,-0.13191304457302067,191,34,27,0.0
172,1,0.001,0.0001,250,0.9044163853179555,1.0164341505259817,-0.1120177652080262,198,27,27,0.0
173,1,0.001,0.0001,250,0.9061894318692625,0.9832412234578105,-0.07705179158854802,206,18,28,0.0
174,1,0.001,0.0001,250,0.9048671326153513,1.0028107831864037,-0.09794365057105237,204,33,15,0.0
175,1,0.001,0.0001,250,0.9049938715591851,0.9687312730074472,-0.06373740144826212,212,11,29,0.0
176,1,0.001,0.0001,250,0.9024503358701133,0.9870577138219239,-0.08460737795181061,205,27,20,0.0
177,1,0.001,0.0001,250,0.8689997591360064,0.9973686016978235,-0.12836884256181713,193,29,30,0.0
178,1,0.001,0.0001,250,0.894774568345142,0.9990610128257102,-0.10428644448056823,196,25,31,0.0
179,1,0.001,0.0001,250,0.9003439480779654,0.9881468319320446,-0.0878028838540792,207,20,25,0.0
180,1,0.001,0.0001,250,0.8813439358129147,1.0093307593307574,-0.12798682351784274,193,34,25,0.0
181,1,0.001,0.0001,250,0.8886434650407727,1.0237156851577616,-0.13507222011698883,195,32,25,0.0
182,1,0.001,0.0001,250,0.897594578273192,0.9934782608695659,-0.09588368259637392,196,33,23,0.0
183,1,0.001,0.0001,250,0.8860604059054278,0.9996850790451606,-0.11362467313973279,195,30,27,0.0
184,1,0.001,0.0001,250,0.9252578075759506,0.9840023513604312,-0.058744543784480685,220,15,17,0.0
185,1,0.001,0.0001,250,0.915491671163725,1.0179003597514449,-0.1024086885877199,212,19,21,0.0
186,1,0.001,0.0001,250,0.9063924784927484,1.0014250089063068,-0.09503253041355841,207,16,29,0.0
187,1,0.001,0.0001,250,0.9102830305247611,0.9829845743995186,-0.07270154387475747,208,22,22,0.0
188,1,0.001,0.0001,250,0.9038348872866662,1.0059076715334632,-0.102072784246797,206,12,34,0.0
189,1,0.001,0.0001,250,0.9120975445474608,1.0026616698251782,-0.0905641252777174,215,15,22,0.0
190,1,0.001,0.0001,250,0.912906579023921,1.0123329021129808,-0.09942632308905974,210,25,17,0.0
191,1,0.001,0.0001,250,0.9084904790984858,0.9968674858264758,-0.08837700672798998,206,30,16,0.0
192,1,0.001,0.0001,250,0.9076283753878056,0.9671099767150274,-0.0594816013272218,206,20,26,0.0
193,1,0.001,0.0001,250,0.9222118425613317,0.9958025447072727,-0.07359070214594099,214,19,19,0.0
194,1,0.001,0.0001,250,0.9099009648271617,0.9975373677673566,-0.08763640294019492,210,21,21,0.0
195,1,0.001,0.0001,250,0.916184519324816,0.9751808348264647,-0.05899631550164863,215,16,21,0.0
196,1,0.001,0.0001,250,0.9279253037923707,1.0092088740058571,-0.08128357021348642,211,20,21,0.0
197,1,0.001,0.0001,250,0.9074749299977162,0.9882556585376555,-0.08078072853993934,207,22,23,0.0
198,1,0.001,0.0001,250,0.9253699702655916,0.9964709584607082,-0.07110098819511657,216,18,18,0.0
199,1,0.001,0.0001,250,0.910732017814884,1.013843281179577,-0.103111263364693,211,23,18,0.0
200,1,0.001,0.0001,250,0.9246405242598267,0.988807743831293,-0.06416721957146632,219,17,16,0.0
201,1,0.001,0.0001,250,0.922532716469521,1.0251356438932568,-0.10260292742373589,218,19,15,0.0
202,1,0.001,0.0001,250,0.9298183997191206,0.9548553448125165,-0.025036945093395935,220,15,17,0.0
203,1,0.001,0.0001,250,0.929866630721787,0.9853640921063821,-0.055497461384595104,224,17,11,0.0
204,1,0.001,0.0001,250,0.9251775016760908,0.9766307480821244,-0.05145324640603355,217,20,15,0.0
205,1,0.001,0.0001,250,0.9349056233824122,1.013899947676139,-0.07899432429372677,224,18,10,0.0
206,1,0.001,0.0001,250,0.9250941452442363,1.0115710979686303,-0.08647695272439404,218,18,16,0.0
207,1,0.001,0.0001,250,0.9223962105739268,0.9980179450565834,-0.07562173448265652,220,12,20,0.0
208,1,0.001,0.0001,250,0.946885204033532,1.0102171711488697,-0.06333196711533762,233,6,13,0.0
209,1,0.001,0.0001,250,0.9402744036358769,0.9892287415352445,-0.04895433789936765,229,10,13,0.0
210,1,0.001,0.0001,250,0.9263452601891964,0.9936685923809941,-0.06732333219179776,224,17,11,0.0
211,1,0.001,0.0001,250,0.9348610156454211,0.9776872373557468,-0.042826221710325685,228,16,8,0.0
212,1,0.001,0.0001,250,0.9466524806515213,0.994545532023694,-0.0478930513721727,234,8,10,0.0
213,1,0.001,0.0001,250,0.9356906472707771,1.0036330799277584,-0.0679424326569813,228,14,10,0.0
214,1,0.001,0.0001,250,0.9187212521791707,0.9680788047651431,-0.04935755258597241,223,11,18,0.0
215,1,0.001,0.0001,250,0.927537472556552,1.0265936386432617,-0.09905616608670975,223,16,13,0.0
216,1,0.001,0.0001,250,0.9371803096137309,0.9997648467228195,-0.06258453710908862,228,10,14,0.0
217,1,0.001,0.0001,250,0.938671623615158,0.9930013229206688,-0.05432969930551079,229,13,10,0.0
218,1,0.001,0.0001,250,0.9376209752120184,1.0069838964589288,-0.06936292124691046,227,14,11,0.0
219,1,0.001,0.0001,250,0.9331234730743995,1.001784327308605,-0.06866085423420543,224,12,16,0.0
220,1,0.001,0.0001,250,0.9401681590954889,0.9868630060533213,-0.04669484695783244,227,14,11,0.0
221,1,0.001,0.0001,250,0.9332444681603674,0.994943387930087,-0.06169891976971953,229,9,14,0.0
222,1,0.001,0.0001,250,0.9373882588947158,0.9893971909992998,-0.052008932104584016,229,15,8,0.0
223,1,0.001,0.0001,250,0.9452930714042131,0.9850698585789734,-0.0397767871747603,233,12,7,0.0
224,1,0.001,0.0001,250,0.9267152853254802,0.9810367161453358,-0.05432143081985563,224,17,11,0.0
225,1,0.001,0.0001,250,0.9438929419383043,1.00884235532191,-0.0649494133836056,233,11,8,0.0
226,1,0.001,0.0001,250,0.9320514167136462,1.0136146750079529,-0.08156325829430666,225,15,12,0.0
227,1,0.001,0.0001,250,0.9438410924542129,1.029897043294615,-0.08605595084040218,231,10,11,0.0
228,1,0.001,0.0001,250,0.9528095938644044,1.007108902333622,-0.05429930846921749,239,9,4,0.0
229,1,0.001,0.0001,250,0.9455184402710125,0.9960183341821366,-0.05049989391112408,233,11,8,0.0
230,1,0.001,0.0001,250,0.9592534029710341,1.0147211600097255,-0.055467757038691334,243,6,3,0.0
231,1,0.001,0.0001,250,0.9542939649653911,1.0160474829632893,-0.06175351799789819,240,6,6,0.0
232,1,0.001,0.0001,250,0.9439442298044035,0.9864781414365102,-0.042533911632106736,235,8,9,0.0
233,1,0.001,0.0001,250,0.9567723055565002,0.9876906435911295,-0.03091833803462929,241,6,5,0.0
234,1,0.001,0.0001,250,0.9574904810953483,1.0033385826771668,-0.04584810158181851,241,5,6,0.0
235,1,0.001,0.0001,250,0.953882031345572,0.986375903194915,-0.03249387184934294,240,4,8,0.0
236,1,0.001,0.0001,250,0.965781734300584,0.9821765614275907,-0.016394827127006684,237,11,4,0.0
237,1,0.001,0.0001,250,0.9523331881112999,0.9913889843123788,-0.03905579620107891,239,8,5,0.0
238,1,0.001,0.0001,250,0.9662523786900504,0.9894514767932501,-0.023199098103199645,239,2,11,0.0
239,1,0.001,0.0001,250,0.9564239137123653,1.0050110537951356,-0.04858714008277021,240,5,7,0.0
240,1,0.001,0.0001,250,0.9555161226966626,1.0000639890791965,-0.04454786638253383,243,4,5,0.0
241,1,0.001,0.0001,250,0.9550812013939971,0.9817213767660256,-0.026640175372028452,241,5,6,0.0
242,1,0.001,0.0001,250,0.9641272571066841,0.9772416932180232,-0.013114436111339112,246,6,0,0.0
243,1,0.001,0.0001,250,0.9608786543204159,1.0032986658262435,-0.04242001150582764,244,4,4,0.0
244,1,0.001,0.0001,250,0.9698702702838738,1.0011153391943315,-0.03124506891045764,250,1,1,0.0
245,1,0.001,0.0001,250,0.9699731150720691,1.0061251019014255,-0.036151986829356386,249,2,1,0.0
246,1,0.001,0.0001,250,0.9609185052552359,1.0024705933796845,-0.04155208812444855,244,1,7,0.0
247,1,0.001,0.0001,250,0.9715502830578053,0.9897643835616431,-0.01821410050383776,251,1,0,0.0
248,1,0.001,0.0001,250,0.9592152333570593,0.9839244000849444,-0.024709166727885146,244,6,2,0.0
249,1,0.001,0.0001,250,0.9733134071315684,1.0029830679383218,-0.029669660806753373,251,1,0,0.0
250,1,0.001,0.0001,250,0.9699990125465311,1.0061533676914889,-0.036154355144957795,249,2,1,0.0
251,1,0.001,0.0001,250,0.9752111619411448,1.0136041221999448,-0.03839296025880001,252,0,0,0.0
252,1,0.001,0.0001,250,0.9705265898350591,0.9916421373783396,-0.02111554754328049,249,2,1,0.0
253,1,0.001,0.0001,250,0.9752111619411448,1.02016883512467,-0.04495767318352528,252,0,0,0.0
254,1,0.001,0.0001,250,0.9734563963731349,1.021570507233746,-0.048114110860611126,251,1,0,0.0
255,1,0.001,0.0001,250,0.9717865396149644,0.9949543589314134,-0.023167819316448957,250,1,1,0.0
256,1,0.001,0.0001,250,0.9738699733225346,0.9980348369807935,-0.024164863658258984,251,1,0,0.0
257,1,0.001,0.0001,250,0.9739098811566477,0.9878334318037585,-0.013923550647110816,251,0,1,0.0
258,1,0.001,0.0001,250,0.9700724928339124,0.9899270355782284,-0.019854542744315973,250,2,0,0.0
259,1,0.001,0.0001,250,0.9699170424331017,1.0174726247813235,-0.04755558234822177,249,3,0,0.0
260,1,0.001,0.0001,250,0.9725359849317226,1.0104431529240818,-0.03790716799235927,251,1,0,0.0
261,1,0.001,0.0001,250,0.9731026934209546,1.0221345940175584,-0.049031900596603784,251,0,1,0.0
262,1,0.001,0.0001,250,0.9697265815332883,0.9961232879630223,-0.026396706429734018,249,2,1,0.0
263,1,0.001,0.0001,250,0.9752111619411448,0.9712977228119781,0.00391343912916664,252,0,0,1.0
264,1,0.001,0.0001,250,0.9752111619411448,0.9995202741290687,-0.024309112187923976,252,0,0,1.0
265,1,0.001,0.0001,250,0.9716409074702717,0.9998258219028953,-0.02818491443262361,250,1,1,1.0
266,1,0.001,0.0001,250,0.973519146823519,0.9851988502295268,-0.011679703406007769,251,1,0,1.0
267,1,0.001,0.0001,250,0.9713392020741131,1.0164341505259817,-0.04509494845186868,249,1,2,1.0
268,1,0.001,0.0001,250,0.9752111619411448,0.9740803420326002,0.001130819908544578,252,0,0,2.0
