Episode,NumStateVars,TradeCost,TimeCost,EpsilonSteps,TrainAgent,TrainMarket,TrainDifference,Holds,Buys,Shorts,stdA,stdM,Strategy Wins (%)
195,3,0.001,0.0001,250,0.900737592873663,0.9751808348264647,-0.07444324195280172,21,92,139,0.0011845667895294789,0.0010662039394848705,0.0
196,3,0.001,0.0001,250,0.9239900549474404,1.0092088740058571,-0.08521881905841677,16,78,158,0.0018256220701928444,0.0017988193555248612,0.0
197,3,0.001,0.0001,250,0.9094623030404306,0.9882556585376555,-0.07879335549722488,26,83,143,0.0009836320648502167,0.0008188078660016623,0.0
198,3,0.001,0.0001,250,0.9299548652610153,0.9964709584607082,-0.06651609319969287,22,53,177,0.0009268710318360726,0.000800226676586458,0.0
199,3,0.001,0.0001,250,0.9117034052393885,1.013843281179577,-0.10213987594018847,19,103,130,0.0008241043885150047,0.0006168770614599293,0.0
200,3,0.001,0.0001,250,0.9168659287336913,0.988807743831293,-0.07194181509760167,16,99,137,0.0013210479850603973,0.0012114877797823492,0.0
201,3,0.001,0.0001,250,0.9036241225215782,1.0251356438932568,-0.12151152137167864,26,84,142,0.0008666298253867544,0.0007135094400311073,0.0
202,3,0.001,0.0001,250,0.9377192143161126,0.9548553448125165,-0.017136130496403945,31,79,142,0.001264622161037862,0.0012502142983758207,0.0
203,3,0.001,0.0001,250,0.9090438763596459,0.9853640921063821,-0.0763202157467362,26,70,156,0.0009568609588067699,0.0008551600683863426,0.0
204,3,0.001,0.0001,250,0.959187063340663,0.9766307480821244,-0.017443684741461407,13,111,128,0.0010927723835229951,0.001034375857879468,0.0
205,3,0.001,0.0001,250,0.9303612342566786,1.013899947676139,-0.0835387134194604,24,90,138,0.001073601388436428,0.001511953558457629,0.0
206,3,0.001,0.0001,250,0.9253940842810038,1.0115710979686303,-0.08617701368762654,9,106,137,0.0007376388895822897,0.0006152801596839224,0.0
207,3,0.001,0.0001,250,0.9321884356180771,0.9980179450565834,-0.0658295094385063,14,55,183,0.0006533025511189333,0.0004911978678917654,0.0
208,3,0.001,0.0001,250,0.937322429949163,1.0102171711488697,-0.07289474119970663,13,49,190,0.0010457628501789704,0.0009979330168649139,0.0
209,3,0.001,0.0001,250,0.9654145683712146,0.9892287415352445,-0.023814173164029895,13,66,173,0.0019031749919007819,0.0018648014433800954,0.0
210,3,0.001,0.0001,250,0.9211173879048332,0.9936685923809941,-0.07255120447616092,11,80,161,0.0007917980673166131,0.0006634112911912496,0.0
211,3,0.001,0.0001,250,0.9212319261690922,0.9776872373557468,-0.05645531118665459,17,96,139,0.0008943594839972818,0.0007384577948815806,0.0
212,3,0.001,0.0001,250,0.9380350202750581,0.994545532023694,-0.05651051174863586,20,57,175,0.0006779093161139689,0.0005790503046259232,0.0
213,3,0.001,0.0001,250,0.9289609305146306,1.0036330799277584,-0.07467214941312783,17,101,134,0.0007007495932236866,0.0004840105999572686,0.0
214,3,0.001,0.0001,250,0.9380633662937488,0.9680788047651431,-0.030015438471394318,8,82,162,0.001204756826809075,0.0011448930704624773,0.0
215,3,0.001,0.0001,250,0.9102406244294524,1.0265936386432617,-0.11635301421380928,8,76,168,0.001107564929432451,0.0010160348845374455,0.0
216,3,0.001,0.0001,250,0.9309085069508836,0.9997648467228195,-0.06885633977193595,15,55,182,0.0008454918967753059,0.0007219528470929992,0.0
217,3,0.001,0.0001,250,0.9390635488215318,0.9930013229206688,-0.053937774099137026,10,87,155,0.0010565527438204003,0.0009668953670989936,0.0
218,3,0.001,0.0001,250,0.9341422689264542,1.0069838964589288,-0.07284162753247458,9,85,158,0.000569659301180506,0.00035279771684299676,0.0
219,3,0.001,0.0001,250,0.938121661851639,1.001784327308605,-0.06366266545696586,11,56,185,0.0006606828971880095,0.00048228574708623326,0.0
220,3,0.001,0.0001,250,0.9583695526456472,0.9868630060533213,-0.028493453407674174,12,68,172,0.0011550520415882178,0.001046867269411353,0.0
221,3,0.001,0.0001,250,0.9339936046187193,0.994943387930087,-0.06094978331136769,10,75,167,0.0008338072703797725,0.0007379585365871939,0.0
222,3,0.001,0.0001,250,0.9454551372335723,0.9893971909992998,-0.04394205376572746,5,122,125,0.0007323194651656737,0.0005300266761164472,0.0
223,3,0.001,0.0001,250,0.9810709604507889,0.9850698585789734,-0.003998898128184547,10,119,123,0.0016492529992598749,0.001616039641572245,0.0
224,3,0.001,0.0001,250,0.9415951488873032,0.9810367161453358,-0.039441567258032606,10,108,134,0.000984374225302716,0.0008642579392921455,0.0
225,3,0.001,0.0001,250,0.9298360191391323,1.00884235532191,-0.07900633618277764,11,110,131,0.0008553955459618935,0.0007533640752668207,0.0
226,3,0.001,0.0001,250,0.9263784107430065,1.0136146750079529,-0.08723626426494635,8,129,115,0.000657020221606709,0.00038398657405858046,0.0
227,3,0.001,0.0001,250,0.9432361366273905,1.029897043294615,-0.08666090666722459,10,88,154,0.0010908757112160627,0.00101357474402452,0.0
228,3,0.001,0.0001,250,0.9749275118445705,1.007108902333622,-0.03218139048905144,7,111,134,0.0009960955593936254,0.0009281684717351083,0.0
229,3,0.001,0.0001,250,0.9443013801254903,0.9960183341821366,-0.051716954056646336,7,152,93,0.001683510393578411,0.0016498032180153413,0.0
230,3,0.001,0.0001,250,0.955158422573081,1.0147211600097255,-0.05956273743664442,9,91,152,0.0010952569806453416,0.001039643085612911,0.0
231,3,0.001,0.0001,250,0.9534945956159478,1.0160474829632893,-0.06255288734734143,6,72,174,0.0008330215790000875,0.0007695805858971356,0.0
232,3,0.001,0.0001,250,0.9519315571957733,0.9864781414365102,-0.03454658424073698,11,70,171,0.0007763308374011855,0.0006232232581113161,0.0
233,3,0.001,0.0001,250,0.9390800130245853,0.9876906435911295,-0.04861063056654413,10,72,170,0.0012589877753996278,0.0012163855442113287,0.0
234,3,0.001,0.0001,250,0.9486482015135175,1.0033385826771668,-0.054690381163649326,9,33,210,0.0005644548417830717,0.0004849699610683482,0.0
235,3,0.001,0.0001,250,0.9402663110359645,0.986375903194915,-0.046109592158950496,6,115,131,0.0016138839330494495,0.0015888407753302891,0.0
236,3,0.001,0.0001,250,0.9675015930610498,0.9821765614275907,-0.01467496836654092,9,117,126,0.0012248064148579164,0.0012477770634891445,0.0
237,3,0.001,0.0001,250,0.91184642240957,0.9913889843123788,-0.07954256190280873,10,117,125,0.0019203012535374902,0.0019141434493701972,0.0
238,3,0.001,0.0001,250,0.9756921566198206,0.9894514767932501,-0.013759320173429512,5,58,189,0.0011143776057996335,0.0011538700366342215,0.0
239,3,0.001,0.0001,250,0.9528977783922746,1.0050110537951356,-0.052113275402860926,4,129,119,0.0005383005917345498,0.0004314400092551306,0.0
240,3,0.001,0.0001,250,0.9632584709881757,1.0000639890791965,-0.03680551809102073,2,111,139,0.000742015584347906,0.000690785392958956,0.0
241,3,0.001,0.0001,250,0.9583956508184845,0.9817213767660256,-0.02332572594754101,7,77,168,0.0007487001828581248,0.0006941965682476786,0.0
242,3,0.001,0.0001,250,0.9446083758702438,0.9772416932180232,-0.03263331734777941,2,217,33,0.001009421942907508,0.0009814050563784363,0.0
243,3,0.001,0.0001,250,0.9634471938534522,1.0032986658262435,-0.039851471972791264,4,116,132,0.0006373826198818808,0.0005534701606306165,0.0
244,3,0.001,0.0001,250,0.9437868289948285,1.0011153391943315,-0.057328510199503024,4,58,190,0.000798113415692728,0.0007716544910171751,0.0
245,3,0.001,0.0001,250,0.9634461328138724,1.0061251019014255,-0.04267896908755309,4,96,152,0.0010855554469987574,0.0011215929894858848,0.0
246,3,0.001,0.0001,250,0.9628644689189154,1.0024705933796845,-0.039606124460769054,6,6,240,0.0012359219642756301,0.0012225866043364631,0.0
247,3,0.001,0.0001,250,0.9783153105996997,0.9897643835616431,-0.011449072961943418,2,26,224,0.0008993008036929548,0.0008709243157939116,0.0
248,3,0.001,0.0001,250,0.965280929096849,0.9839244000849444,-0.01864347098809538,1,139,112,0.0009132869100532748,0.0008595252145289384,0.0
249,3,0.001,0.0001,250,0.964663998487111,1.0029830679383218,-0.038319069451210774,3,13,236,0.000468218939963454,0.00043017611909982836,0.0
250,3,0.001,0.0001,250,0.9568912962459338,1.0061533676914889,-0.049262071445555056,3,33,216,0.0007988485570734541,0.0007711177566631272,0.0
251,3,0.001,0.0001,250,0.9619545474060521,1.0136041221999448,-0.05164957479389265,0,0,252,0.0008370948735163131,0.0008301553965845873,0.0
252,3,0.001,0.0001,250,0.9909612637253384,0.9916421373783396,-0.0006808736530011794,1,34,217,0.0006009523403260465,0.0005950022105494642,0.0
253,3,0.001,0.0001,250,0.9556906302835628,1.02016883512467,-0.06447820484110722,0,0,252,0.0009922898285036885,0.0009952439101785348,0.0
254,3,0.001,0.0001,250,0.9496796004300228,1.021570507233746,-0.07189090680372323,2,5,245,0.0008389738339815592,0.0008237936661998109,0.0
255,3,0.001,0.0001,250,0.9757901578888891,0.9949543589314134,-0.019164201042524254,2,2,248,0.0005019520791312336,0.0004516213439363418,0.0
256,3,0.001,0.0001,250,0.967304786794001,0.9980348369807935,-0.030730050186792535,3,110,139,0.0007747500729422667,0.0007522840144648794,0.0
257,3,0.001,0.0001,250,0.9857792307064525,0.9878334318037585,-0.00205420109730603,1,0,251,0.0009915456677975052,0.0009836396195591873,0.0
258,3,0.001,0.0001,250,0.9629121284648704,0.9899270355782284,-0.027014907113357967,0,243,9,0.0011702201023554048,0.001153532833324852,0.0
259,3,0.001,0.0001,250,0.9911737154423195,1.0174726247813235,-0.02629890933900403,0,217,35,0.00044880231215137527,0.00043017066915433053,0.0
260,3,0.001,0.0001,250,0.9630637593798955,1.0104431529240818,-0.0473793935441863,3,18,231,0.0017471036935986298,0.0017380574938308012,0.0
261,3,0.001,0.0001,250,0.9507140260316504,1.0221345940175584,-0.0714205679859079,2,0,250,0.0008458343470199172,0.0008347107143495174,0.0
262,3,0.001,0.0001,250,0.9662241501040845,0.9961232879630223,-0.02989913785893783,1,13,238,0.0004926256033064868,0.00043461378329750003,0.0
263,3,0.001,0.0001,250,0.9986574628713236,0.9712977228119781,0.027359740059345494,3,0,249,0.0010337996423582468,0.0010391724633022964,1.0
264,3,0.001,0.0001,250,0.9748347404884106,0.9995202741290687,-0.024685533640658175,0,0,252,0.001854131414286653,0.001853618189236413,1.0
265,3,0.001,0.0001,250,0.9710642436553951,0.9998258219028953,-0.02876157824750014,1,17,234,0.0007792242289405159,0.0007587849594991023,1.0
266,3,0.001,0.0001,250,0.9601902239592208,0.9851988502295268,-0.025008626270305978,0,189,63,0.0011648932569855,0.0011584771340195144,1.0
267,3,0.001,0.0001,250,0.9575143477189892,1.0164341505259817,-0.058919802806992494,0,20,232,0.0008351382328092636,0.0008235931072429843,1.0
268,3,0.001,0.0001,250,1.000803559601764,0.9740803420326002,0.026723217569163737,0,0,252,0.0011933771907886254,0.0011904608298957066,2.0
269,3,0.001,0.0001,250,0.9673564984194867,1.0044091710758372,-0.03705267265635048,0,1,251,0.0004885466686571159,0.00044718424492027074,2.0
270,3,0.001,0.0001,250,0.9761542612185774,0.9986895877754098,-0.022535326556832436,0,0,252,0.0011733266756513568,0.00117019266949086,2.0
271,3,0.001,0.0001,250,0.9727334147974352,0.9882427574540052,-0.015509342656570002,6,11,235,0.0006237569659751655,0.0005733940080674307,2.0
272,3,0.001,0.0001,250,0.9877452390361905,0.9828497148607852,0.004895524175405286,3,0,249,0.0005454081067431159,0.0005250219192169559,3.0
273,3,0.001,0.0001,250,0.9757894118885854,0.994355597365944,-0.018566185477358665,2,1,249,0.0004656061239559551,0.0004345472339588246,3.0
274,3,0.001,0.0001,250,0.9914286032796765,0.9832442614333282,0.008184341846348309,1,0,251,0.0010428735737144177,0.0010413751073171538,4.0
275,3,0.001,0.0001,250,0.9824238831131058,1.0057312167481283,-0.023307333635022465,3,53,196,0.0010705777770647397,0.0010341591738692226,4.0
276,3,0.001,0.0001,250,0.9555650964760019,1.0203192388066347,-0.06475414233063281,0,0,252,0.0009593484256252657,0.0009603671863839308,4.0
277,3,0.001,0.0001,250,0.9748643090350477,1.000297593742028,-0.025433284706980253,0,0,252,0.00048502233751922995,0.00048046263259998023,4.0
278,3,0.001,0.0001,250,0.9660625087191426,1.0038944456267285,-0.037831936907585906,2,1,249,0.0004977622738803416,0.00047006590181424083,4.0
279,3,0.001,0.0001,250,0.9931456129883239,0.9816732718793119,0.011472341109012074,0,0,252,0.0010481974261711423,0.0010438848399340974,5.0
280,3,0.001,0.0001,250,0.9769904098299763,0.9967221048926433,-0.019731695062667032,1,0,251,0.0007597698281174953,0.0007557697253613195,5.0
281,3,0.001,0.0001,250,0.9598135278967893,1.0104994263200051,-0.0506858984232158,2,1,249,0.0008987285403618324,0.0008823705704350944,5.0
282,3,0.001,0.0001,250,0.9947131604976881,0.9798025521641645,0.014910608333523645,0,0,252,0.0015485397231314835,0.0015485098333607235,6.0
283,3,0.001,0.0001,250,0.9904099072589461,0.9768682495955233,0.013541657663422746,2,2,248,0.0010564322087676951,0.0010423332265406828,7.0
284,3,0.001,0.0001,250,0.9678229039359412,1.0002219558751735,-0.032399051939232315,2,1,249,0.0012266725102813292,0.0012130176181402714,7.0
285,3,0.001,0.0001,250,0.97908805154606,0.9957288358339729,-0.016640784287912824,0,0,252,0.001116884380394239,0.0011146989004053095,7.0
286,3,0.001,0.0001,250,0.9763480242451303,0.9933256812481386,-0.01697765700300824,3,0,249,0.0006879570487873618,0.0006707732144182101,7.0
287,3,0.001,0.0001,250,0.9599623298731522,1.0079067651582405,-0.047944435285088294,1,5,246,0.0010586287375725437,0.001035075997948891,7.0
288,3,0.001,0.0001,250,0.9830266177987428,0.9874449483993951,-0.0044183306006523315,2,0,250,0.0010883364079560453,0.0010811314089703807,7.0
289,3,0.001,0.0001,250,0.9545544235647966,1.0178268620374817,-0.06327243847268516,1,1,250,0.0008632035536596737,0.0008532625933598263,7.0
290,3,0.001,0.0001,250,0.9721618192506414,1.0011545162576894,-0.028992697007047985,1,0,251,0.00036108239312526995,0.00034450320060454726,7.0
291,3,0.001,0.0001,250,0.9716924142828223,1.0017504162575221,-0.030058001974699877,1,0,251,0.0005151156125391569,0.0005060687059627751,7.0
292,3,0.001,0.0001,250,0.9535213487970029,1.0201019439969996,-0.0665805951999967,2,0,250,0.0007138165999253694,0.0007031169700199586,7.0
293,3,0.001,0.0001,250,0.9843158068691154,0.9896107758987007,-0.005294969029585372,1,0,251,0.0005395145467188587,0.0005313217379188265,7.0
294,3,0.001,0.0001,250,0.9855982186214097,0.9809910607741755,0.0046071578472342,3,1,248,0.0005454057406767167,0.0004998871972461584,8.0
295,3,0.001,0.0001,250,0.9734123743597987,0.9998322921470796,-0.026419917787280922,1,0,251,0.00043648892278555154,0.0004252066156777652,8.0
296,3,0.001,0.0001,250,0.9768948301565272,0.9981242882343727,-0.021229458077845487,0,0,252,0.0007800875623145137,0.0007783062305419257,8.0
297,3,0.001,0.0001,250,0.9668691378683897,1.0022560391614346,-0.03538690129304489,2,1,249,0.0005499613310477005,0.0005153852690401823,8.0
298,3,0.001,0.0001,250,0.9907943738089035,0.9828569033447907,0.00793747046411275,1,1,250,0.0006765724049808044,0.00067645968465305,9.0
299,3,0.001,0.0001,250,0.9691806923954488,1.0059890672300011,-0.03680837483455235,0,0,252,0.0009605674071157924,0.0009576146055732859,9.0
300,3,0.001,0.0001,250,0.9741356167983992,1.001070102184267,-0.026934485385867735,0,0,252,0.0003705863704956512,0.00036648710643060904,9.0
301,3,0.001,0.0001,250,0.9866806339324843,0.9869672270334507,-0.00028659310096645907,1,0,251,0.0007557107662157867,0.0007545791235624818,9.0
302,3,0.001,0.0001,250,0.9550883024319048,0.9782704030171475,-0.023182100585242726,0,76,176,0.0008553724550498788,0.0008504478804623643,9.0
303,3,0.001,0.0001,250,0.9779270481392788,0.989868754317292,-0.011941706178013267,1,11,240,0.0017030382621378004,0.0016958614510789764,9.0
304,3,0.001,0.0001,250,0.9481027675041654,1.0284038849184525,-0.08030111741428703,0,0,252,0.0008466612855657614,0.0008406916806120153,9.0
305,3,0.001,0.0001,250,0.9919677032603194,0.9817057837384743,0.010261919521845075,1,0,251,0.0007477636387050716,0.0007410101236535842,10.0
306,3,0.001,0.0001,250,0.9765770066696912,0.9982619933599235,-0.021684986690232333,0,0,252,0.0011626470866116618,0.0011616597010521452,10.0
307,3,0.001,0.0001,250,0.9803974795064372,0.9945519359684324,-0.014154456461995202,0,0,252,0.0008002127067190863,0.0007958113419248697,10.0
308,3,0.001,0.0001,250,0.9520497176637025,1.024113722583178,-0.07206400491947551,0,0,252,0.000910775751828379,0.000904165155312966,10.0
309,3,0.001,0.0001,250,0.9722321601240522,0.9994236803346904,-0.027191520210638198,1,1,250,0.0005144665480071724,0.0004906537743227542,10.0
310,3,0.001,0.0001,250,0.969203400692654,1.0013021380266316,-0.03209873733397761,2,0,250,0.00048707789767380377,0.00048537418763826013,10.0
311,3,0.001,0.0001,250,0.9756720801525335,0.9959239130434783,-0.020251832890944788,2,0,250,0.00047723784786589456,0.00045476462657664693,10.0
312,3,0.001,0.0001,250,0.9689968425631268,1.0055846422338546,-0.03658779967072778,0,0,252,0.001807055880680936,0.0018071326475158963,10.0
313,3,0.001,0.0001,250,0.9797943161782041,0.9947973119445044,-0.015002995766300264,0,0,252,0.0014487880059967416,0.0014473678314464828,10.0
314,3,0.001,0.0001,250,0.9744101112684985,0.9989098094437756,-0.024499698175277085,1,0,251,0.0017074778390039672,0.0017068676698162152,10.0
315,3,0.001,0.0001,250,0.9595369063440924,1.0116572288090606,-0.05212032246496823,1,1,250,0.0010483332458984928,0.0010357467589336737,10.0
316,3,0.001,0.0001,250,0.9600681620043512,1.0146921793399364,-0.054624017335585195,0,25,227,0.00047657932488526076,0.0004478718846912406,10.0
317,3,0.001,0.0001,250,0.9906190156505057,0.9838499891610668,0.00676902648943889,0,0,252,0.001552036849007316,0.0015511076953526647,11.0
318,3,0.001,0.0001,250,0.9611312935886803,0.981979079408037,-0.020847785819356646,0,118,134,0.0012724538082250208,0.0012552241562947823,11.0
319,3,0.001,0.0001,250,0.9783160349918815,0.9948854555141183,-0.016569420522236866,1,0,251,0.0005876701672431965,0.0005790073160629274,11.0
320,3,0.001,0.0001,250,0.9967600463271614,1.0014555031882435,-0.004695456861082081,0,129,123,0.0018266286771526908,0.0018111836077594604,11.0
321,3,0.001,0.0001,250,0.9778722541125777,0.9964121666400058,-0.018539912527428037,0,0,252,0.0018575606013497945,0.0018578555793348657,11.0
322,3,0.001,0.0001,250,0.9760583454382199,0.9944619579108801,-0.018403612472660202,2,0,250,0.0008127626922282457,0.0008011841036963657,11.0
323,3,0.001,0.0001,250,0.979651115368912,0.9954223364896208,-0.015771221120708723,0,0,252,0.000428259694051694,0.0004287088605263266,11.0
324,3,0.001,0.0001,250,0.9884601454012845,0.9862063019957741,0.0022538434055103806,0,0,252,0.0012596206677721784,0.001255324866736933,12.0
325,3,0.001,0.0001,250,0.9749048982962762,0.9811139074296977,-0.006209009133421484,3,8,241,0.0011753672247604365,0.0011595216780047705,12.0
326,3,0.001,0.0001,250,0.9654764721086555,1.0099826388888888,-0.044506166780233336,1,0,251,0.001056534524657514,0.0010599147393022717,12.0
327,3,0.001,0.0001,250,0.969373495874987,1.0001070549191744,-0.030733559044187397,3,8,241,0.0007376413119891169,0.0007162872027171374,12.0
328,3,0.001,0.0001,250,0.9847906939389508,0.9878043497097299,-0.0030136557707790557,0,7,245,0.0014828131933778336,0.0014780221447346716,12.0
329,3,0.001,0.0001,250,0.9876950582710607,0.9870825592949418,0.0006124989761189248,0,0,252,0.0010591340794754987,0.0010583206782268137,13.0
330,3,0.001,0.0001,250,0.9584373847554465,1.0120551345122548,-0.05361774975680833,1,13,238,0.0005342759216958985,0.0005003993800665624,13.0
331,3,0.001,0.0001,250,0.9950169365237471,0.9798274098127306,0.015189526711016477,0,0,252,0.0010431257499335105,0.0010475902258331672,14.0
332,3,0.001,0.0001,250,0.9669177544791244,1.0078149775744114,-0.04089722309528698,0,0,252,0.001732660843615073,0.0017308722544171417,14.0
333,3,0.001,0.0001,250,0.9557292122288091,1.0128885166573605,-0.05715930442855133,2,1,249,0.0018365701573547922,0.0018185438685069915,14.0
334,3,0.001,0.0001,250,0.9921780743733539,0.9827165730039243,0.009461501369429581,0,0,252,0.000861830876074334,0.0008602119207851613,15.0
335,3,0.001,0.0001,250,0.9749953930119624,1.0001068809986977,-0.025111487986735348,0,0,252,0.0006761786866658769,0.0006736977446127905,15.0
336,3,0.001,0.0001,250,0.986447482213125,0.9864098698320333,3.7612381091678415e-05,1,0,251,0.0005961989386477968,0.0005874501121858192,16.0
337,3,0.001,0.0001,250,0.9719645640047473,1.0032580821457107,-0.03129351814096337,0,0,252,0.0005700348698737387,0.0005690124322088487,16.0
338,3,0.001,0.0001,250,1.0064519959677893,0.9686369119420982,0.037815084025691115,0,0,252,0.0011566177794292225,0.0011510499044198159,17.0
339,3,0.001,0.0001,250,0.9700313953071025,1.0010895806182847,-0.031058185311182207,1,1,250,0.0005936473676078811,0.000578190172509266,17.0
340,3,0.001,0.0001,250,0.9723838185274492,1.0028400597907332,-0.030456241263284056,0,0,252,0.0005214341038801843,0.0005162303454671534,17.0
341,3,0.001,0.0001,250,0.9864611188967338,0.9884477958745244,-0.0019866769777905358,0,0,252,0.0007766919049676999,0.0007725006097953304,17.0
342,3,0.001,0.0001,250,0.97207273333128,1.0031613105830617,-0.031088577251781713,0,0,252,0.0005194406779072593,0.000514703478727344,17.0
343,3,0.001,0.0001,250,0.9936042348619288,0.9809525850063195,0.012651649855609293,0,0,252,0.0014736984186343892,0.0014726881278465558,18.0
344,3,0.001,0.0001,250,0.9628607621237305,1.009856610332288,-0.0469958482085574,1,0,251,0.0017240343884904704,0.00173001628260104,18.0
345,3,0.001,0.0001,250,0.9403818089029325,1.0366167768882684,-0.09623496798533582,0,0,252,0.0012652953929733726,0.0012593234862971923,18.0
346,3,0.001,0.0001,250,0.9958064550322662,0.9791409963034676,0.016665458728798543,0,0,252,0.0008477041758246433,0.0008488776537960225,19.0
347,3,0.001,0.0001,250,0.9631375509327926,1.0124924353765046,-0.049354884443711944,0,0,252,0.00040627079613573137,0.00040274919931933945,19.0
348,3,0.001,0.0001,250,0.9651062339414443,1.0102171711488697,-0.04511093720742532,0,0,252,0.0009945785489018709,0.0009979330168649139,19.0
349,3,0.001,0.0001,250,0.9613435457255652,1.0121082621082627,-0.05076471638269742,1,3,248,0.0004203164651775305,0.00040333588400723596,19.0
350,3,0.001,0.0001,250,0.9796724035502039,0.9952858778368912,-0.015613474286687246,0,0,252,0.0008060696673238321,0.0008013116730124433,19.0
351,3,0.001,0.0001,250,0.9895139331931138,0.9852542882937118,0.004259644899402004,0,0,252,0.001087156322557162,0.0010845039659260493,20.0
352,3,0.001,0.0001,250,0.9853375587662788,0.9850371889109417,0.0003003698553371015,1,1,250,0.0010787445817997568,0.0010664814537257477,21.0
353,3,0.001,0.0001,250,0.9540572917814166,1.0220570123384924,-0.06799972055707582,0,0,252,0.0006650598512539125,0.0006588950319040885,21.0
354,3,0.001,0.0001,250,0.9701013946940903,1.0049632229649677,-0.03486182827087736,0,0,252,0.0010962756644726736,0.0010944445798499963,21.0
355,3,0.001,0.0001,250,0.9841927309028553,1.0065789473684195,-0.022386216465564157,1,149,102,0.001800732615544058,0.0018069127204182354,21.0
356,3,0.001,0.0001,250,0.9612830980402906,1.012220275455212,-0.05093717741492154,1,0,251,0.0005098075102992877,0.0005119825279476955,21.0
357,3,0.001,0.0001,250,0.9717157764427105,1.0034391534391547,-0.03172337699644423,0,0,252,0.000791479958180645,0.0007893192223381783,21.0
358,3,0.001,0.0001,250,0.97316423604642,0.9903686709220171,-0.017204434875597086,2,7,243,0.0018681844515543004,0.0018671097834631457,21.0
359,3,0.001,0.0001,250,0.9689341476211649,1.002468272864289,-0.03353412524312416,1,1,250,0.001233251371721113,0.0012219403138148028,21.0
360,3,0.001,0.0001,250,0.9747445784204052,0.9949507861434238,-0.02020620772301862,1,1,250,0.0006030341527371003,0.0005792308259213838,21.0
361,3,0.001,0.0001,250,0.9793164730920926,0.995493316918749,-0.016176843826656406,0,0,252,0.0011289229321892861,0.001137225654053979,21.0
362,3,0.001,0.0001,250,0.9804347995839807,0.9945799457994577,-0.014145146215477022,0,0,252,0.0006109276637934361,0.0006078016775691975,21.0
363,3,0.001,0.0001,250,0.9851371972897373,0.9864095812452209,-0.0012723839554836802,1,1,250,0.00061942929969601,0.000590401639519708,20.0
364,3,0.001,0.0001,250,0.9729236145422039,1.000503482420073,-0.027579867877869035,1,0,251,0.0006247973688652489,0.0005990494029099248,20.0
365,3,0.001,0.0001,250,1.0008659763358672,1.0050661798265628,-0.004200203490695609,1,141,110,0.0017232742458717057,0.0017132553986847945,20.0
366,3,0.001,0.0001,250,0.9820863743023319,0.992918477684722,-0.010832103382390046,0,0,252,0.0005705358949991342,0.0005719123574980257,20.0
367,3,0.001,0.0001,250,1.0155695902748743,0.999427012903669,0.01614257737120528,1,105,146,0.0018900753818851654,0.0018929136392147863,21.0
368,3,0.001,0.0001,250,0.9864032428143181,0.9872124938828475,-0.0008092510685293597,1,0,251,0.0016397947943741107,0.0016400929606701403,20.0
369,3,0.001,0.0001,250,0.9460958386640353,1.0304964864740729,-0.08440064781003753,0,0,252,0.0010290163110169756,0.0010235696716241257,20.0
370,3,0.001,0.0001,250,0.9863204867584295,0.9885899855180585,-0.0022694987596290073,0,0,252,0.0007742352960709115,0.000769523891243557,20.0
371,3,0.001,0.0001,250,0.9935364133061705,0.9790734134648147,0.014462999841355795,1,0,251,0.0018783771857861643,0.0018963106209103952,21.0
372,3,0.001,0.0001,250,0.983502056620818,0.9913018957962799,-0.007799839175461898,0,0,252,0.001042712300748228,0.0010383107323687416,20.0
373,3,0.001,0.0001,250,0.9541993278680181,1.0218759494769765,-0.06767662160895838,0,0,252,0.00074112922466112,0.0007381280705837884,20.0
374,3,0.001,0.0001,250,0.9610221775720773,1.01385415513998,-0.0528319775679027,1,2,249,0.001033487510389435,0.0010362875883756927,19.0
375,3,0.001,0.0001,250,0.9708785702786795,1.0042251987367967,-0.0333466284581172,0,0,252,0.000967669746181002,0.0009677595317753441,19.0
376,3,0.001,0.0001,250,0.9816638650476022,0.9933433997575535,-0.011679534709951311,0,0,252,0.0005794564745922632,0.0005794025524947995,19.0
377,3,0.001,0.0001,250,0.9943825623568936,0.9804341112630695,0.013948451093824143,0,0,252,0.0010794449817522365,0.001077047498661381,20.0
378,3,0.001,0.0001,250,0.946332797521742,1.0302463704355467,-0.08391357291380463,0,0,252,0.001007380457588191,0.0010062895313149964,20.0
379,3,0.001,0.0001,250,0.9755797936874656,0.9995810465457302,-0.0240012528582646,0,0,252,0.0004080314931281674,0.00040407533250390526,19.0
380,3,0.001,0.0001,250,0.9844713257399029,0.990265334252239,-0.005794008512336024,0,0,252,0.0011497425534541651,0.0011480972928419773,19.0
381,3,0.001,0.0001,250,0.9598763241541507,1.0154175004547927,-0.05554117630064204,0,0,252,0.0014915933844350804,0.0014838498356573764,19.0
382,3,0.001,0.0001,250,0.962437657099619,1.0113378179712214,-0.048900160871602316,1,0,251,0.0008356905378716021,0.0008306410763854762,18.0
383,3,0.001,0.0001,250,0.982513282015126,0.9924047878128399,-0.009891505797713918,0,0,252,0.0008092320728664176,0.000809512159888495,17.0
384,3,0.001,0.0001,250,0.9615196005853139,1.0141998209031577,-0.05268022031784381,0,0,252,0.0003871729636939818,0.00038274633726315235,17.0
385,3,0.001,0.0001,250,0.9795952616454667,1.0097861772876509,-0.030190915642184124,1,120,131,0.0005537773384937073,0.0005308568850672208,17.0
386,3,0.001,0.0001,250,0.9989671996456791,0.9758770479151498,0.023090151730529307,0,0,252,0.0011823387440324125,0.001180028443679356,18.0
